UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,291.0959122431907,125.64845920512003,0.0,30.653475867153475,49.36285706994818,0.0,1.542407710511174,1.0412252714211323,28.086901348180366,0.0,7.3333426540733715,157.39406624325537,
"[L L]"
,[L L1],0
,,,2.731024344987378e-92,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,4.356882202952764e-57,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,3.6114517285601842e-158,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1
,,,1.5531833981142117e-39,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,0.016129032258064516,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,6.484760408215875e-170,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,3.66547906353907e-82,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,2.263040942096158e-74,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,2.1792489247201667e-111,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,6.581772454662963e-94,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016129032258064238,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,2.7718804821344613e-16,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,1.0350877759715816e-218,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,1.6513054956474156e-183,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,0.016129032258064512,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,4.258328647649048e-18,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,9.901437508282357e-137,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,1.7779124508395894e-148,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],1
,,,0.01612903225803519,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,2.896145862413132e-14,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,1.6861151842425435e-84,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,9.811175616243865e-71,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,3.63206441286596e-16,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,9.589244842436245e-32,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,9.85196274566565e-292,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,1.1402412984680288e-222,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,1.8190599543667067e-187,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,7.534084648307612e-203,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,6.7340991370963875e-133,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,1.3377613323958984e-237,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,7.660879828455993e-110,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,4.8020690808109244e-145,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
