UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,291.0959122431907,125.64845920512003,0.0,30.653475867153475,49.36285706994818,0.0,1.542407710511174,1.0412252714211323,28.086901348180366,0.0,7.3333426540733715,157.39406624325537,
"[L L]","[(L1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999999828,0.016129032258064238,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999999999998,0.016129032258064512,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H2) (H1)]",1,0.9999999999981817,0.01612903225803519,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[(L1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L2 L) (H1)]",1,0.9999999997838599,0.01612903225457838,0,1,1,0,0,0,0,2,0,2,1,1
"[L H L]","[L (H1 L)]",1,0.9848698402333647,0.015884997423118784,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H2) (H1)]",1,0.999999999994865,0.016129032257981693,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H2 L) (H1)]",1,0.9999999999949136,0.016129032257982474,0,1,1,0,0,0,0,2,0,2,1,1
"[H H L]","[(H2) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,1,1,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H2) (H1)]",1,0.9999999999860151,0.016129032257838953,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[L (L1 L) L]",1,0.9999999999999989,0.016129032258064495,0,0,1,2,0,1,1,1,1,1,1,0
"[L L L H]","[(L2 L) (L H1)]",1,0.9999999999736803,0.016129032257640008,0,1,1,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H2) (H1)]",1,0.9999998859666317,0.016129030418816644,0,2,1,0,0,0,0,3,0,5,3,1
"[L H L L]","[L (H1 L) L]",1,1.0,0.016129032258064516,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H2 L) (H1)]",1,0.9999999999949136,0.016129032257982477,0,1,1,1,0,1,0,3,0,4,1,1
"[L H H L]","[(L H2) (H1 L)]",1,0.9999999999999512,0.016129032258063728,0,1,1,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999999999981333,0.016129032258034408,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H1 L) L L]",1,1.0,0.01612903225806452,0,0,1,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H2 L) (L H1)]",1,0.9999999999999828,0.016129032258064238,0,1,1,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H2 L) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,0,2,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H2 L) (H2) (H1)]",1,0.9999999999981817,0.01612903225803519,0,2,1,0,0,0,0,3,0,5,3,1
"[H H L L]","[(H2) (H1 L) L]",1,1.0,0.016129032258064516,0,1,1,1,0,0,1,1,1,1,4,0
"[H H L H]","[(H2) (H2 L) (H1)]",1,0.9999999999949136,0.016129032257982477,0,2,1,0,0,0,0,3,0,4,4,1
"[H H H L]","[(H2) (H2) (H1 L)]",1,0.9999999813788142,0.016129031957722806,0,2,1,0,0,0,0,2,0,3,5,1
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.9999999813648294,0.016129031957497247,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[(L2 L) (L1 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,2,1,2,4,0
"[L L L L H]","[(L2 L) (L2 L) (H1)]",1,0.9999996767683869,0.016129027044651398,0,1,2,0,0,0,0,4,0,6,4,1
"[L L L H L]","[L (L2 L) (H1 L)]",1,0.9993370162442852,0.016118338971682022,0,0,2,1,0,1,0,3,0,4,2,1
"[L L L H H]","[(L2 L) (L H2) (H1)]",1,0.9999999999203584,0.01612903225677997,0,2,1,0,0,0,0,4,0,6,4,1
"[L L H L L]","[(L2 L) (H1 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,2,1,2,4,0
"[L L H L H]","[(L2 L) (H2 L) (H1)]",1,0.9999999999949136,0.016129032257982477,0,1,2,0,0,0,0,4,0,6,4,1
"[L L H H L]","[(L2 L) (H2) (H1 L)]",1,0.9998255063861382,0.016126217844937715,0,1,2,0,0,0,0,3,0,5,5,1
"[L L H H H]","[(L2 L) (H2) (H2) (H1)]",1,0.9998255063721581,0.016126217844712225,0,3,1,0,0,0,0,4,0,9,6,1
"[L H L L L]","[L (H1 L) L L]",1,1.0,0.016129032258064516,0,0,1,3,0,1,1,1,2,1,2,0
"[L H L L H]","[L (H2 L) (L H1)]",1,0.9999999999999828,0.016129032258064238,0,1,1,1,0,1,0,3,0,4,2,1
"[L H L H L]","[L (H2 L) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,0,2,1,0,1,0,3,0,4,2,1
"[L H L H H]","[L (H2 L) (H2) (H1)]",1,0.9999999999981817,0.016129032258035192,0,2,1,1,0,1,0,4,0,8,3,1
"[L H H L L]","[(L H2) (H1 L) L]",1,0.9999999999999514,0.01612903225806373,0,1,1,1,0,0,1,2,1,2,4,0
"[L H H L H]","[(L H2) (H2 L) (H1)]",1,0.999999999994865,0.01612903225798169,0,2,1,0,0,0,0,4,0,6,4,1
"[L H H H L]","[(L H2) (H2) (H1 L)]",1,0.9999999999999509,0.016129032258063725,0,2,1,0,0,0,0,3,0,5,5,1
"[L H H H H]","[(L H2) (H2) (H2) (H1)]",1,0.9999999999859664,0.016129032257838165,0,4,0,0,0,0,0,4,0,9,6,1
"[H L L L L]","[(H2 L) (L1 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,2,1,2,4,0
"[H L L L H]","[(H2 L) (L2 L) (H1)]",1,0.9999999997838599,0.016129032254578384,0,1,2,0,0,0,0,4,0,6,4,1
"[H L L H L]","[(H2 L) L (H1 L)]",1,0.9848698402333642,0.015884997423118774,0,0,2,1,0,0,0,3,0,3,3,1
"[H L L H H]","[(H2 L) (L H2) (H1)]",1,0.999999999994865,0.01612903225798169,0,2,1,0,0,0,0,4,0,6,4,1
"[H L H L L]","[(H2 L) (H1 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,2,1,2,4,0
"[H L H L H]","[(H2 L) (H2 L) (H1)]",1,0.9999999999949136,0.016129032257982477,0,1,2,0,0,0,0,4,0,6,4,1
"[H L H H L]","[(H2 L) (H2) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,1,2,0,0,0,0,3,0,5,5,1
"[H L H H H]","[(H2 L) (H2) (H2) (H1)]",1,0.9999999999860149,0.016129032257838953,0,3,1,0,0,0,0,4,0,9,6,1
"[H H L L L]","[(H2) (H1 L) L L]",1,1.0,0.016129032258064516,0,1,1,2,0,0,1,1,2,1,6,0
"[H H L L H]","[(H2) (H2 L) (L H1)]",1,0.9999999999999828,0.016129032258064238,0,2,1,0,0,0,0,3,0,4,6,1
"[H H L H L]","[(H2) (H2 L) (H1 L)]",1,0.9999999999999998,0.016129032258064512,0,1,2,0,0,0,0,3,0,4,6,1
"[H H L H H]","[(H2) (H2 L) (H2) (H1)]",1,0.9999999999981819,0.01612903225803519,0,3,1,0,0,0,0,4,0,8,7,1
"[H H H L L]","[(H2) (H2) (H1 L) L]",1,0.9999715012894557,0.016128572601442834,0,2,1,1,0,0,1,2,1,3,8,0
"[H H H L H]","[(H2) (H2) (H2 L) (H1)]",1,0.9999715012843695,0.0161285726013608,0,3,1,0,0,0,0,4,0,7,8,1
"[H H H H L]","[(H2) (H2) (H2) (H1 L)]",1,0.999971482669331,0.016128572301118242,0,3,1,0,0,0,0,3,0,6,9,1
"[H H H H H]","[(H2) (H2) (H2) (H2) (H1)]",1,0.999971482655347,0.016128572300892693,0,5,0,0,0,0,0,4,0,10,10,1
"[L L L L L L]","[L (L2 L) (L1 L) L]",1,0.9993470407445652,0.016118500657170406,0,0,2,2,0,1,1,3,1,4,4,0
"[L L L L L L L]","[(L2 L) (L2 L) (L1 L) L]",1,0.9999999999800859,0.016129032257743318,0,0,3,1,0,0,1,4,1,6,9,0
