UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,0.060810390233620726,31.54278522726126,17.12842216941093,0.1211458929138575,53.226259522581515,8.506016696972502,0.0,22.02767821249594,5.718538008025278,15.798885058185533,0.0,
"[L L]","[(L L1)]",1,0.999999999666194,0.01612903225268055,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999996232062,0.016129032251987196,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999996232062,0.016129032251987196,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999999995746818,0.016129032251204545,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[(L L2) (L1)]",1,0.9999581066086297,0.016128356558203705,0,2,0,0,1,0,0,2,0,2,1,1
"[L L H]","[(L L2) (H1)]",1,0.9999628862392066,0.016128433649019468,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[(L H2) (L1)]",1,0.9999581066086297,0.016128356558203705,0,2,0,0,1,0,0,2,0,2,1,1
"[L H H]","[(L H2) (H1)]",1,0.9999628862392066,0.016128433649019464,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H L2) (L1)]",1,0.9999527114663215,0.01612826953977938,1,2,0,0,1,0,0,2,0,2,1,1
"[H L H]","[(H L2) (H1)]",1,0.9999581066086292,0.0161283565582037,1,2,0,0,0,0,0,2,0,2,1,1
"[H H L]","[(H H2) (L1)]",1,0.9999527114663215,0.01612826953977938,1,2,0,0,1,0,0,2,0,2,1,1
"[H H H]","[(H H2) (H1)]",1,0.9999581066086294,0.0161283565582037,1,2,0,0,0,0,0,2,0,2,1,1
"[L L L L]","[(L L2) (L L1)]",1,0.9999999998940049,0.016129032256354918,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.9999999998803599,0.016129032256134837,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H L1)]",1,0.9999999998940045,0.01612903225635491,1,2,0,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L L2) (H H1)]",1,0.9999999998803593,0.01612903225613483,1,2,0,0,0,0,0,2,0,2,2,1
