UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,0.3396676501730208,55.385254360200584,82.04331156994215,85.93599031376829,0.0,19.50020039029758,9.279392719279118,0.0,0.0,19.832427576447138,0.0,
"[L L]","[(L L1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,1.0,0.016129032258064516,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999999982645549,0.016129032230073465,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L L1)]",1,0.9999996208679915,0.016129026143032122,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L1) (H2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[L (H L1)]",1,0.9999996208679915,0.016129026143032122,1,1,0,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H1) (H2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999066809268399,0.016127527111723224,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H L1) (H2)]",1,0.999999988852526,0.016129032078266548,1,2,0,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H L2)]",1,0.9999066809268399,0.016127527111723224,1,2,0,0,0,0,0,0,2,1,2,1
"[H H H]","[(H H1) (H2)]",1,0.999999988852526,0.016129032078266548,1,2,0,0,0,0,0,0,1,2,1,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H L2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H H2)]",1,0.999999989554642,0.016129032089591,1,2,0,0,0,0,0,0,2,2,2,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999912899251,0.016129032117579437,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H L2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H H2)]",1,0.999999989554642,0.016129032089591,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L L]","[(H L1) (L L2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H L1) (L H2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H L1) (H L2)]",1,0.9999999912899251,0.016129032117579437,2,2,0,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H L1) (H H2)]",1,0.999999989554642,0.016129032089591,2,2,0,0,0,0,0,0,2,2,2,1
"[H H L L]","[(H H1) (L L2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[H H L H]","[(H H1) (L H2)]",1,0.9999999912899251,0.016129032117579437,1,2,0,0,0,0,0,0,2,2,2,1
"[H H H L]","[(H H1) (H L2)]",1,0.9999999912899251,0.016129032117579437,2,2,0,0,0,0,0,0,2,2,2,1
"[H H H H]","[(H H1) (H H2)]",1,0.999999989554642,0.016129032089591,2,2,0,0,0,0,0,0,2,2,2,1
"[L L L L L]","[L (L L1) (L L2)]",1,0.9999738778644095,0.016128610933296927,0,2,0,1,0,1,0,1,2,4,2,1
