UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,4.950651759142529,5.1491808670709185,34.65525409713953,52.88507303102022,48.42109325024683,1.6517070754810763,0.5563729772334777,24.238680149979448,0.0,10.309789705260089,0.492653419270845,1.4421345305720894,
"[L L]"
,[L L1],1
,,,3.0857605809191493e-62,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,0.016129032258062045,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,4.956256602272593e-62,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0
,,,2.407819931761315e-46,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,2.473338307918166e-15,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,1.6667820736447544e-51,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,5.298676306546309e-41,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,1.7508251772241595e-17,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,1.7044460700154607e-48,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,1.7819373350741854e-30,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.0161290322580645,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,3.298950758581325e-41,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],1
,,,3.0857605808528136e-62,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,0.016129032257715115,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],0
,,,3.4940109754325393e-13,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,3.6364561272518926e-23,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,7.485281375000191e-39,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,2.5172895217564657e-28,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,8.002293763951123e-18,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,2.691160055691403e-07,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],1
,,,3.2988957149528706e-41,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,0.016128763142056468,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,2.4732970397927583e-15,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,2.5741293424972697e-25,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,6.981766529528305e-72,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,7.114271369027966e-72,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,3.718574704505456e-12,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,6.821888672234163e-08,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,5.702321825856301e-25,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,2.2893429205079247e-56,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,2.067020078003482e-18,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,2.0626516099730124e-77,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,3.1106761798883994e-31,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,3.028274815140351e-62,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,3.169712764140908e-31,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,3.0857475287643263e-62,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,0.01612896403545674,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,2.076061832236629e-82,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,9.929807134158626e-47,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,2.4733278461880102e-15,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0
,,,5.041986154287886e-46,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,2.028521382990102e-18,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,2.024234278619381e-77,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0
,,,1.0184045300704023e-51,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,1.0461159922943174e-20,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0
,,,2.1154627830860223e-82,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,3.287959316639573e-33,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0
,,,2.3479581925711717e-61,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0
,,,3.028287624195864e-62,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0
,,,9.004758791400241e-73,"[(L2) (L2) (H1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L1 L2 H],0
