UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,1.2578057769178508,34.54453480095562,40.6458102703958,58.85627211279961,19.42560668753624,6.107148174105308,0.0,25.372838917360344,0.0,9.659484033617504,0.0014471099629010092,
"[L L]","[(L L1)]",1,0.9999999999999966,0.01612903225806446,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999999966,0.01612903225806446,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999999999966,0.01612903225806446,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999818584913919,0.016128739653086966,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L L1)]",1,0.999938847280457,0.016128045923878336,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L2) (H1)]",1,0.9999999999904308,0.016129032257910177,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[L (H L1)]",1,0.999938847280457,0.016128045923878336,1,1,0,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H2) (H1)]",1,0.9999999999904308,0.016129032257910177,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H2) (L L1)]",1,0.9999999999999966,0.01612903225806446,0,2,0,0,0,0,0,1,0,1,2,1
"[H L H]","[(H L2) (H1)]",1,0.9999361866217455,0.016128003010028154,1,2,0,0,0,0,0,2,0,2,1,1
"[H H L]","[(H2) (H L1)]",1,0.9999999999999966,0.01612903225806446,1,2,0,0,0,0,0,1,0,1,2,1
"[H H H]","[(H H2) (H1)]",1,0.9999361854641275,0.016128002991356895,1,2,0,0,0,0,0,2,0,2,1,1
"[L L L L]","[(L L2) (L L1)]",1,0.9999999999999931,0.016129032258064405,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.9999999999999931,0.016129032258064405,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H L1)]",1,0.9999999999999931,0.016129032258064405,1,2,0,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L L2) (H H1)]",1,0.9999818584913884,0.01612873965308691,1,2,0,0,0,0,0,2,0,2,2,1
"[L H L L]","[(L H2) (L L1)]",1,0.9999999999999929,0.016129032258064405,0,2,0,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L H2) (L H1)]",1,0.9999999999999929,0.016129032258064405,0,2,0,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L H2) (H L1)]",1,0.9999999999999931,0.016129032258064405,1,2,0,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H H1)]",1,0.9999818584913884,0.01612873965308691,1,2,0,0,0,0,0,2,0,2,2,1
"[H L L L]","[(H L2) (L L1)]",1,0.9999999999999931,0.016129032258064405,1,2,0,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H L2) (L H1)]",1,0.9999999988422272,0.016129032239390762,1,2,0,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H L2) (H L1)]",1,0.9999999999999931,0.016129032258064405,2,2,0,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H L2) (H H1)]",1,0.9999818573336648,0.016128739634413948,2,2,0,0,0,0,0,2,0,2,2,1
"[H H L L]","[(H H2) (L L1)]",1,0.9999999999999191,0.01612903225806321,1,2,0,0,0,0,0,2,0,2,2,1
"[H H L H]","[(H H2) (L H1)]",1,0.9999999988421537,0.016129032239389572,1,2,0,0,0,0,0,2,0,2,2,1
"[H H H L]","[(H H2) (H L1)]",1,0.9999999999999191,0.01612903225806321,2,2,0,0,0,0,0,2,0,2,2,1
"[H H H H]","[(H H2) (H H1)]",1,0.9999818573335908,0.016128739634412755,2,2,0,0,0,0,0,2,0,2,2,1
"[L L L L L]","[(L L2) L (L L1)]",1,0.9999426409549735,0.016128107112176993,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L L H]","[(L L2) (L L2) (H1)]",1,0.9999999999903045,0.016129032257908137,0,3,0,0,0,0,0,4,0,6,4,1
"[L L L H L]","[(L L2) L (H L1)]",1,0.9999426409549735,0.016128107112176993,1,2,0,1,0,0,0,3,0,3,3,1
"[L L L H H]","[(L L2) (L H2) (H1)]",1,0.9999999999903045,0.016129032257908137,0,3,0,0,0,0,0,4,0,6,4,1
"[L L H L L]","[(L L2) (H2) (L L1)]",1,0.9999999980762232,0.016129032227035857,0,3,0,0,0,0,0,3,0,5,5,1
"[L L H L H]","[(L L2) (H L2) (H1)]",1,0.9999361866216193,0.016128003010026114,1,3,0,0,0,0,0,4,0,6,4,1
"[L L H H L]","[(L L2) (H2) (H L1)]",1,0.9999999980762232,0.016129032227035857,1,3,0,0,0,0,0,3,0,5,5,1
"[L L H H H]","[(L L2) (H H2) (H1)]",1,0.9999361854640012,0.01612800299135486,1,3,0,0,0,0,0,4,0,6,4,1
"[L H L L L]","[(L H2) L (L L1)]",1,0.9999426409549735,0.016128107112176993,0,2,0,1,0,0,0,3,0,3,3,1
"[L H L L H]","[(L H2) (L L2) (H1)]",1,0.9999999999903045,0.016129032257908137,0,3,0,0,0,0,0,4,0,6,4,1
"[L H L H L]","[(L H2) L (H L1)]",1,0.9999426409549735,0.016128107112176993,1,2,0,1,0,0,0,3,0,3,3,1
"[L H L H H]","[(L H2) (L H2) (H1)]",1,0.9999999999903045,0.016129032257908137,0,3,0,0,0,0,0,4,0,6,4,1
"[L H H L L]","[(L H2) (H2) (L L1)]",1,0.9999999980762232,0.016129032227035857,0,3,0,0,0,0,0,3,0,5,5,1
"[L H H L H]","[(L H2) (H L2) (H1)]",1,0.9999361866216193,0.016128003010026117,1,3,0,0,0,0,0,4,0,6,4,1
"[L H H H L]","[(L H2) (H2) (H L1)]",1,0.9999999980762232,0.016129032227035857,1,3,0,0,0,0,0,3,0,5,5,1
"[L H H H H]","[(L H2) (H H2) (H1)]",1,0.9999361854640012,0.016128002991354858,1,3,0,0,0,0,0,4,0,6,4,1
"[H L L L L]","[(H2) (L L2) (L L1)]",1,0.9999698560155713,0.016128546064767282,0,3,0,0,0,0,0,3,0,4,6,1
"[H L L L H]","[(H L2) (L L2) (H1)]",1,0.9999999959176387,0.01612903219221998,1,3,0,0,0,0,0,4,0,6,4,1
"[H L L H L]","[(H2) (L L2) (H L1)]",1,0.9999698560155715,0.016128546064767282,1,3,0,0,0,0,0,3,0,4,6,1
"[H L L H H]","[(H L2) (L H2) (H1)]",1,0.999999995917565,0.016129032192218784,1,3,0,0,0,0,0,4,0,6,4,1
"[H L H L L]","[(H L2) (H2) (L L1)]",1,0.9999361847077822,0.016128002979157775,1,3,0,0,0,0,0,3,0,5,5,1
"[H L H L H]","[(H L2) (H L2) (H1)]",1,0.9999361825494733,0.01612800294434634,2,3,0,0,0,0,0,4,0,6,4,1
"[H L H H L]","[(H L2) (H2) (H L1)]",1,0.999936184707782,0.016128002979157775,2,3,0,0,0,0,0,3,0,5,5,1
"[H L H H H]","[(H L2) (H H2) (H1)]",1,0.9999361813917814,0.01612800292567389,2,3,0,0,0,0,0,4,0,6,4,1
"[H H L L L]","[(H2) (H L2) (L L1)]",1,0.9999698560155715,0.016128546064767282,1,3,0,0,0,0,0,3,0,4,6,1
"[H H L L H]","[(H H2) (L L2) (H1)]",1,0.9999999959176387,0.01612903219221998,1,3,0,0,0,0,0,4,0,6,4,1
"[H H L H L]","[(H2) (H L2) (H L1)]",1,0.9999698560155715,0.016128546064767282,2,3,0,0,0,0,0,3,0,4,6,1
"[H H L H H]","[(H H2) (L H2) (H1)]",1,0.999999995917565,0.016129032192218788,1,3,0,0,0,0,0,4,0,6,4,1
"[H H H L L]","[(H H2) (H2) (L L1)]",1,0.999936184707782,0.016128002979157775,1,3,0,0,0,0,0,3,0,5,5,1
"[H H H L H]","[(H H2) (H L2) (H1)]",1,0.9999361825494733,0.01612800294434634,2,3,0,0,0,0,0,4,0,6,4,1
"[H H H H L]","[(H H2) (H2) (H L1)]",1,0.999936184707782,0.016128002979157775,2,3,0,0,0,0,0,3,0,5,5,1
"[H H H H H]","[(H H2) (H H2) (H1)]",1,0.9999361813917814,0.016128002925673894,2,3,0,0,0,0,0,4,0,6,4,1
"[L L L L L L]","[(L L2) (L L2) (L L1)]",1,0.9999999999999895,0.01612903225806435,0,3,0,0,0,0,0,4,0,6,6,1
"[L L L L L L L]","[(L L2) L (L L2) (L L1)]",1,0.9998788349066117,0.016127077982364704,0,3,0,1,0,0,0,5,0,8,7,1
