UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,68.03701439279776,0.0,38.14006214298927,25.102810707125247,67.811940648078,2.348838575141438,0.0,45.17847315898127,1.9086643203757765,0.0,8.19662136811671,68.63628787115458,
"[L L]","[(L L1)]",1,0.9999999999999989,0.0161290322580645,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,1.0,0.016129032258064516,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H1) (H2)]",1,0.9999999999771835,0.016129032257696505,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L L1) L]",1,1.0,0.016129032258064516,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) (H2)]",1,0.9999999999771835,0.016129032257696505,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,1.0,0.016129032258064516,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999999999771835,0.016129032257696505,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) L L]",1,0.9494041760076586,0.015312970580768687,0,1,0,2,0,0,1,0,2,0,2,0
"[H L H]","[(H1) (L H2)]",1,0.9999999999868011,0.01612903225785163,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,2,1,3,0
"[H H H]","[(H1) (H2) (H2)]",1,0.9999999999771835,0.016129032257696508,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) L L]",1,0.9999999900993602,0.01612903209837678,0,1,0,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L L1) (L H2)]",1,0.999999999987469,0.0161290322578624,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,2,2,3,0
"[L L H H]","[(L L1) (H2) (H2)]",1,0.9999999999771835,0.016129032257696508,0,3,0,0,0,0,0,0,2,5,3,1
"[L H L L]","[(L H1) L L]",1,0.9999999900993604,0.01612903209837678,0,1,0,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L H1) (L H2)]",1,0.999999999987469,0.0161290322578624,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,2,2,3,0
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999999999771835,0.016129032257696508,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1) (L L2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,3,1,4,0
"[H L L H]","[(H1) (L L2) (H2)]",1,0.9999999520828539,0.01612903148520732,0,3,0,0,0,0,0,0,3,4,4,1
"[H L H L]","[(H1) (L H2) L]",1,0.9999999999868011,0.01612903225785163,0,2,0,1,0,0,1,0,3,1,4,0
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999999999639846,0.01612903225748362,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) L L]",1,0.9921598698219816,0.016002578545515834,0,2,0,2,0,0,1,0,3,1,5,0
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999999999873701,0.016129032257860807,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2) L]",1,1.0,0.016129032258064516,0,3,0,1,0,0,1,0,3,3,6,0
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999999999771835,0.016129032257696505,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) (L L2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999999545061067,0.016129031524292042,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.999999999987469,0.016129032257862403,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999999999646525,0.016129032257494395,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) L L]",1,0.9921598698219816,0.016002578545515834,0,2,0,2,0,0,1,0,3,2,5,0
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.9999999999873701,0.016129032257860807,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H2) L]",1,1.0,0.016129032258064516,0,3,0,1,0,0,1,0,3,5,6,0
"[L L H H H]","[(L L1) (H2) (H2) (H2)]",1,0.9999999999771835,0.016129032257696505,0,4,0,0,0,0,0,0,3,9,6,1
"[L H L L L]","[(L H1) (L L2) L]",1,1.0,0.016129032258064516,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999999545061067,0.016129031524292042,0,3,0,0,0,0,0,0,3,6,4,1
"[L H L H L]","[(L H1) (L H2) L]",1,0.999999999987469,0.016129032257862403,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L H H]","[(L H1) (L H2) (H2)]",1,0.9999999999646525,0.016129032257494395,0,3,0,0,0,0,0,0,3,6,4,1
"[L H H L L]","[(L H1) (H2) L L]",1,0.9921598698219816,0.016002578545515834,0,2,0,2,0,0,1,0,3,2,5,0
"[L H H L H]","[(L H1) (H2) (L H2)]",1,0.9999999999873701,0.016129032257860807,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H H L]","[(L H1) (H2) (H2) L]",1,1.0,0.016129032258064516,0,3,0,1,0,0,1,0,3,5,6,0
"[L H H H H]","[(L H1) (H2) (H2) (H2)]",1,0.9999999999771835,0.016129032257696505,0,4,0,0,0,0,0,0,3,9,6,1
"[H L L L L]","[(H1) L (L L2) L]",1,0.9491558480386342,0.01530896529094571,0,2,0,2,0,0,1,0,4,2,5,0
"[H L L L H]","[(H1) (L L2) (L H2)]",1,0.9999999520931371,0.01612903148537318,0,3,0,0,0,0,0,0,4,4,6,1
