UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.3620129664107559,27.85351715168035,0.24190588125943946,7.243412144077157,2.22649679790544,0.03262745177086495,0.0,0.0,20.98943563105607,10.871120671130786,0.734849188979167,36.88720873782141,
"[L L]"
,[L L1],0
,,,2.3327653707204562e-23,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,1.644515227318316e-14,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.3966573930637024e-33,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1
,,,4.880708706012055e-12,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,0.01612903225316736,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,1.0702711325946734e-42,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,1.858940081705713e-32,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1
,,,0.01612903225316019,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,4.88070870600985e-12,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,1.4245225182308478e-41,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0
,,,2.3618816544403346e-14,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,3.104892488582956e-22,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,1.6242423311517802e-23,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,1.145032106511919e-14,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,0.016129032212821862,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,4.523120529952558e-11,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
