UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,82.65551967846181,0.0,28.382913289333498,29.92473855816909,92.22694546176118,0.0,0.0,1.2448658346560721,17.443415474991625,0.0,6.465557954493158,104.64051122430531,
"[L L]"
,[L L1],1
,,,4.141594953169898e-56,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,0.016129032258056914,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,5.645557201242927e-86,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0
,,,1.6560268170878937e-20,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,7.604412877273624e-15,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,5.209140705483563e-93,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,6.387932360495058e-46,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,9.643386945940797e-51,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,2.100057906871475e-56,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,5.8941283024471945e-53,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016129032258064047,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,4.686203235987477e-16,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,4.5208383240828886e-114,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,1.7605958087905399e-60,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,6.545655386199581e-37,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,0.016129032258064516,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,5.498544665702803e-68,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,5.073492627570224e-75,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],1
,,,0.016129030769312862,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,1.4882214053544082e-09,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,1.3261098138756268e-48,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,4.564221159142264e-35,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,2.1519097737540275e-47,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,5.302482350430334e-13,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,2.7634358865556993e-161,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,1.3027657905999693e-128,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,5.073492627567832e-75,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,2.0978373107972104e-85,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,2.3920178255305297e-87,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,1.87055068378124e-138,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,4.0337461875737636e-38,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,1.0357808568755503e-91,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,4.03412167752022e-83,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,8.78518011736924e-89,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,1.9018048300521607e-50,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,4.141594953169781e-56,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,0.01612903225805691,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,2.9949537268390074e-154,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,5.946627803320897e-66,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,7.604412877273624e-15,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0
,,,7.465635335333896e-81,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,8.556410563148877e-71,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,2.1971055819473984e-124,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0
,,,8.106062470559864e-96,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,9.890749057608655e-98,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0
,,,1.4119101799096876e-121,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,1.583468376767827e-68,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0
,,,2.5498149873463853e-168,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0
,,,2.81480406651988e-95,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0
