UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,4.950651759142529,5.1491808670709185,34.65525409713953,52.88507303102022,48.42109325024683,1.6517070754810763,0.5563729772334777,24.238680149979448,0.0,10.309789705260089,0.492653419270845,1.4421345305720894,
"[L L]","[(L L1)]",1,0.9999999999998467,0.016129032258062045,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999999989,0.0161290322580645,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999999783371,0.016129032257715115,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999833148075008,0.016128763142056468,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[(L L1) L]",1,0.999995770198318,0.01612896403545674,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) (H2)]",1,0.9999999999998178,0.016129032258061577,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9999999698290598,0.01612903177143645,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999999999999701,0.016129032258064037,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.999999999970111,0.016129032257582436,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.9999996141091843,0.016129026034019105,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H L2)]",1,0.9999999999486013,0.016129032257235505,1,2,0,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H H2)]",1,0.9999454929251748,0.016128153111696367,1,2,0,0,0,0,0,0,2,1,2,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999999996932,0.01612903225805957,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999999998456,0.016129032258062025,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H L2)]",1,0.9999999999781838,0.01612903225771264,1,2,0,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H H2)]",1,0.9999999999996747,0.01612903225805927,1,2,0,0,0,0,0,0,2,2,2,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999999998456,0.016129032258062025,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999999999979,0.01612903225806448,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H L2)]",1,0.9999999999783361,0.016129032257715097,1,2,0,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H H2)]",1,0.999999999999827,0.016129032258061726,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L L]","[(H L1) (L L2)]",1,0.9999999999781838,0.01612903225771264,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H L1) (L H2)]",1,0.9999999996387913,0.01612903225223857,1,2,0,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H L1) (H L2)]",1,0.9999999999566684,0.016129032257365616,2,2,0,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H L1) (H H2)]",1,0.9999999520116969,0.016129031484059628,2,2,0,0,0,0,0,0,2,2,2,1
"[H H L L]","[(H H1) (L L2)]",1,0.9999937709408186,0.016128931789368046,1,2,0,0,0,0,0,0,2,2,2,1
"[H H L H]","[(H H1) (L H2)]",1,0.9999937709385673,0.016128931789331735,1,2,0,0,0,0,0,0,2,2,2,1
"[H H H L]","[(H H1) (H L2)]",1,0.9999937709193094,0.016128931789021115,2,2,0,0,0,0,0,0,2,2,2,1
"[H H H H]","[(H H1) (H H2)]",1,0.9999937706012596,0.016128931783891284,2,2,0,0,0,0,0,0,2,2,2,1
"[L L L L L]","[(L L1) (L L2) L]",1,0.9999775207180728,0.016128669689001174,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999740276718622,0.016128613349546166,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.9999998408700954,0.01612902969145315,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999741093058808,0.016128614666223888,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.999999998588369,0.016129032235296274,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.9999996141287445,0.016129026034334592,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H L2)]",1,0.9999998006091156,0.016129029042082507,1,3,0,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L L1) (H2) (H H2)]",1,0.9999454920992393,0.01612815309837483,1,3,0,0,0,0,0,0,3,5,5,1
"[L H L L L]","[(L H1) (L L2) L]",1,0.9999775208036827,0.016128669690381982,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999740276723271,0.01612861334955366,0,3,0,0,0,0,0,0,3,6,4,1
"[L H L H L]","[(L H1) (L H2) L]",1,0.9999998408708526,0.016129029691465364,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L H H]","[(L H1) (L H2) (H2)]",1,0.9999741093060354,0.016128614666226376,0,3,0,0,0,0,0,0,3,6,4,1
"[L H H L L]","[(L H1) (H2) (L L2)]",1,0.9999999985885213,0.01612903223529873,0,3,0,0,0,0,0,0,3,5,5,1
