UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,229.79918426966654,94.75557803685825,20.317408776118043,0.7880904227732382,55.084724476671035,4.35659821682048,37.24794090692955,61.81161075593879,1.0493553334020032,0.0,11.981450100665427,6.885342805078381,
"[L L]","[(L1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,1.0,0.016129032258064516,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L1 L) L]",1,0.9999999998714632,0.01612903225599134,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) (H2)]",1,0.9999999999999974,0.016129032258064474,0,1,1,0,0,0,0,0,1,2,1,1
"[L H L]","[L (H1 L)]",1,1.0,0.016129032258064516,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H1) (H2)]",1,1.0,0.016129032258064516,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) (H2)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H2 L)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999999999999996,0.01612903225806451,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L1 L) (L2 L)]",1,0.999991027795456,0.016128887545088,0,0,2,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L1 L) (L H2)]",1,0.6874211603285818,0.011087438069815835,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L1 L) (H2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L1 L) (H2) (H2)]",1,0.9999999995947978,0.016129032251528997,0,2,1,0,0,0,0,0,2,5,3,1
"[L H L L]","[L (H1 L) L]",1,0.9999374440459188,0.016128023291063207,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) (H2)]",1,0.9999999982042934,0.016129032229101503,0,1,1,1,0,1,0,1,1,4,1,1
"[L H H L]","[(L H1) (H2 L)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,1.0,0.016129032258064516,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L2 L)]",1,0.999991027795456,0.016128887545088,0,0,2,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1 L) (L H2)]",1,0.6874211603285818,0.011087438069815835,0,1,1,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H1 L) (H2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1 L) (H2) (H2)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,2,5,3,1
"[H H L L]","[(H1) (H2 L) L]",1,1.0,0.016129032258064516,0,1,1,1,0,0,1,0,3,1,4,0
"[H H L H]","[(H1) (H2 L) (H2)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,3,4,4,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9999999999443384,0.01612903225716675,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999999999443384,0.016129032257166748,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L1 L) L (L2 L)]",1,0.999991027795456,0.016128887545087997,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L1 L) L (L H2)]",1,0.6874211603285659,0.011087438069815582,0,1,1,1,0,0,0,0,3,3,3,1
"[L L L H L]","[(L1 L) L (H2 L)]",1,1.0,0.016129032258064516,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L1 L) (L H2) (H2)]",1,0.6874211603285758,0.011087438069815738,0,2,1,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L1 L) (H2 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,0,3,2,4,0
"[L L H L H]","[(L1 L) (H2 L) (H2)]",1,1.0,0.01612903225806452,0,1,2,0,0,0,0,0,3,6,4,1
"[L L H H L]","[(L1 L) (H2) (H2 L)]",1,0.9999352676653436,0.016127988188150703,0,1,2,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L1 L) (H2) (H2) (H2)]",1,0.9999352676653434,0.016127988188150703,0,3,1,0,0,0,0,0,3,9,6,1
