UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,26.87410291764256,0.0,11.26502257991818,4.926513446439122,12.000874619678406,5.104356790030758,12.540622795882518,0.0,0.0,6.904287228336505,0.0,
"[L L]","[(L1 L)]",1,0.9999999999978683,0.016129032258030133,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999999999978683,0.016129032258030133,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999999978683,0.016129032258030133,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9999999999978683,0.016129032258030133,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999961948573847,0.016128970884796527,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.999968987864599,0.01612853206233224,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999961948573847,0.016128970884796527,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.999968987864599,0.01612853206233224,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999961675550332,0.01612897044443602,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999689605637332,0.016128531621995693,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.999996167555033,0.016128970444436015,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.999968960563733,0.01612853162199569,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L1 L) (L2 L)]",1,0.9999999999819359,0.016129032257773155,0,0,2,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L1 L) (L2 H)]",1,0.9999999999819357,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L1 L) (H2 L)]",1,0.9999999999819359,0.016129032257773155,0,0,2,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L1 L) (H2 H)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[L H L L]","[(L1 H) (L2 L)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L1 H) (L2 H)]",1,0.9999999999819359,0.016129032257773155,2,0,2,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L1 H) (H2 L)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L1 H) (H2 H)]",1,0.9999999999819359,0.016129032257773155,2,0,2,0,0,0,0,0,2,2,2,1
"[H L L L]","[(H1 L) (L2 L)]",1,0.9999999999819359,0.016129032257773155,0,0,2,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1 L) (L2 H)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H1 L) (H2 L)]",1,0.9999999999819359,0.016129032257773155,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1 L) (H2 H)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[H H L L]","[(H1 H) (L2 L)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[H H L H]","[(H1 H) (L2 H)]",1,0.9999999999819359,0.016129032257773155,2,0,2,0,0,0,0,0,2,2,2,1
"[H H H L]","[(H1 H) (H2 L)]",1,0.9999999999819359,0.016129032257773155,1,0,2,0,0,0,0,0,2,2,2,1
"[H H H H]","[(H1 H) (H2 H)]",1,0.9999999999819359,0.016129032257773155,2,0,2,0,0,0,0,0,2,2,2,1
"[L L L L L]","[(L1 L) L (L2 L)]",1,0.9999938868097823,0.016128933658222294,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L1 L) L (L2 H)]",1,0.9999938866440515,0.01612893365554922,1,0,2,1,0,0,0,0,3,3,3,1
"[L L L H L]","[(L1 L) L (H2 L)]",1,0.9999938868097823,0.016128933658222294,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L1 L) L (H2 H)]",1,0.9999938866440518,0.01612893365554922,1,0,2,1,0,0,0,0,3,3,3,1
