UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,43.32268793790084,0.0,27.32138940914422,22.229150192767207,55.67030587579397,0.6068508708762252,23.21784965904446,16.43436150945827,0.0,0.0,6.416856112720798,1.0491740751184562,
"[L L]","[(L L1)]",1,0.9999999999986371,0.016129032258042533,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999998875482121,0.016129030444326002,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999999271134404,0.016129031082474845,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[L (L L1)]",1,0.9999903090309106,0.01612887595211146,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L1) (H2)]",1,0.9999999999986263,0.016129032258042363,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9999871413719382,0.01612882486083771,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999999999999947,0.01612903225806443,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999999271120775,0.01612903108245286,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.9999999260574071,0.01612903106544205,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2 L)]",1,0.9999998146616608,0.016129029268736467,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999999271133776,0.016129031082473832,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999999972689,0.016129032258020464,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999997768052,0.016129032254464604,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H2 L)]",1,0.9999998875468439,0.016129030444303936,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H2) (H2)]",1,0.9999999999953303,0.016129032257989197,0,3,0,0,0,0,0,0,2,5,3,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999999986318,0.016129032258042447,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999997781736,0.01612903225448667,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2 L)]",1,0.9999998875482068,0.01612903044432592,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999999999999947,0.01612903225806443,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L L2)]",1,0.7899487420839778,0.012741108743289964,0,1,1,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1) (L L2) (H2)]",1,0.999999280740148,0.01612902065709916,0,3,0,0,0,0,0,0,3,4,4,1
"[H L H L]","[(H1 L) (H2 L)]",1,0.7457014738720091,0.012027443126967892,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999999260574073,0.016129031065442053,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) (L L2)]",1,0.9999999270769475,0.01612903108188625,0,3,0,0,0,0,0,0,3,3,5,1
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999999260222772,0.01612903106487544,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9999998146265308,0.016129029268169847,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.999999927078253,0.016129031081907306,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) L (L L2)]",1,0.9999756841086385,0.016128640066268365,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999998642226989,0.016129030068108046,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) L (H2 L)]",1,0.7797213187462745,0.012576150302359266,0,1,1,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999999997768052,0.016129032254464604,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.9999999979765131,0.01612903222542763,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.9999999969218426,0.016129032208416817,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H2 L)]",1,0.9999998855260883,0.016129030411711102,0,2,1,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L L1) (H2) (H2) (H2)]",1,0.9999999979778186,0.016129032225448686,0,4,0,0,0,0,0,0,3,9,6,1
"[L H L L L]","[(L H1) L (L L2)]",1,0.9999999999982521,0.016129032258036323,0,2,0,1,0,0,0,0,3,3,3,1
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999998642273632,0.016129030068183278,0,3,0,0,0,0,0,0,3,6,4,1
"[L H L H L]","[(L H1) L (H2 L)]",1,0.7797361026059225,0.012576388751708426,0,1,1,1,0,0,0,0,3,3,3,1
"[L H L H H]","[(L H1) (L H2) (H2)]",1,0.9999999997781736,0.016129032254486673,0,3,0,0,0,0,0,0,3,6,4,1
"[L H H L L]","[(L H1) (H2) (L L2)]",1,0.9999999999986318,0.01612903225804245,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H L H]","[(L H1) (H2) (L H2)]",1,0.9999999989439613,0.016129032241031637,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H H L]","[(L H1) (H2) (H2 L)]",1,0.9999998875482068,0.016129030444325915,0,2,1,0,0,0,0,0,3,5,5,1
"[L H H H H]","[(L H1) (H2) (H2) (H2)]",1,0.9999999999999372,0.016129032258063503,0,4,0,0,0,0,0,0,3,9,6,1
"[H L L L L]","[(H1) (L L2) (L L2)]",1,0.9999999271106268,0.016129031082429465,0,3,0,0,0,0,0,0,4,4,6,1
"[H L L L H]","[(H1) (L L2) (L H2)]",1,0.9999992805182396,0.016129020653519996,0,3,0,0,0,0,0,0,4,4,6,1
"[H L L H L]","[(H1) (L L2) (H2 L)]",1,0.9999998146601853,0.016129029268712666,0,2,1,0,0,0,0,0,4,4,6,1
"[H L L H H]","[(H1) (L L2) (H2) (H2)]",1,0.999604454708064,0.016122652495291358,0,4,0,0,0,0,0,0,4,8,7,1
"[H L H L L]","[(H1) (L H2) (L L2)]",1,0.9999999260560444,0.01612903106542007,0,3,0,0,0,0,0,0,4,4,6,1
"[H L H L H]","[(H1) (L H2) (L H2)]",1,0.9999999258355861,0.016129031061864293,0,3,0,0,0,0,0,0,4,4,6,1
"[H L H H L]","[(H1) (L H2) (H2 L)]",1,0.9999998136056276,0.01612902925170367,0,2,1,0,0,0,0,0,4,4,6,1
"[H L H H H]","[(H1) (L H2) (H2) (H2)]",1,0.9999999260574068,0.01612903106544205,0,4,0,0,0,0,0,0,4,8,7,1
"[H H L L L]","[(H1) (H2 L) (L L2)]",1,0.7899486809400291,0.012741107757097244,0,2,1,0,0,0,0,0,4,4,6,1
"[H H L L H]","[(H1) (H2) (L L2) (H2)]",1,0.9999992592412114,0.016129020310342117,0,4,0,0,0,0,0,0,4,7,8,1
"[H H L H L]","[(H1) (H2 L) (H2 L)]",1,0.7457014184879281,0.01202744223367626,0,1,2,0,0,0,0,0,4,4,6,1
