UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,1743.6295425573708,0.0,1216.4583211863571,642.7943382390691,0.0,0.0,0.0,1790.60298006487,0.0,531.566112661259,260.7989448829545,
"[L L]","[(L1 L)]",0,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",0,1.0,0.016129032258064516,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,1.0,0.016129032258064516,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L1 L)]",1,1.0,0.016129032258064516,0,0,1,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L1 H)]",1,1.0,0.016129032258064516,1,0,1,1,0,1,0,1,0,1,0,1
"[L H L]","[L (H1 L)]",1,1.0,0.016129032258064516,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[L (H1 H)]",1,1.0,0.016129032258064516,1,0,1,1,0,1,0,1,0,1,0,1
"[H L L]","[H (L1 L)]",1,1.0,0.016129032258064516,1,0,1,1,0,1,0,1,0,1,0,1
"[H L H]","[H (L1 H)]",1,1.0,0.016129032258064516,2,0,1,1,0,1,0,1,0,1,0,1
"[H H L]","[H (H1 L)]",1,1.0,0.016129032258064516,1,0,1,1,0,1,0,1,0,1,0,1
"[H H H]","[H (H1 H)]",1,1.0,0.016129032258064516,2,0,1,1,0,1,0,1,0,1,0,1
"[L L L L]","[(L2 L) (L1 L)]",0,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L2 L) (L1 H)]",0,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",0,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H1 H)]",0,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[L H L L]","[(L2 H) (L1 L)]",0,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L2 H) (L1 H)]",0,1.0,0.016129032258064516,2,0,2,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L2 H) (H1 L)]",0,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L2 H) (H1 H)]",0,1.0,0.016129032258064516,2,0,2,0,0,0,0,2,0,2,2,1
"[H L L L]","[(H2 L) (L1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H2 L) (L1 H)]",1,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H2 L) (H1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H2 L) (H1 H)]",1,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[H H L L]","[(H2 H) (L1 L)]",1,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[H H L H]","[(H2 H) (L1 H)]",1,1.0,0.016129032258064516,2,0,2,0,0,0,0,2,0,2,2,1
"[H H H L]","[(H2 H) (H1 L)]",1,1.0,0.016129032258064516,1,0,2,0,0,0,0,2,0,2,2,1
"[H H H H]","[(H2 H) (H1 H)]",1,1.0,0.016129032258064516,2,0,2,0,0,0,0,2,0,2,2,1
"[L L L L L]","[L (L2 L) (L1 L)]",1,1.0,0.016129032258064516,0,0,2,1,0,1,0,3,0,4,2,1
"[L L L L H]","[L (L2 L) (L1 H)]",1,1.0,0.016129032258064516,1,0,2,1,0,1,0,3,0,4,2,1
"[L L L H L]","[L (L2 L) (H1 L)]",1,1.0,0.016129032258064516,0,0,2,1,0,1,0,3,0,4,2,1
"[L L L H H]","[L (L2 L) (H1 H)]",1,1.0,0.016129032258064516,1,0,2,1,0,1,0,3,0,4,2,1
"[L L H L L]","[L (L2 H) (L1 L)]",1,1.0,0.016129032258064516,1,0,2,1,0,1,0,3,0,4,2,1
"[L L H L H]","[L (L2 H) (L1 H)]",1,1.0,0.016129032258064516,2,0,2,1,0,1,0,3,0,4,2,1
"[L L H H L]","[L (L2 H) (H1 L)]",1,1.0,0.016129032258064516,1,0,2,1,0,1,0,3,0,4,2,1
"[L L H H H]","[L (L2 H) (H1 H)]",1,1.0,0.016129032258064516,2,0,2,1,0,1,0,3,0,4,2,1
"[L H L L L]","[L (H2 L) (L1 L)]",1,1.0,0.016129032258064516,0,0,2,1,0,1,0,3,0,4,2,1
"[L H L L H]","[L (H2 L) (L1 H)]",1,1.0,0.016129032258064516,1,0,2,1,0,1,0,3,0,4,2,1
"[L H L H L]","[L (H2 L) (H1 L)]",1,1.0,0.016129032258064516,0,0,2,1,0,1,0,3,0,4,2,1
