UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.14738011002650428,1.254551011465991,25.079506071462074,39.54094168925693,47.2894054056064,3.9321163355216697,0.9905857070853382,18.915650507598155,0.7603157885070955,0.0,9.550512369516726,1.0089971933298467,
"[L L]","[(L L1)]",1,0.9999999999550268,0.01612903225733914,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999611897,0.01612903225743854,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999999478852,0.016129032257223955,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999890042964977,0.016128854908008028,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[(L L1) L]",1,0.9998756916780068,0.016127027285129145,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) (H2)]",1,0.9999999999550268,0.01612903225733914,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9998761752953497,0.016127035085408862,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999999999611897,0.016129032257438544,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999999720649987,0.01612903180749998,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H L1) (H2)]",1,0.9999614473308519,0.016128410440820192,1,2,0,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H L2)]",1,0.9999999720577585,0.016129031807383197,1,2,0,0,0,0,0,0,2,1,2,1
"[H H H]","[(H H1) (H2)]",1,0.9999667294032122,0.01612849563553568,1,2,0,0,0,0,0,0,1,2,1,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999999100533,0.016129032256613766,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999999162164,0.016129032256713166,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H L2)]",1,0.999999999902912,0.016129032256498584,1,2,0,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H H2)]",1,0.9999764810238241,0.0161286529197391,1,2,0,0,0,0,0,0,2,2,2,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999999162164,0.016129032256713166,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999999223793,0.016129032256812566,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H L2)]",1,0.9999999999090748,0.016129032256597984,1,2,0,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H H2)]",1,0.9999764810299868,0.0161286529198385,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L L]","[(H L1) (L L2)]",1,0.999999999902912,0.01612903225649858,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H L1) (L H2)]",1,0.9999999991265625,0.016129032243976816,1,2,0,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H L1) (H L2)]",1,0.9999999998957703,0.016129032256383395,2,2,0,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H L1) (H H2)]",1,0.9999764801099545,0.01612865290499927,2,2,0,0,0,0,0,0,2,2,2,1
"[H H L L]","[(H H1) (L L2)]",1,0.9999999999099977,0.016129032256612868,1,2,0,0,0,0,0,0,2,2,2,1
"[H H L H]","[(H H1) (L H2)]",1,0.9999999992408792,0.016129032245820633,1,2,0,0,0,0,0,0,2,2,2,1
"[H H H L]","[(H H1) (H L2)]",1,0.9999999999028562,0.016129032256497682,2,2,0,0,0,0,0,0,2,2,2,1
"[H H H H]","[(H H1) (H H2)]",1,0.9999764802412929,0.01612865290711763,2,2,0,0,0,0,0,0,2,2,2,1
"[L L L L L]","[(L L1) L (L L2)]",1,0.999923918258552,0.016127805133202455,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999999999097221,0.016129032256608423,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) L (H L2)]",1,0.9999124081911029,0.016127619486953272,1,2,0,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999999999159307,0.01612903225670856,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.9999999958928081,0.016129032191819485,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H L2) (H2)]",1,0.9999175413448655,0.016127702279755896,1,3,0,0,0,0,0,0,3,6,4,1
"[L L H H L]","[(L L1) (H2) (H L2)]",1,0.9999999958856204,0.016129032191703557,1,3,0,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L L1) (H H2) (H2)]",1,0.9999288385092687,0.016127884492084982,1,3,0,0,0,0,0,0,3,6,4,1
"[L H L L L]","[(L H1) L (L L2)]",1,0.999924410349016,0.01612781307014542,0,2,0,1,0,0,0,0,3,3,3,1
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999999999158851,0.016129032256707827,0,3,0,0,0,0,0,0,3,6,4,1
"[L H L H L]","[(L H1) L (H L2)]",1,0.9999129002702379,0.016127627423713514,1,2,0,1,0,0,0,0,3,3,3,1
"[L H L H H]","[(L H1) (L H2) (H2)]",1,0.9999999999220932,0.01612903225680796,0,3,0,0,0,0,0,0,3,6,4,1
"[L H H L L]","[(L H1) (H2) (L L2)]",1,0.9999999958989733,0.016129032191918927,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H L H]","[(L H1) (H L2) (H2)]",1,0.9999175413510277,0.016127702279855292,1,3,0,0,0,0,0,0,3,6,4,1
"[L H H H L]","[(L H1) (H2) (H L2)]",1,0.9999999958917857,0.016129032191802995,1,3,0,0,0,0,0,0,3,5,5,1
"[L H H H H]","[(L H1) (H H2) (H2)]",1,0.9999288385154311,0.016127884492184375,1,3,0,0,0,0,0,0,3,6,4,1
"[H L L L L]","[(H1) (L L2) (L L2)]",1,0.9998792430695097,0.016127084565637256,0,3,0,0,0,0,0,0,4,4,6,1
"[H L L L H]","[(H L1) (L L2) (H2)]",1,0.9999999971588859,0.0161290322122401,1,3,0,0,0,0,0,0,3,6,4,1
"[H L L H L]","[(H1) (L L2) (H L2)]",1,0.9998792416728177,0.01612708454310996,1,3,0,0,0,0,0,0,4,4,6,1
"[H L L H H]","[(H L1) (L H2) (H2)]",1,0.9999999975410184,0.016129032218403526,1,3,0,0,0,0,0,0,3,6,4,1
"[H L H L L]","[(H L1) (H2) (L L2)]",1,0.999961443268945,0.01612841037530556,1,3,0,0,0,0,0,0,3,5,5,1
"[H L H L H]","[(H L1) (H L2) (H2)]",1,0.9999175381588709,0.01612770222836889,2,3,0,0,0,0,0,0,3,6,4,1
"[H L H H L]","[(H L1) (H2) (H L2)]",1,0.9999614432617576,0.016128410375189636,2,3,0,0,0,0,0,0,3,5,5,1
"[H L H H H]","[(H L1) (H H2) (H2)]",1,0.9999288357587591,0.01612788444772192,2,3,0,0,0,0,0,0,3,6,4,1
"[H H L L L]","[(H1) (H L2) (L L2)]",1,0.999860074738028,0.016126775399000454,1,3,0,0,0,0,0,0,4,4,6,1
"[H H L L H]","[(H H1) (L L2) (H2)]",1,0.9999999975420073,0.01612903221841947,1,3,0,0,0,0,0,0,3,6,4,1
"[H H L H L]","[(H1) (H L2) (H L2)]",1,0.9998600731207449,0.01612677537291524,2,3,0,0,0,0,0,0,4,4,6,1
"[H H L H H]","[(H H1) (L H2) (H2)]",1,0.9999999978726254,0.016129032223752022,1,3,0,0,0,0,0,0,3,6,4,1
"[H H H L L]","[(H H1) (H2) (L L2)]",1,0.9999667261237248,0.016128495582640727,1,3,0,0,0,0,0,0,3,5,5,1
"[H H H L H]","[(H H1) (H L2) (H2)]",1,0.9999175386016234,0.016127702235510053,2,3,0,0,0,0,0,0,3,6,4,1
"[H H H H L]","[(H H1) (H2) (H L2)]",1,0.9999667261165376,0.0161284955825248,2,3,0,0,0,0,0,0,3,5,5,1
"[H H H H H]","[(H H1) (H H2) (H2)]",1,0.999928836141835,0.016127884453900565,2,3,0,0,0,0,0,0,3,6,4,1
"[L L L L L L]","[(L L1) (L L2) (L L2)]",1,0.9999999998650804,0.016129032255888392,0,3,0,0,0,0,0,0,4,6,6,1
"[L L L L L L L]","[(L L1) L (L L2) (L L2)]",1,0.9999252439968027,0.016127826516077467,0,3,0,1,0,0,0,0,5,8,7,1
