UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,197.8285773356123,81.21179585061662,1.418967557873162,17.119817943909936,93.43679998338266,0.319329721780121,27.32672257255613,16.424747014251388,0.0,0.0,6.812399754389619,0.5616384513411194,
"[L L]"
,[L L1],0
,,,1.8536769634470282e-92,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,3.5811563927568495e-37,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.0820581198856651e-163,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1
,,,9.065217331556376e-100,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,0.016129032258064516,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,1.4703732167487074e-156,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,1.8489375850736306e-88,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,8.81726378795111e-54,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,4.955685575460939e-151,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,2.512460518127772e-81,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016129032258064484,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,3.167420441948506e-17,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,2.2499587353757245e-178,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,4.3467412432244383e-123,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,0.016129032258064516,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,3.4392588216415394e-59,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,4.105227484608811e-123,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,5.578458708546335e-116,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,1.186946881076903e-09,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],1
,,,0.016129031071116143,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,6.505319165670016e-65,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,3.312616831112901e-50,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,1.4919567276004114e-15,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,3.1813597088823566e-72,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,9.441836503252206e-231,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,1.470373144841619e-156,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,2.8406439154295807e-101,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,3.124849999421374e-104,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,1.279386665109223e-66,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,3.0248237286756964e-152,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,3.581156217624084e-37,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,2.551039408295273e-92,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,1.035707695173173e-76,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,5.821127516200314e-174,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,0.016129031469290754,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,9.065216888231255e-100,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,1.7513277691409842e-44,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,6.94831471261965e-238,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,1.8648792141851594e-95,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,7.887737642525383e-10,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0
,,,6.928637338516021e-81,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,2.299599364830165e-111,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,1.6381213905447328e-166,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0
,,,7.91013886759084e-167,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,1.4073891479360477e-69,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0
,,,1.0820580669686654e-163,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,1.5383771016710508e-115,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0
,,,1.283020131374205e-223,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0
,,,1.190317905355033e-166,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0
,,,8.759634221185356e-174,"[(L2) (L2) (H1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L1 L2 H],0
,,,3.1903950254471363e-229,"[(L1) (L2) H]",1,2,0,1,2,0,1,0,2,1,3,0
,,,5.676420365817157e-132,"[(L1) (L2 H)]",1,1,1,0,1,0,0,0,2,1,2,1
,[L L2 H1],0
,,,1.364134076355894e-99,"[L (L2) (H1)]",0,2,0,1,1,1,0,2,0,3,1,1
,,,1.9394085130330318e-51,"[(L L2) (H1)]",0,2,0,0,0,0,0,2,0,2,1,1
,[L1 L H],0
,,,3.181359942977779e-72,"[(L1 L) H]",1,0,1,1,0,0,1,0,1,0,1,0
,,,7.521614307395639e-158,"[(L1) L H]",1,1,0,2,1,0,1,0,2,0,2,0
,[L2 L1 H],0
,,,4.1773181657229155e-139,"[(L2) (L1 H)]",1,1,1,0,1,0,0,1,0,1,2,1
,,,2.3478344161908794e-236,"[(L2) (L1) H]",1,2,0,1,2,0,1,1,1,1,3,0
,[L L1 H2],0
,,,3.58115639273047e-37,"[(L L1) (H2)]",0,2,0,0,0,0,0,0,1,2,1,1
,,,1.853676963433242e-92,"[L (L1) (H2)]",0,2,0,1,1,1,0,1,1,3,1,1
,[L2 L H1],0
,,,8.734827256229937e-17,"[(L2 L) (H1)]",0,1,1,0,0,0,0,2,0,2,1,1
,,,2.065154614400451e-102,"[(L2) L (H1)]",0,2,0,1,1,0,0,2,0,2,2,1
,,,7.641384115014993e-88,"[(L2) (L H1)]",0,2,0,0,1,0,0,1,0,1,2,1
,[L L H1],0
,,,3.2160564143578753e-28,"[L L (H1)]",0,1,0,2,0,1,0,2,0,2,0,1
,,,1.1899894674375538e-13,"[L (L H1)]",0,1,0,1,0,1,0,1,0,1,0,1
,[L L1 H],0
,,,7.063627448422293e-107,"[(L L1) H]",1,1,0,1,0,0,1,0,1,0,1,0
,,,3.65627245601306e-162,"[L (L1) H]",1,1,0,2,1,1,1,1,1,1,1,0
,,,6.505319644353841e-65,"[L (L1 H)]",1,0,1,1,0,1,0,1,0,1,0,1
,[L1 L2 H2],0
,,,1.6174838812128666e-159,"[(L1) (L2) (H2)]",0,3,0,0,2,0,0,0,2,3,3,1
,[L1 L H2],1
,,,3.813349069903166e-88,"[(L1) L (H2)]",0,2,0,1,1,0,0,0,2,2,2,1
,,,1.0383625736105822e-80,"[(L1) (L H2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,0.01612903225794543,"[(L1 L) (H2)]",0,1,1,0,0,0,0,0,1,2,1,1
"[L H L]"
,[L H1 L2],0
,,,2.8406440543483615e-101,"[(L H1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,,,5.578458708546034e-116,"[L (H1) (L2)]",0,2,0,1,1,1,0,1,1,3,1,1
,[L H1 L],1
,,,0.016129032258064516,"[L (H1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,3.439258821641549e-59,"[L (H1) L]",0,1,0,2,0,1,1,1,1,1,1,0
,,,1.7513278547878748e-44,"[(L H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 H1 L],0
,,,1.035707745823397e-76,"[(L2) (H1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,2.2084815409087358e-133,"[(L2) (H1) L]",0,2,0,1,1,0,1,1,1,1,3,0
,[L2 H1 L2],0
,,,3.5821447944024123e-190,"[(L2) (H1) (L2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 H L1],0
,,,1.9883214741224454e-252,"[(L2) H (L1)]",1,2,0,1,2,0,0,2,0,2,2,1
,,,8.409851971957261e-167,"[(L2 H) (L1)]",1,1,1,0,1,0,0,2,0,2,1,1
,,,2.7912112163125036e-197,"[(L2) (H L1)]",1,2,0,0,1,0,0,1,0,1,2,1
,[L1 H2 L2],0
,,,4.867658832190968e-183,"[(L1) (H2) (L2)]",0,3,0,0,2,0,0,0,2,3,3,1
,[L1 H2 L],0
,,,1.4073892167629724e-69,"[(L1) (H2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,,,3.001032983125936e-126,"[(L1) (H2) L]",0,2,0,1,1,0,1,0,2,1,3,0
,[L1 H L],0
,,,9.573990198407644e-96,"[(L1 H) L]",1,0,1,1,0,0,1,0,1,0,1,0
,,,2.2635559303548927e-181,"[(L1) H L]",1,1,0,2,1,0,1,0,2,0,2,0
,[L1 H L2],0
,,,3.671475148225151e-238,"[(L1) H (L2)]",1,2,0,1,2,0,0,0,2,2,2,1
,,,3.7928851873394566e-190,"[(L1) (H L2)]",1,2,0,0,1,0,0,0,2,1,2,1
,,,1.5528958932015316e-152,"[(L1 H) (L2)]",1,1,1,0,1,0,0,0,1,2,1,1
,[L2 H2 L1],0
,,,2.6361258605892543e-197,"[(L2) (H2) (L1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L H2 L1],0
,,,4.1052274846085896e-123,"[L (H2) (L1)]",0,2,0,1,1,1,0,2,0,3,1,1
,,,1.538377176903807e-115,"[(L H2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L H L1],0
,,,4.346741243224451e-123,"[L (H L1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,3.096404494882638e-178,"[L H (L1)]",1,1,0,2,1,1,0,2,0,2,0,1
"[L H H]"
,[L1 H H],0
,,,4.1118435625216525e-209,"[(L1) H H]",2,1,0,2,1,0,1,0,2,0,2,0
,,,1.7391551689554893e-123,"[(L1 H) H]",2,0,1,1,0,0,1,0,1,0,1,0
,[L H1 H],0
,,,6.247556800328321e-87,"[L (H1) H]",1,1,0,2,0,1,1,1,1,1,1,0
,,,2.929905842866664e-30,"[L (H1 H)]",1,0,1,1,0,1,0,1,0,1,0,1
,,,3.181359943001154e-72,"[(L H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
,[L H1 H2],1
,,,0.016129032258064398,"[(L H1) (H2)]",0,2,0,0,0,0,0,0,1,2,1,1
,,,3.167420441948399e-17,"[L (H1) (H2)]",0,2,0,1,0,1,0,1,1,3,1,1
,[L H2 H1],0
,,,2.3309272566053237e-24,"[L (H2) (H1)]",0,2,0,1,0,1,0,2,0,3,1,1
,,,8.73482725629424e-17,"[(L H2) (H1)]",0,2,0,0,0,0,0,2,0,2,1,1
,[L2 H H1],0
,,,4.7750711157778336e-68,"[(L2 H) (H1)]",1,1,1,0,0,0,0,2,0,2,1,1
,,,4.177318165753608e-139,"[(L2) (H H1)]",1,2,0,0,1,0,0,1,0,1,2,1
,,,1.1289588058888538e-153,"[(L2) H (H1)]",1,2,0,1,1,0,0,2,0,2,2,1
,[L1 H2 H],0
,,,2.55658109141645e-97,"[(L1) (H2 H)]",1,1,1,0,1,0,0,0,2,1,2,1
,,,5.451501324575059e-154,"[(L1) (H2) H]",1,2,0,1,1,0,1,0,2,1,3,0
,[L2 H1 H2],0
,,,2.033923569323301e-91,"[(L2) (H1) (H2)]",0,3,0,0,1,0,0,1,1,3,3,1
,[L1 H H2],0
,,,2.0846448892374344e-139,"[(L1) H (H2)]",1,2,0,1,1,0,0,0,2,2,2,1
,,,5.676420365859188e-132,"[(L1) (H H2)]",1,2,0,0,1,0,0,0,2,1,2,1
,,,8.817263787950936e-54,"[(L1 H) (H2)]",1,1,1,0,0,0,0,0,1,2,1,1
,[L1 H2 H2],0
,,,2.7638318924708838e-84,"[(L1) (H2) (H2)]",0,3,0,0,1,0,0,0,2,3,3,1
,[L2 H1 H],0
,,,1.8814062291139445e-104,"[(L2) (H1 H)]",1,1,1,0,1,0,0,1,0,1,2,1
,,,4.011798641753985e-161,"[(L2) (H1) H]",1,2,0,1,1,0,1,1,1,1,3,0
,[L H H1],0
,,,1.758122701277182e-79,"[L H (H1)]",1,1,0,2,0,1,0,2,0,2,0,1
,,,6.5053196444016395e-65,"[L (H H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,[L2 H2 H1],0
,,,1.4967788370625918e-98,"[(L2) (H2) (H1)]",0,3,0,0,1,0,0,2,0,3,3,1
"[H L L]"
,[H1 L2 L2],0
,,,9.953503278671779e-176,"[(H1) (L2) (L2)]",0,3,0,0,2,0,0,0,2,3,3,1
,[H1 L L],1
,,,0.016129032258064516,"[(H1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,,,1.4467490352498588e-47,"[(H1) L L]",0,1,0,2,0,0,1,0,2,0,2,0
,[H1 L L2],0
,,,2.3466189005568194e-104,"[(H1) L (L2)]",0,2,0,1,1,0,0,0,2,2,2,1
,,,2.42421798021856e-56,"[(H1) (L L2)]",0,2,0,0,0,0,0,0,2,1,2,1
,,,2.616120074891023e-59,"[(H1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,[H1 L2 L],0
,,,1.0918341930725976e-21,"[(H1) (L2 L)]",0,1,1,0,0,0,0,0,2,1,2,1
,,,6.136582835141118e-119,"[(H1) (L2) L]",0,2,0,1,1,0,1,0,2,1,3,0
,[H2 L1 L2],0
,,,7.324853935934728e-183,"[(H2) (L1) (L2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[H L L1],0
,,,6.331600745740029e-171,"[H L (L1)]",1,1,0,2,1,1,0,2,0,2,0,1
,,,8.888318739565073e-116,"[H (L L1)]",1,1,0,1,0,1,0,1,0,1,0,1
,[H2 L2 L1],0
,,,5.39041216751758e-190,"[(H2) (L2) (L1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[H2 L L1],0
,,,1.7839992731019333e-63,"[(H2) (L L1)]",0,2,0,0,0,0,0,1,0,1,2,1
,,,1.2708332654286194e-118,"[(H2) L (L1)]",0,2,0,1,1,0,0,2,0,2,2,1
,,,1.416784130025602e-73,"[(H2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,[H2 L1 L],0
,,,8.034885570041599e-29,"[(H2) (L1 L)]",0,1,1,0,0,0,0,1,0,1,2,1
,,,4.515955003450168e-126,"[(H2) (L1) L]",0,2,0,1,1,0,1,1,1,1,3,0
,[H L1 L],0
,,,4.346741243224451e-123,"[(H L1) L]",1,1,0,1,0,0,1,0,1,0,1,0
,,,4.00317562115863e-81,"[H (L1 L)]",1,0,1,1,0,1,0,1,0,1,0,1
,,,2.2499587353757313e-178,"[H (L1) L]",1,1,0,2,1,1,1,1,1,1,1,0
,[H L2 L1],0
,,,2.685634585445738e-242,"[H (L2) (L1)]",1,2,0,1,2,1,0,2,0,3,1,1
