UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,1.0228216077925745,3.3992118741334885,41.781677205085415,27.372923955559084,31.230415524456923,9.257774435264926,11.263409010114875,66.36622258125323,0.0,8.138369748636869,0.0,58.482058087357125,
"[L L]"
,[L L1],1
,,,2.393110425951514e-64,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,0.016128848902053017,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.7701775503816903e-63,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0
,,,1.8335601149835324e-07,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,3.45390571754568e-19,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,1.1762539110536159e-34,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,6.474662278205848e-50,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,1.241960718432335e-19,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,6.593143600086523e-08,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,4.3023067521383915e-21,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016128966326628514,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,8.75312298427288e-51,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,2.0695360009254576e-73,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,1.394805400298808e-11,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,8.306661350710564e-28,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,0.01612903224411646,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,1.5571483342488166e-58,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,1.034699495457876e-29,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,1.5839187317674667e-44,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,1.0524879849655994e-15,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,2.105115335408488e-59,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,3.878996607208421e-11,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1
,,,8.306661337916057e-28,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,0.016129032219273497,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,3.3172531828234744e-94,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,4.484608436946887e-95,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,3.0224920287842583e-33,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,1.0346994963526628e-29,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,6.472503129547719e-50,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,1.069690667674421e-58,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,2.105115340471366e-59,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,3.275183319547032e-117,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,3.3345489018098504e-75,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,1.770197674117553e-63,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,4.50799059170389e-76,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
