UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,125.80309349743546,20.30692679605101,4.376886788269482,0.0,27.220547277679067,0.0,0.0,10.039869955663024,0.0,0.0,19.58980897494808,28.39331503210566,
"[L L]","[(L1 L)]",1,0.9999998793099465,0.01612903031145075,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999563764571691,0.016128328652534985,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9991971455574639,0.01611608299286232,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999563764571691,0.016128328652534985,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L1 L) L]",1,0.9999998727571655,0.016129030205760734,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[L (L H1)]",1,0.99995548187925,0.01612831422385887,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[(L H1) L]",1,0.9484625133781239,0.015297782473840707,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.999956372651142,0.016128328591147455,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1 L) L]",1,0.9999999999999996,0.01612903225806451,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) (H2)]",1,0.9999999980968195,0.016129032227368056,0,1,1,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H2 L)]",1,0.9991535570379885,0.016115379952225617,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999563745541555,0.016128328621841218,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[L (L1 L) L]",1,0.9999286722314659,0.016127881810184933,0,0,1,2,0,1,1,1,1,1,1,0
"[L L L H]","[L L (L H1)]",1,0.9999554817518519,0.016128314221804066,0,1,0,2,0,1,0,2,0,2,0,1
"[L L H L]","[L (L H1) L]",1,0.9484625133750099,0.015297782473790485,0,1,0,2,0,1,1,1,1,1,1,0
"[L L H H]","[L (L H1) (H2)]",1,0.9999563726511395,0.016128328591147413,0,2,0,1,0,1,0,1,1,4,1,1
"[L H L L]","[L (H1 L) L]",1,0.9999999999914059,0.0161290322579259,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) (H2)]",1,0.9999999980796319,0.01612903222709084,0,1,1,1,0,1,0,1,1,4,1,1
"[L H H L]","[(L H1) (H2 L)]",1,0.9991535532350168,0.01611537989088737,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999563726509761,0.016128328591144776,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) L L]",1,0.9999999999999938,0.016129032258064415,0,0,1,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H1 L) L (H2)]",1,0.4999999995241841,0.00806451612135781,0,1,1,1,0,0,0,0,2,3,2,1
"[H L H L]","[(H1 L) (H2 L)]",1,0.9991971436558121,0.01611608296219052,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1 L) (H2) (H2)]",1,0.9999999980967365,0.01612903222736672,0,2,1,0,0,0,0,0,2,5,3,1
"[H H L L]","[(H1) (H2 L) L]",1,0.9999563764571687,0.016128328652534978,0,1,1,1,0,0,1,0,3,1,4,0
"[H H L H]","[(H1) (H2 L) (H2)]",1,0.9999563764570852,0.016128328652533632,0,2,1,0,0,0,0,0,3,4,4,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9991535551364602,0.016115379921555813,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999563745540304,0.0161283286218392,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[L L (L1 L) L]",1,0.9999286671619504,0.016127881728418555,0,0,1,3,0,1,1,2,1,2,1,0
"[L L L L H]","[L L L (L H1)]",1,0.9999554817518431,0.01612831422180392,0,1,0,3,0,1,0,3,0,3,0,1
"[L L L H L]","[L L (L H1) L]",1,0.9484625133750093,0.015297782473790475,0,1,0,3,0,1,1,2,1,2,1,0
"[L L L H H]","[L L (L H1) (H2)]",1,0.9999563726511395,0.01612832859114741,0,2,0,2,0,1,0,2,1,6,1,1
"[L L H L L]","[L L (H1 L) L]",1,0.9999999999914057,0.0161290322579259,0,0,1,3,0,1,1,2,1,2,1,0
"[L L H L H]","[L L (H1 L) (H2)]",1,0.9999999980796319,0.01612903222709084,0,1,1,2,0,1,0,2,1,6,1,1
"[L L H H L]","[L (L H1) (H2 L)]",1,0.9991535532350168,0.01611537989088737,0,1,1,1,0,1,0,1,2,4,2,1
"[L L H H H]","[L (L H1) (H2) (H2)]",1,0.9999563726509761,0.016128328591144776,0,3,0,1,0,1,0,1,2,8,3,1
"[L H L L L]","[L (H1 L) L L]",1,0.9999999999913999,0.016129032257925807,0,0,1,3,0,1,1,1,2,1,2,0
"[L H L L H]","[L (H1 L) (L H2)]",1,0.4999999995198873,0.008064516121288504,0,1,1,1,0,1,0,1,2,4,2,1
"[L H L H L]","[L (H1 L) (H2 L)]",1,0.9991971436472185,0.016116082962051907,0,0,2,1,0,1,0,1,2,4,2,1
"[L H L H H]","[L (H1 L) (H2) (H2)]",1,0.9999999980795489,0.016129032227089498,0,2,1,1,0,1,0,1,2,8,3,1
"[L H H L L]","[(L H1) (H2 L) L]",1,0.9999563726511418,0.016128328591147448,0,1,1,1,0,0,1,0,3,2,4,0
"[L H H L H]","[(L H1) (H2 L) (H2)]",1,0.9999563726511411,0.016128328591147437,0,2,1,0,0,0,0,0,3,6,4,1
"[L H H H L]","[(L H1) (H2) (H2 L)]",1,0.9991535532348511,0.01611537989088469,0,2,1,0,0,0,0,0,3,5,5,1
"[L H H H H]","[(L H1) (H2) (H2) (H2)]",1,0.9999563726509759,0.01612832859114478,0,4,0,0,0,0,0,0,3,9,6,1
"[H L L L L]","[(H1 L) L L L]",1,0.9999999999609639,0.016129032257434905,0,0,1,3,0,0,1,0,3,0,3,0
"[H L L L H]","[(H1 L) L (L H2)]",1,0.4999999999902216,0.008064516128874542,0,1,1,1,0,0,0,0,3,3,3,1
"[H L L H L]","[(H1 L) L (H2 L)]",1,0.9983955792296623,0.016103154503704233,0,0,2,1,0,0,0,0,3,3,3,1
"[H L L H H]","[(H1 L) L (H2) (H2)]",1,0.4999999995241841,0.00806451612135781,0,2,1,1,0,0,0,0,3,7,4,1
"[H L H L L]","[(H1 L) (H2 L) L]",1,0.9999999980968195,0.01612903222736806,0,0,2,1,0,0,1,0,3,2,4,0
"[H L H L H]","[(H1 L) (H2 L) (H2)]",1,0.9999999980968193,0.016129032227368053,0,1,2,0,0,0,0,0,3,6,4,1
"[H L H H L]","[(H1 L) (H2) (H2 L)]",1,0.9991971436557288,0.016116082962189172,0,1,2,0,0,0,0,0,3,5,5,1
"[H L H H H]","[(H1 L) (H2) (H2) (H2)]",1,0.9999999980967367,0.01612903222736672,0,3,1,0,0,0,0,0,3,9,6,1
"[H H L L L]","[(H1) (H2 L) L L]",1,0.9999563764571628,0.016128328652534885,0,1,1,2,0,0,1,0,4,1,6,0
"[H H L L H]","[(H1) (H2 L) (L H2)]",1,0.4999781882285637,0.008064164326267154,0,2,1,0,0,0,0,0,4,4,6,1
"[H H L H L]","[(H1) (H2 L) (H2 L)]",1,0.9991535570379049,0.016115379952224274,0,1,2,0,0,0,0,0,4,4,6,1
"[H H L H H]","[(H1) (H2 L) (H2) (H2)]",1,0.9999563764570852,0.016128328652533632,0,3,1,0,0,0,0,0,4,8,7,1
"[H H H L L]","[(H1) (H2) (H2 L) L]",1,0.9999427956278534,0.01612810960690086,0,2,1,1,0,0,1,0,4,3,8,0
"[H H H L H]","[(H1) (H2) (H2 L) (H2)]",1,0.9999427956278529,0.01612810960690085,0,3,1,0,0,0,0,0,4,7,8,1
"[H H H H L]","[(H1) (H2) (H2) (H2 L)]",1,0.9991399871119767,0.01611516108245124,0,3,1,0,0,0,0,0,4,6,9,1
"[H H H H H]","[(H1) (H2) (H2) (H2) (H2)]",1,0.9999427956277287,0.016128109606898845,0,5,0,0,0,0,0,0,4,10,10,1
"[L L L L L L]","[L L L (L1 L) L]",1,0.9999286671615892,0.016127881728412733,0,0,1,4,0,1,1,3,1,3,1,0
"[L L L L L L L]","[L L L L (L1 L) L]",1,0.999928667161589,0.016127881728412733,0,0,1,5,0,1,1,4,1,4,1,0
