UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,0.7667829408510156,24.26350006130764,47.6834996261309,46.087111638267174,0.0026107562535152805,6.244559744112946,0.2625633923923777,20.4622262350758,0.0,9.539771097892274,0.000316271003026161,
"[L L]"
,[L L1],1
,,,2.3355308279449983e-43,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,0.01612903225705732,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,3.8613786307742467e-47,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0
,,,5.520862130001929e-59,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,1.0071953735546509e-12,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,6.518389082700986e-56,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,4.000558819867193e-27,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,1.0071953735546509e-12,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,5.520862130001929e-59,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,6.753339009103211e-36,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.01612903225705732,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,2.4197130989284782e-23,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],1
,,,2.3355308279449983e-43,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,0.01612903225705732,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],0
,,,1.0071953735546509e-12,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,5.719857025007997e-39,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,4.000558819867193e-27,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,6.753339009103211e-36,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,4.144649136343778e-07,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,6.996577716221597e-16,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],1
,,,2.419650919985178e-23,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,0.016128617792143012,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,1.0071694918317093e-12,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,5.719710042844781e-39,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,7.751252682316476e-64,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,6.517560277194086e-56,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,4.5009870428759805e-15,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,4.203449894354923e-28,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,2.8106914623042694e-25,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,7.934998301270708e-69,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],1
,,,0.01612698146957177,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,2.3413385598344782e-43,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,1.1976925190920412e-20,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,6.565057232843819e-67,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],0
,,,1.0070673098472594e-12,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,5.520160158873995e-59,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,3.812188655413417e-18,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,4.591705264826979e-55,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,6.720683755956769e-72,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,2.3805636417956067e-28,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0
,,,1.2805173019211037e-16,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,1.9179616767196745e-10,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
