UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,109.46151879060562,34.7043475435541,0.3491349102644752,0.3718731738209896,18.796061965908933,19.62532140457808,1.5581978838114954,1.6864722546378559,31.845037358075903,2.568914180478461,2.192889633744818,21.501695716609873,
"[L L]"
,[L L1],0
,,,3.904279854511434e-36,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,1.937889632289849e-17,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.2272123070340533e-51,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1
,,,6.944928345444546e-32,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,0.016129032258064495,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,9.799892131313576e-65,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,1.4867055629408138e-28,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,3.884668734663262e-35,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,1.672682252497593e-64,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,1.1872073042565326e-41,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016129032257591533,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,4.729837327828259e-13,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,1.1298150312214214e-83,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,5.6078378522976545e-65,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,0.016129032258064516,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,1.0108664027985802e-23,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,1.7862642040005854e-43,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,1.4264195703462908e-56,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],1
,,,0.016129032258063197,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,1.2879823271451748e-15,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,1.0201639289083025e-42,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,3.478820893180388e-32,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0
,,,2.895418473333433e-17,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,1.8146663791758158e-38,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,1.4805520953974424e-86,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,4.220897428810645e-70,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,2.095042791771046e-51,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,4.512053942232217e-65,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,1.7437016126956915e-36,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,1.637497212350266e-74,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,1.0893759809212296e-21,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,7.32079907908014e-32,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,3.180357648214126e-23,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,1.3694160707434775e-52,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],0
,,,9.06686327470436e-07,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
