UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,2.576839204479337,2.785857473888137,19.123785692678,11.935458808584208,18.013287628201077,2.5343306952355267,11.836909312099086,2.0000398065796143,18.57465681852385,17.054594021501817,2.7702896143960016,0.0,
"[L L]","[(L L1)]",1,0.9999999197346888,0.016129030963462722,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999938987184,0.016129032159656748,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999989440714863,0.016129015226959455,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999999194650482,0.016129030959113683,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L L1)]",1,0.9999836908597407,0.016128769207415173,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L H1)]",1,0.9999528670261089,0.016128272048808207,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[L (H L1)]",1,0.9998705185202187,0.0161269438471003,1,1,0,1,0,1,0,1,0,1,0,1
"[L H H]","[L (H H1)]",1,0.9994652595039518,0.01612040741135406,1,1,0,1,0,1,0,1,0,1,0,1
"[H L L]","[(H2) (L L1)]",1,0.9998366890474335,0.016126398210442473,0,2,0,0,0,0,0,1,0,1,2,1
"[H L H]","[(H2) (L H1)]",1,0.9998367581563689,0.016126399325102726,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H L1)]",1,0.9998356952300541,0.016126382181129908,1,2,0,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H H1)]",1,0.9998366043914465,0.016126396845023334,1,2,0,0,0,0,0,1,0,1,2,1
"[L L L L]","[(L L2) (L L1)]",1,0.9999998253935929,0.016129029441832147,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.999999899557605,0.01612903063802589,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H L1)]",1,0.9999988497303575,0.016129013705328342,1,2,0,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L L2) (H H1)]",1,0.9999998253935704,0.01612902944183178,1,2,0,0,0,0,0,2,0,2,2,1
"[L H L L]","[(L H2) (L L1)]",1,0.9999999125634182,0.01612903084779707,0,2,0,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L H2) (L H1)]",1,0.9999999867274281,0.016129032043990778,0,2,0,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L H2) (H L1)]",1,0.9999989369002132,0.01612901511129376,1,2,0,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H H1)]",1,0.9999999125633956,0.0161290308477967,1,2,0,0,0,0,0,2,0,2,2,1
"[H L L L]","[(H L2) (L L1)]",1,0.9999934486747168,0.016128926591527693,1,2,0,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H L2) (L H1)]",1,0.9999935228419101,0.016128927787772748,1,2,0,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H L2) (H L1)]",1,0.9999924729696329,0.016128910854348918,2,2,0,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H L2) (H H1)]",1,0.9999934486746942,0.016128926591527325,2,2,0,0,0,0,0,2,0,2,2,1
"[H H L L]","[(H H2) (L L1)]",1,0.9999994278334579,0.016129023029571896,1,2,0,0,0,0,0,2,0,2,2,1
"[H H L H]","[(H H2) (L H1)]",1,0.9999995019977094,0.01612902422576951,1,2,0,0,0,0,0,2,0,2,2,1
"[H H H L]","[(H H2) (H L1)]",1,0.9999984521670715,0.01612900729301728,2,2,0,0,0,0,0,2,0,2,2,1
"[H H H H]","[(H H2) (H H1)]",1,0.9999994278334352,0.016129023029571532,2,2,0,0,0,0,0,2,0,2,2,1
"[L L L L L]","[(L L2) L (L L1)]",1,0.999998832950798,0.016129013434690292,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L L H]","[(L L2) L (L H1)]",1,0.9999995836499485,0.01612902554274111,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L H L]","[(L L2) L (H L1)]",1,0.9999889572408716,0.016128854149046315,1,2,0,1,0,0,0,3,0,3,3,1
"[L L L H H]","[(L L2) L (H H1)]",1,0.9999988329508526,0.01612901343469117,1,2,0,1,0,0,0,3,0,3,3,1
"[L L H L L]","[(L L2) H (L L1)]",1,0.9999982296525824,0.01612900370407391,1,2,0,1,0,0,0,3,0,3,3,1
"[L L H L H]","[(L L2) H (L H1)]",1,0.9999989803517185,0.0161290158121245,1,2,0,1,0,0,0,3,0,3,3,1
"[L L H H L]","[(L L2) H (H L1)]",1,0.9999883539539829,0.016128844418612634,2,2,0,1,0,0,0,3,0,3,3,1
