UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.451044706193274,0.0,15.301380884400041,4.227824462872178,16.31151461768874,6.700077384238536,0.2205048285293848,6.099244416881449,2.591730382523492,9.439137980992804,4.646228034104755,19.93017031587703,
"[L L]","[(L L1)]",1,0.9996863472771647,0.016123973343180078,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9998001922648914,0.016125809552659538,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,0.9998325949742222,0.016126332177003586,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H1) H]",1,0.9997372073175501,0.016124793666412097,1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]","[(L L1) L]",1,0.999999773693891,0.016129028607965983,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) H]",1,0.9999997736938886,0.016129028607965945,1,1,0,1,0,0,1,0,1,0,1,0
"[L H L]","[(L H1) L]",1,0.9999998558483087,0.016129029933037237,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) H]",1,0.9999998558483064,0.016129029933037203,1,1,0,1,0,0,1,0,1,0,1,0
"[H L L]","[(H L1) L]",1,0.9999831876410344,0.016128761090984427,1,1,0,1,0,0,1,0,1,0,1,0
"[H L H]","[(H L1) H]",1,0.9999831876410183,0.01612876109098417,2,1,0,1,0,0,1,0,1,0,1,0
"[H H L]","[(H H1) L]",1,0.9999892902041385,0.01612885951942159,1,1,0,1,0,0,1,0,1,0,1,0
"[H H H]","[(H H1) H]",1,0.9999892902041277,0.016128859519421414,2,1,0,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L L1) L L]",1,0.9999994679449777,0.0161290236765319,0,1,0,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L L1) L H]",1,0.9999994679449311,0.016129023676531143,1,1,0,2,0,0,1,0,2,0,2,0
"[L L H L]","[(L L1) H L]",1,0.9999992871446745,0.016129020760397978,1,1,0,2,0,0,1,0,2,0,2,0
"[L L H H]","[(L L1) H H]",1,0.9999992871446278,0.01612902076039722,2,1,0,2,0,0,1,0,2,0,2,0
"[L H L L]","[(L H1) L L]",1,0.9999996610976489,0.016129026791897563,0,1,0,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L H1) L H]",1,0.9999996610976019,0.01612902679189681,1,1,0,2,0,0,1,0,2,0,2,0
"[L H H L]","[(L H1) H L]",1,0.9999995435609114,0.01612902489614373,1,1,0,2,0,0,1,0,2,0,2,0
"[L H H H]","[(L H1) H H]",1,0.9999995435608644,0.016129024896142978,2,1,0,2,0,0,1,0,2,0,2,0
"[H L L L]","[(H L1) L L]",1,0.9999827991878987,0.01612875482561127,1,1,0,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H L1) L H]",1,0.9999827991878518,0.016128754825610513,2,1,0,2,0,0,1,0,2,0,2,0
"[H L H L]","[(H L1) H L]",1,0.999982571250361,0.016128751149199372,2,1,0,2,0,0,1,0,2,0,2,0
"[H L H H]","[(H L1) H H]",1,0.9999825712503142,0.016128751149198615,3,1,0,2,0,0,1,0,2,0,2,0
"[H H L L]","[(H H1) L L]",1,0.9999890436498365,0.016128855542739302,1,1,0,2,0,0,1,0,2,0,2,0
"[H H L H]","[(H H1) L H]",1,0.9999890436497899,0.016128855542738546,2,1,0,2,0,0,1,0,2,0,2,0
"[H H H L]","[(H H1) H L]",1,0.9999888960867322,0.016128853162689232,2,1,0,2,0,0,1,0,2,0,2,0
"[H H H H]","[(H H1) H H]",1,0.9999888960866851,0.016128853162688472,3,1,0,2,0,0,1,0,2,0,2,0
"[L L L L L]","[(L L1) L L L]",1,0.9999991820646889,0.01612901906555949,0,1,0,3,0,0,1,0,3,0,3,0
"[L L L L H]","[(L L1) L L H]",1,0.9999991820646886,0.016129019065559493,1,1,0,3,0,0,1,0,3,0,3,0
"[L L L H L]","[(L L1) L H L]",1,0.9999990191263385,0.01612901643752159,1,1,0,3,0,0,1,0,3,0,3,0
"[L L L H H]","[(L L1) L H H]",1,0.9999990191263387,0.016129016437521595,2,1,0,3,0,0,1,0,3,0,3,0
"[L L H L L]","[(L L1) H L L]",1,0.9999990077401264,0.016129016253873005,1,1,0,3,0,0,1,0,3,0,3,0
"[L L H L H]","[(L L1) H L H]",1,0.9999990077401262,0.016129016253873002,2,1,0,3,0,0,1,0,3,0,3,0
"[L L H H L]","[(L L1) H H L]",1,0.999998844801833,0.01612901362583602,2,1,0,3,0,0,1,0,3,0,3,0
"[L L H H H]","[(L L1) H H H]",1,0.999998844801833,0.016129013625836016,3,1,0,3,0,0,1,0,3,0,3,0
"[L H L L L]","[(L H1) L L L]",1,0.9999993752448444,0.016129022181368458,0,1,0,3,0,0,1,0,3,0,3,0
"[L H L L H]","[(L H1) L L H]",1,0.9999993752448444,0.016129022181368455,1,1,0,3,0,0,1,0,3,0,3,0
"[L H L H L]","[(L H1) L H L]",1,0.9999992123221605,0.016129019553583236,1,1,0,3,0,0,1,0,3,0,3,0
"[L H L H H]","[(L H1) L H H]",1,0.9999992123221607,0.016129019553583236,2,1,0,3,0,0,1,0,3,0,3,0
"[L H H L L]","[(L H1) H L L]",1,0.9999992641838131,0.016129020390061505,1,1,0,3,0,0,1,0,3,0,3,0
"[L H H L H]","[(L H1) H L H]",1,0.9999992641838134,0.016129020390061508,2,1,0,3,0,0,1,0,3,0,3,0
"[L H H H L]","[(L H1) H H L]",1,0.9999991012611656,0.016129017762276873,2,1,0,3,0,0,1,0,3,0,3,0
"[L H H H H]","[(L H1) H H H]",1,0.9999991012611656,0.016129017762276866,3,1,0,3,0,0,1,0,3,0,3,0
"[H L L L L]","[(H L1) L L L]",1,0.9999825952328182,0.016128751536013192,1,1,0,3,0,0,1,0,3,0,3,0
"[H L L L H]","[(H L1) L L H]",1,0.9999825952328182,0.016128751536013196,2,1,0,3,0,0,1,0,3,0,3,0
"[H L L H L]","[(H L1) L H L]",1,0.999982432297142,0.016128748908018423,2,1,0,3,0,0,1,0,3,0,3,0
"[H L L H H]","[(H L1) L H H]",1,0.999982432297142,0.01612874890801842,3,1,0,3,0,0,1,0,3,0,3,0
"[H L H L L]","[(H L1) H L L]",1,0.9999824204615704,0.016128748717122103,2,1,0,3,0,0,1,0,3,0,3,0
