UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,45.040494949596365,0.0,27.1738591482569,21.197867100322473,54.118813107049945,17.232946835180048,0.8280683780148375,2.286735580869255,23.268854360310357,0.0,6.500298556918209,1.172082820550359,
"[L L]","[(L L1)]",1,0.9999999999984205,0.01612903225803904,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999825317303,0.01612903197631823,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H2) (H1)]",1,0.9999999992280633,0.016129032245613927,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[L (L L1)]",1,0.9999501007931455,0.016128227432147504,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L2) (H1)]",1,0.9999999924003053,0.016129032135488792,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[(L H1) L]",1,0.9999994978968203,0.016129024159626134,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H2) (H1)]",1,0.9999999924020184,0.01612903213551643,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H2) (L L1)]",1,0.9999999999984205,0.01612903225803904,0,2,0,0,0,0,0,1,0,1,2,1
"[H L H]","[(H2) (L H1)]",1,0.9999999998300176,0.016129032255322865,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H1 L)]",1,0.9999999825317303,0.01612903197631823,0,1,1,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H2) (H1)]",1,0.9999999992280512,0.01612903224561373,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[(L L2) (L L1)]",1,0.999999999996841,0.01612903225801356,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.9999999999352118,0.016129032257019546,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H1 L)]",1,0.9999999825301508,0.016129031976292754,0,1,1,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L L2) (H2) (H1)]",1,0.9999999992174514,0.01612903224544276,0,3,0,0,0,0,0,3,0,5,3,1
"[L H L L]","[(L H2) (L L1)]",1,0.9999999999984205,0.01612903225803904,0,2,0,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L H2) (L H1)]",1,0.9999999999367927,0.016129032257045043,0,2,0,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L H2) (H1 L)]",1,0.9999999825317303,0.01612903197631823,0,1,1,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999999992280633,0.016129032245613923,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H2 L) (L L1)]",1,0.6281542126269232,0.01013151955849876,0,1,1,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H2) (L L2) (H1)]",1,0.9999890357927763,0.016128855416012524,0,3,0,0,0,0,0,3,0,4,4,1
"[H L H L]","[(H2 L) (H1 L)]",1,0.4534536119546578,0.007313767934752543,0,0,2,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H2) (L H2) (H1)]",1,0.9999999907289241,0.016129032108531033,0,3,0,0,0,0,0,3,0,4,4,1
"[H H L L]","[(H2) (H2) (L L1)]",1,0.9999999999903241,0.01612903225790845,0,3,0,0,0,0,0,2,0,3,5,1
"[H H L H]","[(H2) (H2) (L H1)]",1,0.9999999998219213,0.01612903225519228,0,3,0,0,0,0,0,2,0,3,5,1
"[H H H L]","[(H2) (H2) (H1 L)]",1,0.9999999825236339,0.016129031976187643,0,2,1,0,0,0,0,2,0,3,5,1
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.9999999992199546,0.01612903224548314,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[(L L2) L (L L1)]",1,0.9999781797010958,0.01612868031775961,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L L H]","[(L L2) (L L2) (H1)]",1,0.9999959181136339,0.016128966421187642,0,3,0,0,0,0,0,4,0,6,4,1
"[L L L H L]","[(L L2) (L H1) L]",1,0.5088575555036849,0.00820737992747879,0,2,0,1,0,0,1,2,1,2,4,0
"[L L L H H]","[(L L2) (L H2) (H1)]",1,0.9999999917782924,0.016129032125456324,0,3,0,0,0,0,0,4,0,6,4,1
"[L L H L L]","[(L L2) (H2) (L L1)]",1,0.9999999939873048,0.01612903216108556,0,3,0,0,0,0,0,3,0,5,5,1
"[L L H L H]","[(L L2) (H2) (L H1)]",1,0.9999999938189019,0.016129032158369385,0,3,0,0,0,0,0,3,0,5,5,1
"[L L H H L]","[(L L2) (H2) (H1 L)]",1,0.9999999765206147,0.016129031879364753,0,2,1,0,0,0,0,3,0,5,5,1
"[L L H H H]","[(L L2) (H2) (H2) (H1)]",1,0.9999999932169352,0.01612903214866025,0,4,0,0,0,0,0,4,0,9,6,1
"[L H L L L]","[(L H2) L (L L1)]",1,0.9999999999967837,0.01612903225801264,0,2,0,1,0,0,0,3,0,3,3,1
"[L H L L H]","[(L H2) (L L2) (H1)]",1,0.9999959182041153,0.016128966422647016,0,3,0,0,0,0,0,4,0,6,4,1
"[L H L H L]","[(L H2) (L H1) L]",1,0.5088630089218621,0.008207467885836484,0,2,0,1,0,0,1,2,1,2,4,0
"[L H L H H]","[(L H2) (L H2) (H1)]",1,0.9999999917798854,0.016129032125482022,0,3,0,0,0,0,0,4,0,6,4,1
"[L H H L L]","[(L H2) (H2) (L L1)]",1,0.9999999999984205,0.01612903225803904,0,3,0,0,0,0,0,3,0,5,5,1
"[L H H L H]","[(L H2) (H2) (L H1)]",1,0.9999999998300176,0.016129032255322865,0,3,0,0,0,0,0,3,0,5,5,1
"[L H H H L]","[(L H2) (H2) (H1 L)]",1,0.9999999825317303,0.016129031976318233,0,2,1,0,0,0,0,3,0,5,5,1
"[L H H H H]","[(L H2) (H2) (H2) (H1)]",1,0.9999999992280512,0.01612903224561373,0,4,0,0,0,0,0,4,0,9,6,1
"[H L L L L]","[(H2) (L L2) (L L1)]",1,0.9999999999963798,0.01612903225800613,0,3,0,0,0,0,0,3,0,4,6,1
"[H L L L H]","[(H2) (L L2) (L H1)]",1,0.9999998868386752,0.016129030432881858,0,3,0,0,0,0,0,3,0,4,6,1
"[H L L H L]","[(H2) (L L2) (H1 L)]",1,0.9999999825292124,0.01612903197627762,0,2,1,0,0,0,0,3,0,4,6,1
"[H L L H H]","[(H2) (L L2) (H2) (H1)]",1,0.9992599058956831,0.016117095256381987,0,4,0,0,0,0,0,4,0,8,7,1
"[H L H L L]","[(H2) (L H2) (L L1)]",1,0.9999999983253262,0.016129032231053646,0,3,0,0,0,0,0,3,0,4,6,1
"[H L H L H]","[(H2) (L H2) (L H1)]",1,0.9999999982636986,0.016129032230059653,0,3,0,0,0,0,0,3,0,4,6,1
"[H L H H L]","[(H2) (L H2) (H1 L)]",1,0.9999999808586358,0.016129031949332837,0,2,1,0,0,0,0,3,0,4,6,1
"[H L H H H]","[(H2) (L H2) (H2) (H1)]",1,0.9999999975549689,0.01612903221862853,0,4,0,0,0,0,0,4,0,8,7,1
"[H H L L L]","[(H2) (H2 L) (L L1)]",1,0.6281542113686728,0.0101315195382044,0,2,1,0,0,0,0,3,0,4,6,1
"[H H L L H]","[(H2) (H2) (L L2) (H1)]",1,0.9999890304059993,0.016128855329129017,0,4,0,0,0,0,0,4,0,7,8,1
"[H H L H L]","[(H2) (H2 L) (H1 L)]",1,0.45345361061960876,0.007313767913219496,0,1,2,0,0,0,0,3,0,4,6,1
"[H H L H H]","[(H2) (H2) (L H2) (H1)]",1,0.9999999853420509,0.01612903202164598,0,4,0,0,0,0,0,4,0,7,8,1
"[H H H L L]","[(H2) (H2) (H2) (L L1)]",1,0.9999999946034507,0.0161290321710234,0,4,0,0,0,0,0,3,0,6,9,1
"[H H H L H]","[(H2) (H2) (H2) (L H1)]",1,0.9999999944350482,0.016129032168307227,0,4,0,0,0,0,0,3,0,6,9,1
"[H H H H L]","[(H2) (H2) (H2) (H1 L)]",1,0.9999999771367609,0.016129031889302592,0,3,1,0,0,0,0,3,0,6,9,1
"[H H H H H]","[(H2) (H2) (H2) (H2) (H1)]",1,0.9999999938330815,0.016129032158598088,0,5,0,0,0,0,0,4,0,10,10,1
"[L L L L L L]","[(L L2) (L L2) (L L1)]",1,0.9999999999950872,0.016129032257985284,0,3,0,0,0,0,0,4,0,6,6,1
"[L L L L L L L]","[(L L2) L (L L2) (L L1)]",1,0.9984775103346294,0.01610447597313918,0,3,0,1,0,0,0,5,0,8,7,1
