UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,0.0,16.29615935768065,30.25435336058914,0.0,4.578361643297839,1.951463488149544,11.246761771429398,1.9930119023082724,0.0,11.292429226351468,0.04855688717588889,
"[L L]","[(L L1)]",1,0.9999982171013124,0.01612900350163407,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999982171013124,0.01612900350163407,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999982171013124,0.01612900350163407,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999982171013124,0.01612900350163407,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[(L L1) (L2)]",1,0.9999982147994171,0.016129003464506724,0,2,0,0,1,0,0,0,1,2,1,1
"[L L H]","[(L L1) (H2)]",1,0.999998214799417,0.016129003464506724,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) (L2)]",1,0.9999982147994171,0.016129003464506724,0,2,0,0,1,0,0,0,1,2,1,1
"[L H H]","[(L H1) (H2)]",1,0.9999982147994171,0.016129003464506724,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H L1) (L2)]",1,0.999998214799417,0.016129003464506724,1,2,0,0,1,0,0,0,1,2,1,1
"[H L H]","[(H L1) (H2)]",1,0.999998214799417,0.016129003464506724,1,2,0,0,0,0,0,0,1,2,1,1
"[H H L]","[(H H1) (L2)]",1,0.9999982147994171,0.016129003464506724,1,2,0,0,1,0,0,0,1,2,1,1
"[H H H]","[(H H1) (H2)]",1,0.999998214799417,0.016129003464506724,1,2,0,0,0,0,0,0,1,2,1,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999873566389078,0.01612882833288561,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999873566389078,0.01612882833288561,0,2,0,0,0,0,0,0,2,2,2,1
