UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,42.19382687617721,0.0,22.73371817212054,2.642565852667762,0.0,0.0,0.5602312397442973,15.334970088804706,0.0,7.433452142853247,65.35256992036388,
"[L L]",[(L1 L)],1,0.9999999999859157,0.01612903225783735,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]",[(L1 H)],1,0.9999999999859157,0.01612903225783735,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]",[(H1 L)],1,0.9999999998021273,0.016129032254873023,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]",[(H1 H)],1,0.9999999998021273,0.016129032254873023,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]",[(L1 L) L],1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]",[(L1 L) H],1,1.0,0.016129032258064516,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]",[(L1 H) L],1,1.0,0.016129032258064516,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]",[(L1 H) H],1,1.0,0.016129032258064516,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]",[(H1 L) L],1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]",[(H1 L) H],1,1.0,0.016129032258064516,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]",[(H1 H) L],1,1.0,0.016129032258064516,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]",[(H1 H) H],1,1.0,0.016129032258064516,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]",[L (L1 L) L],1,0.9999964330045632,0.016128974725880055,0,0,1,2,0,1,1,1,1,1,1,0
"[L L L H]",[L (L1 L) H],1,0.9999964330045632,0.016128974725880055,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H L]",[L (L1 H) L],1,0.9999964330045625,0.016128974725880044,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H H]",[L (L1 H) H],1,0.9999964330045625,0.016128974725880044,2,0,1,2,0,1,1,1,1,1,1,0
"[L H L L]",[L (H1 L) L],1,0.9999964330045632,0.016128974725880055,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]",[L (H1 L) H],1,0.9999964330045632,0.016128974725880055,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H L]",[L (H1 H) L],1,0.9999964330045625,0.016128974725880044,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H H]",[L (H1 H) H],1,0.9999964330045625,0.016128974725880044,2,0,1,2,0,1,1,1,1,1,1,0
"[H L L L]",[H (L1 L) L],1,0.9999964330045632,0.016128974725880055,1,0,1,2,0,1,1,1,1,1,1,0
"[H L L H]",[H (L1 L) H],1,0.9999964330045632,0.016128974725880055,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H L]",[H (L1 H) L],1,0.9999964330045625,0.016128974725880044,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H H]",[H (L1 H) H],1,0.9999964330045625,0.016128974725880044,3,0,1,2,0,1,1,1,1,1,1,0
"[H H L L]",[H (H1 L) L],1,0.9999964330045632,0.016128974725880055,1,0,1,2,0,1,1,1,1,1,1,0
"[H H L H]",[H (H1 L) H],1,0.9999964330045632,0.016128974725880055,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H L]",[H (H1 H) L],1,0.9999964330045625,0.016128974725880044,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H H]",[H (H1 H) H],1,0.9999964330045625,0.016128974725880044,3,0,1,2,0,1,1,1,1,1,1,0
