UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.451044706193274,0.0,15.301380884400041,4.227824462872178,16.31151461768874,6.700077384238536,0.2205048285293848,6.099244416881449,2.591730382523492,9.439137980992804,4.646228034104755,19.93017031587703,
"[L L]"
,[L L1],1
,,,4.259023902822723e-21,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,0.016123973343180078,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.876746271007399e-25,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0
,,,5.055265943888447e-06,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,3.6489405514317617e-09,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,6.2618051858677905e-24,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,2.277486474716209e-18,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0
,,,2.3245024906104962e-09,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,3.2203808507256437e-06,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,7.598883684189607e-17,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1
,,,0.016125809552659538,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,5.168450037183327e-14,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,7.132054517582877e-25,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,2.700080101626046e-06,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,9.593069518371293e-13,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,0.016126332177003586,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,5.986833158561489e-22,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,1.9975200429775113e-20,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,1.1403620001829345e-14,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,3.804842879841781e-13,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,1.3585018556018722e-17,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,4.238590301302226e-06,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1
,,,9.592154304738316e-13,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,0.016124793666412097,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,1.775417558959491e-49,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,4.197939965548157e-43,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,1.5892719469338457e-24,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,1.436012948614747e-23,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,3.596606575185598e-31,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,1.3730020709106542e-36,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,1.358858646273323e-17,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,2.916210869528382e-33,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,1.300568663717796e-30,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,1.8018162753573312e-27,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,3.0751690743446037e-24,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,4.260359212246787e-21,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,0.016129028607965983,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,5.3211624832695456e-51,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,1.3934172640018273e-14,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,3.6500845846227563e-09,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0
,,,2.41952854155782e-35,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
