UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,2.754513843634361,3.255371806801773,31.337700054268854,43.12467597440146,48.792798313520585,0.5979167472325141,7.39463740307354,0.2511664529460363,24.14663160174566,9.793499970909417,0.500085335932847,0.0,
"[L L]","[(L L1)]",1,0.9999999999993633,0.016129032258054246,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999999596,0.016129032258063863,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999999899937,0.016129032257903127,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999840432024355,0.016128774890361863,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L L1)]",1,0.9999109007703936,0.016127595173716026,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L2) (H1)]",1,0.9999999999453842,0.016129032257183616,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[L (H L1)]",1,0.9999107994416851,0.01612759353938202,1,1,0,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H2) (H1)]",1,0.9999999999460751,0.01612903225719476,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H2) (L L1)]",1,0.9999999999993633,0.016129032258054246,0,2,0,0,0,0,0,1,0,1,2,1
"[H L H]","[(H2) (L H1)]",1,0.9999954441547471,0.016128958776689465,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H L1)]",1,0.9999999999899937,0.016129032257903127,1,2,0,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H H1)]",1,0.9999284160896273,0.01612787767886496,1,2,0,0,0,0,0,1,0,1,2,1
"[L L L L]","[(L L2) (L L1)]",1,0.9999999999987266,0.016129032258043973,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.9999999999993229,0.01612903225805359,0,2,0,0,0,0,0,2,0,2,2,1
