UR,SR,p_TD,p_LE,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.041140660184278546,26.819785613244484,0.0006621752388641456,8.460414779646985,2.178414793879625,0.0,2.851973822889274,0.0,10.597404429713606,2.021366689943341,4.5403024229627675,0.0,
"[L L]"
,[L L1],0
,,,1.1533406915801445e-19,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,3.632544906700572e-14,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0
,,,1.4814341707539075e-30,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1
,,,1.3396981745248928e-26,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,0.01612903225802819,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0
,,,3.7007358864904336e-35,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0
,,,1.363399228290975e-29,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1
,,,0.016129032258026664,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,1.3396981745247697e-26,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0
,,,3.4058755706857332e-34,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0
,,,3.785106935930303e-14,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,1.061446968012576e-18,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0
,,,1.1068542912540607e-19,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,3.486132022833602e-14,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1
,,,0.016129032258029655,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,1.183260834811208e-25,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0
,,,1.30844623582902e-29,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0
,,,3.2685987916773874e-34,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0
,,,1.204194302661242e-28,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0
,,,3.0081694874757283e-33,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0
,,,1.0186644241899578e-18,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,3.632544906700569e-14,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1
,,,0.01612903225802819,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,1.1832608348111038e-25,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0
,,,6.719177226631527e-49,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0
,,,4.902523021790227e-36,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,1.5440914521439138e-30,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0
,,,3.106839823775474e-36,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,6.855992556357852e-19,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,9.864282157592414e-42,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0
,,,3.632544484744582e-14,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,1.1533405576082172e-19,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0
,,,2.2105722536205903e-15,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,1.836129759959285e-39,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1
,,,0.016129030384481654,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,1.3396980189057197e-26,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,4.219493208399137e-21,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0
,,,2.689740378182794e-44,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0
,,,2.6955833161243785e-32,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
