UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,46.44132868866087,0.0,28.52885455033918,31.353597795036347,61.04932673913055,0.0,37.43198761788461,14.863524355793002,0.0,6.788332006298708,0.0,3.3942634983989,
"[L L]","[(L L1)]",1,0.9999999999995925,0.016129032258057945,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999833769269,0.01612903198995043,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999996493666361,0.01612902660268768,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[L (L L1)]",1,0.9999954606165327,0.016128959042202136,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[(L L1) (H2)]",1,0.9999999999994695,0.016129032258055963,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9999023154928987,0.016127456701498365,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.999999999999877,0.016129032258062535,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999996493662286,0.016129026602681104,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.9999996493666354,0.016129026602687672,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2 L)]",1,0.9999996327435687,0.01612902633457369,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999996493665076,0.016129026602685607,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999999990622,0.016129032258049392,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999999994695,0.016129032258055963,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H2 L)]",1,0.9999999833763964,0.016129031989941877,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H2) (H2)]",1,0.999999999994736,0.016129032257979615,0,3,0,0,0,0,0,0,2,5,3,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999999994695,0.016129032258055963,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.999999999999877,0.016129032258062535,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2 L)]",1,0.9999999833768038,0.016129031989948448,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999999999951433,0.016129032257986186,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L L2)]",1,0.9439983341827399,0.015225779583592582,0,1,1,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1) (L L2) (H2)]",1,0.9999993094479825,0.01612902112012875,0,3,0,0,0,0,0,0,3,4,4,1
"[H L H L]","[(H1 L) (H2 L)]",1,0.7858076851235225,0.012674317501992296,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999996493666357,0.01612902660268767,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) (L L2)]",1,0.9999996493661056,0.016129026602679123,0,3,0,0,0,0,0,0,3,3,5,1
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999996493665126,0.016129026602685687,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9999996327434457,0.016129026334571698,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999996493617743,0.01612902660260926,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) L (L L2)]",1,0.9999999996026101,0.016129032251655,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999831071248427,0.016128759792336172,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.7823582544659469,0.012618681523644298,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999999999994695,0.016129032258055963,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.9999999999990621,0.01612903225804939,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.9999999999994691,0.016129032258055957,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H2 L)]",1,0.9999999833763964,0.016129031989941877,0,2,1,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L L1) (H2) (H2) (H2)]",1,0.9999999957939771,0.016129032190225438,0,4,0,0,0,0,0,0,3,9,6,1
