UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,0.0,12.901742030183888,26.83494407156947,3.7469732639397124,3.314542107670975,0.0,28.34017356909176,7.445955931276219,0.0,7.087408685124872,54.760530164598286,
"[L L]","[(L1) L]",1,0.9999352715964687,0.01612798825155595,0,1,0,1,1,0,1,0,1,0,1,0
"[L H]","[(L1) H]",1,0.9999352715957414,0.01612798825154422,1,1,0,1,1,0,1,0,1,0,1,0
"[H L]","[(H1) L]",1,0.9999984730228539,0.01612900762940087,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H1) H]",1,0.9999984730221266,0.01612900762938914,1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]","[(L L1) L]",1,0.9999975063035392,0.01612899203715386,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) H]",1,0.9999975063028119,0.016128992037142128,1,1,0,1,0,0,1,0,1,0,1,0
"[L H L]","[(L H1) L]",1,0.9999975062941514,0.016128992037002444,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) H]",1,0.9999975062934241,0.016128992036990714,1,1,0,1,0,0,1,0,1,0,1,0
"[H L L]","[(H L1) L]",1,0.9999975062941514,0.016128992037002444,1,1,0,1,0,0,1,0,1,0,1,0
"[H L H]","[(H L1) H]",1,0.9999975062934241,0.016128992036990714,2,1,0,1,0,0,1,0,1,0,1,0
"[H H L]","[(H H1) L]",1,0.9999975058961836,0.016128992030583607,1,1,0,1,0,0,1,0,1,0,1,0
"[H H H]","[(H H1) H]",1,0.9999975058954563,0.01612899203057188,2,1,0,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L L1) (L2) L]",1,0.999996868244459,0.01612898174587837,0,2,0,1,1,0,1,0,2,2,3,0
"[L L L H]","[(L L1) (L2) H]",1,0.9999968682437319,0.01612898174586664,1,2,0,1,1,0,1,0,2,2,3,0
"[L L H L]","[(L L1) (H2) L]",1,0.9999974912525529,0.016128991794396016,0,2,0,1,0,0,1,0,2,2,3,0
"[L L H H]","[(L L1) (H2) H]",1,0.9999974912518256,0.016128991794384276,1,2,0,1,0,0,1,0,2,2,3,0
"[L H L L]","[(L H1) (L2) L]",1,0.9999968682444514,0.01612898174587824,0,2,0,1,1,0,1,0,2,2,3,0
