UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,383.36125397831387,123.23089871888118,0.0,29.593151597725573,90.82568878636886,0.09701470588842967,17.044864218266305,42.50475649407808,13.136619736576026,7.05503337285124,0.0,0.0,
"[L L]","[(L1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.999999999999824,0.016129032258061678,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L1 L) L]",1,0.9999999965168216,0.01612903220188422,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) (H2)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,1,2,1,1
"[L H L]","[L (H1 L)]",1,1.0,0.016129032258064516,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H1) (H2)]",1,1.0,0.016129032258064516,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) (H2)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H2 L)]",1,0.9999999107225687,0.016129030818105947,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.999999999999824,0.016129032258061678,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L1 L) (L2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L1 L) (L H2)]",1,0.9999999999999998,0.016129032258064516,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L1 L) (H2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L1 L) (H2) (H2)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,2,5,3,1
"[L H L L]","[L (H1 L) L]",1,0.9999999999790653,0.01612903225772686,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) (H2)]",1,1.0,0.016129032258064516,0,1,1,1,0,1,0,1,1,4,1,1
"[L H H L]","[(L H1) (H2 L)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,1.0,0.016129032258064516,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1 L) (L H2)]",1,0.9999999999999998,0.016129032258064516,0,1,1,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H1 L) (H2 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1 L) (H2) (H2)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,2,5,3,1
"[H H L L]","[(H1) (H2 L) L]",1,0.9999999107225687,0.016129030818105947,0,1,1,1,0,0,1,0,3,1,4,0
"[H H L H]","[(H1) (H2 L) (H2)]",1,0.9999999107225687,0.016129030818105947,0,2,1,0,0,0,0,0,3,4,4,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.999999999999824,0.016129032258061678,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.999999999999824,0.016129032258061678,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L1 L) L (L2 L)]",1,0.9999541381393207,0.016128292550634207,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L1 L) (L2 L) (H2)]",1,0.9997814006820668,0.016125506462613983,0,1,2,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L1 L) L (H2 L)]",1,0.9999999999999998,0.016129032258064512,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L1 L) (L H2) (H2)]",1,0.9999999999999998,0.016129032258064516,0,2,1,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L1 L) (H2 L) L]",1,1.0,0.01612903225806452,0,0,2,1,0,0,1,0,3,2,4,0
"[L L H L H]","[(L1 L) (H2 L) (H2)]",1,1.0,0.016129032258064516,0,1,2,0,0,0,0,0,3,6,4,1
"[L L H H L]","[(L1 L) (H2) (H2 L)]",1,1.0,0.016129032258064516,0,1,2,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L1 L) (H2) (H2) (H2)]",1,1.0,0.016129032258064516,0,3,1,0,0,0,0,0,3,9,6,1
"[L H L L L]","[L (H1 L) (L2 L)]",1,1.0,0.01612903225806452,0,0,2,1,0,1,0,1,2,4,2,1
"[L H L L H]","[L (H1 L) (L H2)]",1,0.9999999999999998,0.016129032258064512,0,1,1,1,0,1,0,1,2,4,2,1
"[L H L H L]","[L (H1 L) (H2 L)]",1,1.0,0.01612903225806452,0,0,2,1,0,1,0,1,2,4,2,1
"[L H L H H]","[L (H1 L) (H2) (H2)]",1,1.0,0.016129032258064516,0,2,1,1,0,1,0,1,2,8,3,1
"[L H H L L]","[(L H1) (H2 L) L]",1,1.0,0.016129032258064516,0,1,1,1,0,0,1,0,3,2,4,0
"[L H H L H]","[(L H1) (H2 L) (H2)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,3,6,4,1
"[L H H H L]","[(L H1) (H2) (H2 L)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,0,3,5,5,1
"[L H H H H]","[(L H1) (H2) (H2) (H2)]",1,1.0,0.016129032258064516,0,4,0,0,0,0,0,0,3,9,6,1
