UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0004906968107355114,21.217636938560652,0.8516945751933979,1.640599833204745,1.6732478192527744,18.17557737155044,0.0,0.7154360167587579,12.031888164818886,5.5828535834369,2.110475881678342,25.64383277777369,
"[L L]","[(L1 L)]",1,0.9999948578968586,0.016128949320917074,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999948578961569,0.01612894932090576,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.999972602223936,0.01612859035845058,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9999726022232347,0.01612859035843927,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999999985705015,0.01612903223500809,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999999985705017,0.01612903223500809,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999999985697999,0.016129032234996774,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999999985697999,0.016129032234996774,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999999985712027,0.016129032235019398,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999999985712027,0.0161290322350194,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999999985705015,0.016129032235008087,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.9999999985705015,0.016129032235008087,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L1 L) L L]",1,0.9999594954253033,0.016128378958472633,0,0,1,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L1 L) L H]",1,0.999959495425303,0.016128378958472637,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H L]","[(L1 L) H L]",1,0.999959491366085,0.016128378893001366,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H H]","[(L1 L) H H]",1,0.999959491366085,0.01612837889300137,2,0,1,2,0,0,1,0,2,0,2,0
"[L H L L]","[(L1 H) L L]",1,0.999959479428815,0.016128378700464765,1,0,1,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L1 H) L H]",1,0.999959479428815,0.016128378700464758,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H L]","[(L1 H) H L]",1,0.9999594753695971,0.0161283786349935,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H H]","[(L1 H) H H]",1,0.9999594753695968,0.016128378634993504,3,0,1,2,0,0,1,0,2,0,2,0
"[H L L L]","[(H1 L) L L]",1,0.9999594998128403,0.016128379029239363,0,0,1,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H1 L) L H]",1,0.9999594998128403,0.01612837902923936,1,0,1,2,0,0,1,0,2,0,2,0
"[H L H L]","[(H1 L) H L]",1,0.9999594957536218,0.016128378963768102,1,0,1,2,0,0,1,0,2,0,2,0
