UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0004906968107355114,21.217636938560652,0.8516945751933979,1.640599833204745,1.6732478192527744,18.17557737155044,0.0,0.7154360167587579,12.031888164818886,5.5828535834369,2.110475881678342,25.64383277777369,
"[L L]"
,[L L1],0,1.4294908493472392e-09
,,,,1.2221661573949589e-21,1.9712357377338045e-23,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,1.429490849346017e-09,2.305630402170995e-11,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,6.842797692863417e-24
,,,,6.842797692863417e-24,1.103677047236035e-25,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999999985705091
,,,,5.140673650559799e-06,8.291409113806127e-08,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999948578968586,0.016128949320917074,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,8.328388535502919e-29
,,,,8.328388535502919e-29,1.3432884734682126e-30,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,3.648623928071815e-23
,,,,3.648623928071815e-23,5.884877303341638e-25,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1,0.9999999985698075
,,,,0.9999948578961569,0.01612894932090576,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,5.14067365055619e-06,8.291409113800309e-08,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,4.440750560930239e-28
,,,,4.440750560930239e-28,7.162500904726194e-30,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0,1.4301924680792387e-09
,,,,1.430192468072722e-09,2.3067620452785843e-11,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,6.5166688920258004e-21,1.051075627746097e-22,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,1.4287577759801812e-09
,,,,1.2215394045476057e-21,1.9702248460445254e-23,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,1.4287577759789596e-09,2.3044480257725155e-11,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,0.9999999985712422
,,,,0.999972602223936,0.01612859035845058,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,2.7396347306270924e-05,4.4187656945598264e-07,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,3.646752835979381e-23
,,,,3.646752835979381e-23,5.881859412869969e-25,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,4.4384732494224395e-28
,,,,4.4384732494224395e-28,7.158827821649095e-30,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,1.9444721668441555e-22
,,,,1.9444721668441555e-22,3.1362454303937993e-24,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,2.3666226050843523e-27
,,,,2.3666226050843523e-27,3.8171332340070196e-29,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,1.4294590349071458e-09
,,,,6.513327005361195e-21,1.0505366137679347e-22,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,1.4294590349006323e-09,2.305579088549407e-11,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1,0.999999998570541
,,,,0.9999726022232347,0.01612859035843927,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.739634730625171e-05,4.4187656945567273e-07,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,5.053663748677743e-50
,,,,5.053663748677743e-50,8.151070562383458e-52,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,8.712083941472968e-35
,,,,7.448536070387898e-47,1.2013767855464354e-48,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,8.71208394146552e-35,1.4051748292686325e-36,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,6.094505009961611e-26
,,,,1.670220805683211e-38,2.6939045252955022e-40,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,6.094505009959941e-26,9.829846790257972e-28,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,2.2855232069764503e-42,3.6863277531878237e-44,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,3.3987787178358307e-25
,,,,3.398551315111329e-25,5.481534379211822e-27,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,2.274027245017456e-29,3.6677858790604133e-31,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,1.6130501450196602e-19
,,,,1.613041852855271e-19,2.6016804078310826e-21,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,8.292164389387801e-25,1.3374458692560973e-26,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
