UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,41.171857191756516,4.742002169005869,17.212836061685117,0.6849185490726464,19.579685877774974,24.58704009361725,1.8881529019089123,0.0,12.347869676963803,3.4974727121605027,1.9428452074650306,25.821063970342276,
"[L L]","[(L L1)]",1,0.9999717999547425,0.016128577418624883,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.999999999999561,0.016129032258057435,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,0.9999999995058153,0.016129032250093794,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H2) (H1)]",1,0.9999956607618314,0.016128962270352123,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[(L L1) L]",1,0.9999961630689989,0.016128970372080626,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L2) (H1)]",1,0.9999915161781694,0.016128895422228534,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[(L H1) L]",1,0.9999999999996627,0.016129032258059076,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H2) (H1)]",1,0.9999956521100622,0.016128962130807455,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H1 L) L]",1,0.9243220916643964,0.014908420833296718,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H2) (L H1)]",1,0.984966671188164,0.015886559212712325,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H1) L]",1,0.9999956605375323,0.01612896226673439,0,2,0,1,0,0,1,1,1,1,3,0
"[H H H]","[(H2) (H2) (H1)]",1,0.9999956520901248,0.016128962130485886,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[(L L1) L L]",1,0.9999276970605112,0.016127866081621152,0,1,0,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L L2) (L H1)]",1,0.984963648811952,0.015886510464708903,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H1) L]",1,0.9999898270609631,0.01612886817840263,0,2,0,1,0,0,1,2,1,2,3,0
"[L L H H]","[(L L2) (H2) (H1)]",1,0.9999895327939967,0.01612886343216124,0,3,0,0,0,0,0,3,0,5,3,1
"[L H L L]","[(L H1) L L]",1,0.9999325633139464,0.016127944569579784,0,1,0,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L H2) (L H1)]",1,0.984967457626419,0.01588657189720031,0,2,0,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L H2) (H1) L]",1,0.9999956605374525,0.0161289622667331,0,2,0,1,0,0,1,2,1,2,3,0
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999953662774336,0.016128957520603768,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H2) (L L1) L]",1,0.9999925226349807,0.01612891165540292,0,2,0,1,0,0,1,1,1,1,4,0
"[H L L H]","[(H2) L (L H1)]",1,0.9849129409369768,0.01588569259575769,0,2,0,1,0,0,0,2,0,2,3,1
"[H L H L]","[(H2) (L H1) L]",1,0.9849666711808572,0.01588655921259447,0,2,0,1,0,0,1,1,1,1,4,0
"[H L H H]","[(H2) (L H2) (H1)]",1,0.9849621072053452,0.015886485600086212,0,3,0,0,0,0,0,3,0,4,4,1
"[H H L L]","[(H2) (H1 L) L]",1,0.9244725898424436,0.014910848223265223,0,1,1,1,0,0,1,1,1,1,4,0
"[H H L H]","[(H2) (H2) (L H1)]",1,0.9849666711861355,0.0158865592126796,0,3,0,0,0,0,0,2,0,3,5,1
"[H H H L]","[(H2) (H2) (H1) L]",1,0.9999956605091131,0.01612896226627602,0,3,0,1,0,0,1,2,1,3,6,0
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.999995366267921,0.016128957520450335,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[(L L2) (L L1) L]",1,0.9999859748428255,0.016128806045852023,0,2,0,1,0,0,1,2,1,2,4,0
"[L L L L H]","[(L L2) L (L H1)]",1,0.9849634066901517,0.015886506559518572,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L H L]","[(L L2) (L H1) L]",1,0.9849634733975767,0.015886507635444785,0,2,0,1,0,0,1,2,1,2,4,0
"[L L L H H]","[(L L2) (L H2) (H1)]",1,0.9849496117967572,0.01588628406123802,0,3,0,0,0,0,0,4,0,6,4,1
"[L L H L L]","[(L L2) (H1 L) L]",1,0.9244724644102582,0.014910846200165457,0,1,1,1,0,0,1,2,1,2,4,0
"[L L H L H]","[(L L2) (H2) (L H1)]",1,0.9849492570737971,0.015886278339899952,0,3,0,0,0,0,0,3,0,5,5,1
"[L L H H L]","[(L L2) (H2) (H1) L]",1,0.9999779804261599,0.016128677103647748,0,3,0,1,0,0,1,3,1,5,6,0
"[L L H H H]","[(L L2) (H2) (H2) (H1)]",1,0.9999682455252187,0.016128520089116433,0,4,0,0,0,0,0,4,0,9,6,1
"[L H L L L]","[(L H2) (L L1) L]",1,0.9999900198344033,0.016128871287651673,0,2,0,1,0,0,1,2,1,2,4,0
"[L H L L H]","[(L H2) L (L H1)]",1,0.9849673909157345,0.015886570821221524,0,2,0,1,0,0,0,3,0,3,3,1
"[L H L H L]","[(L H2) (L H1) L]",1,0.9849674576191231,0.01588657189708263,0,2,0,1,0,0,1,2,1,2,4,0
"[L H L H H]","[(L H2) (L H2) (H1)]",1,0.9849535959622328,0.01588634832197149,0,3,0,0,0,0,0,4,0,6,4,1
"[L H H L L]","[(L H2) (H1 L) L]",1,0.9244771559296224,0.014910921869832616,0,1,1,1,0,0,1,2,1,2,4,0
"[L H H L H]","[(L H2) (H2) (L H1)]",1,0.9849666711755967,0.015886559212509626,0,3,0,0,0,0,0,3,0,5,5,1
"[L H H H L]","[(L H2) (H2) (H1) L]",1,0.9999956602497069,0.01612896226209205,0,3,0,1,0,0,1,3,1,5,6,0
"[L H H H H]","[(L H2) (H2) (H2) (H1)]",1,0.9999859251766507,0.016128805244784692,0,4,0,0,0,0,0,4,0,9,6,1
"[H L L L L]","[(H2) L (L L1) L]",1,0.9999205511358357,0.01612775082477154,0,2,0,2,0,0,1,2,1,2,5,0
"[H L L L H]","[(H2) L L (L H1)]",1,0.9848940699643053,0.01588538822523073,0,2,0,2,0,0,0,3,0,3,4,1
"[H L L H L]","[(H2) L (L H1) L]",1,0.9849148290471336,0.01588572304914732,0,2,0,2,0,0,1,2,1,2,5,0
"[H L L H H]","[(H2) L (L H2) (H1)]",1,0.984900968113725,0.015885499485705244,0,3,0,1,0,0,0,4,0,6,5,1
"[H L H L L]","[(H2) (L H1) L L]",1,0.8318788399252519,0.01341740064395567,0,2,0,2,0,0,1,1,2,1,6,0
"[H L H L H]","[(H2) (L H2) (L H1)]",1,0.9701601063430806,0.015647743650694844,0,3,0,0,0,0,0,3,0,4,6,1
"[H L H H L]","[(H2) (L H2) (H1) L]",1,0.9849623969804868,0.015886490273878822,0,3,0,1,0,0,1,3,1,4,7,0
"[H L H H H]","[(H2) (L H2) (H2) (H1)]",1,0.9849528082394395,0.015886335616765154,0,4,0,0,0,0,0,4,0,8,7,1
"[H H L L L]","[(H2) (H2) (L L1) L]",1,0.9999388854073998,0.016128046538829027,0,3,0,1,0,0,1,2,1,3,8,0
"[H H L L H]","[(H2) (H2) L (L H1)]",1,0.9849150781341949,0.015885727066680563,0,3,0,1,0,0,0,3,0,4,7,1
"[H H L H L]","[(H2) (H2) (L H1) L]",1,0.9849666711683714,0.01588655921239309,0,3,0,1,0,0,1,2,1,3,8,0
"[H H L H H]","[(H2) (H2) (L H2) (H1)]",1,0.9849528095259606,0.01588633563751549,0,4,0,0,0,0,0,4,0,7,8,1
"[H H H L L]","[(H2) (H2) (H1 L) L]",1,0.9244771559129794,0.01491092186956418,0,2,1,1,0,0,1,2,1,3,8,0
"[H H H L H]","[(H2) (H2) (H2) (L H1)]",1,0.984966671108307,0.01588655921142431,0,4,0,0,0,0,0,3,0,6,9,1
"[H H H H L]","[(H2) (H2) (H2) (H1) L]",1,0.9999956601813904,0.01612896226099017,0,4,0,1,0,0,1,3,1,6,10,0
"[H H H H H]","[(H2) (H2) (H2) (H2) (H1)]",1,0.9999859251083351,0.016128805243682817,0,5,0,0,0,0,0,4,0,10,10,1
"[L L L L L L]","[(L L2) L (L L1) L]",1,0.9999683718342216,0.016128522126358413,0,2,0,2,0,0,1,3,1,3,5,0
"[L L L L L L L]","[(L L2) L L (L L1) L]",1,0.9999596070102039,0.0161283807582291,0,2,0,3,0,0,1,4,1,4,6,0
