UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,148.79283575834785,17.185102706791934,87.06015522264413,12.292979308396767,73.06167630185806,0.1705290102670206,55.064396271511626,22.17129657762135,0.44333516989749544,10.6190373058076,14.133548252335878,0.0,
"[L L]"
,[L L1],1,1.0
,,,,4.132598276260692e-52,6.665481090743052e-54,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,1.0,0.016129032258064516,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,4.980304875682733e-92
,,,,4.980304875682733e-92,8.032749799488278e-94,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0,4.50453815261831e-31
,,,,4.8542325718314045e-68,7.82940737392162e-70,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,4.50453815261831e-31,7.265384117126307e-33,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,1.3601589759029932e-82
,,,,1.3601589759029932e-82,2.193804799843537e-84,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,2.6763245996515996e-60
,,,,2.6763245996515996e-60,4.316652580083225e-62,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,1.080793572037238e-95
,,,,1.080793572037238e-95,1.7432154387697385e-97,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.1646972859491839e-132,1.8785440095954577e-134,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,7.309245151677753e-51
,,,,7.309245151677753e-51,1.1789105083351213e-52,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,1.0
,,,,1.0,0.016129032258064516,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,2.2207826033376822e-20,3.581907424738197e-22,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,5.326472617859725e-35
,,,,2.201217155911664e-86,3.550350251470426e-88,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,5.326472617859725e-35,8.591084867515685e-37,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,1.0
,,,,0.9999942090388434,0.016128938855465215,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,5.79096115672634e-06,9.340259930203774e-08,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,5.9413618233073856e-30
,,,,5.9413618233073856e-30,9.582841650495783e-32,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,1.6226309060950992e-20
,,,,1.6226309060950992e-20,2.617146622734031e-22,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,3.6615608631725084e-10
,,,,3.6615608631725084e-10,5.905743327697596e-12,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],1,0.9999999996338438
,,,,0.9999999996338438,0.016129032252158775,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,6.108535447588367e-47
,,,,1.3565729253875567e-66,2.1880208473992852e-68,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,6.108535447588367e-47,9.852476528368335e-49,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0,2.7516290326050936e-77
,,,,2.751613098028248e-77,4.438085641981046e-79,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.5934576845536796e-82,2.5700930396027097e-84,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,2.9154868730298948e-133
,,,,2.9154868730298948e-133,4.702398182306282e-135,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,8.0459471689484e-36
,,,,3.325066740128039e-87,5.363010871174257e-89,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,8.0459471689484e-36,1.297733414346516e-37,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,1.537115309130094e-37
,,,,1.537115309130094e-37,2.4792182405324097e-39,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,3.6243275996479473e-66,5.845689676851528e-68,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,3.205244817707647e-79,5.169749705980076e-81,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],1,0.9999999999999998
,,,,0.9999999999999998,0.016129032258064512,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,4.9009807689018466e-52,7.904807691777172e-54,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,3.9496716545651225e-77
