UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0,0.0,13.580806531345583,9.68926789992585,0.5196969565181673,9.643733894980759,10.155091338698247,2.8470826323104066,13.735990972217234,11.597540685573616,3.516093433832294,0.0,
"[L L]"
,[L L1],1,0.9999987298648876
,,,,1.2730976885369184e-15,2.0533833686079323e-17,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,0.9999987298648864,0.01612901177201429,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,5.60216932424093e-09
,,,,5.60216932424093e-09,9.035756974582144e-11,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0,1.2645328387217337e-06
,,,,4.6080497029738405e-17,7.432338230602967e-19,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,1.2645328386756532e-06,2.0395690946381498e-08,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,1.0455948251285759e-13
,,,,1.0455948251285759e-13,1.6864432663364123e-15,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,9.42014851848921e-09
,,,,9.42014851848921e-09,1.519378793304711e-10,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,1.264532833893682e-06
,,,,1.2645328338476014e-06,2.03956908685097e-08,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,4.608049685380069e-17,7.432338202225918e-19,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.7581865118312044e-13
,,,,1.7581865118312044e-13,2.8357846965019423e-15,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,0.9999987260468417
,,,,0.9999987260468395,0.016129011710432895,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,2.1407366701091377e-15,3.4528010808211896e-17,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],1,0.9999987260468419
,,,,1.273097683676167e-15,2.0533833607680114e-17,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
