UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,43.35119941165718,0.0,27.261768797626566,23.09826201944192,46.778456311374335,2.786045198980193,6.8525927208696595,23.577200981057544,0.0,0.0,6.48646852250563,0.0,
"[L L]"
,[L L1],1,0.9999999999985534
,,,,1.5977707794270734e-42,2.577049644237215e-44,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,0.9999999999985534,0.016129032258041184,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,2.0524062706652303e-54
,,,,2.0524062706652303e-54,3.310332694621339e-56,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0,1.4466525745474641e-12
,,,,7.241793281821995e-37,1.1680311744874186e-38,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,1.4466525745474641e-12,2.333310604108813e-14,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,3.5621451958310785e-44
,,,,3.5621451958310785e-44,5.745395477146901e-46,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,4.2451083639087595e-34
,,,,4.2451083639087595e-34,6.846948974046386e-36,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,2.1536620527073178e-31
,,,,2.1536620527073178e-31,3.4736484721085766e-33,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.078100966259278e-55,1.7388725262246418e-57,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,7.367787060686839e-24
,,,,7.367787060686839e-24,1.1883527517236836e-25,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,1.0
,,,,1.0,0.016129032258064516,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,3.304759976764427e-22,5.330258027039398e-24,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,1.028973187420475e-07
,,,,1.6440632916767505e-49,2.651714986575404e-51,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,1.028973187420475e-07,1.6596341732588306e-09,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,0.9999998970975889
,,,,0.9998963680262848,0.016127360774617495,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,0.00010352907130400895,1.6698237307098219e-06,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,2.934131186454379e-22
,,,,2.934131186454379e-22,4.732469655571579e-24,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,5.092462179224816e-12
,,,,5.092462179224816e-12,8.213648676169058e-14,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,5.76171424160078e-11
,,,,5.76171424160078e-11,9.29308748645287e-13,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],1,0.9999999999423829
,,,,0.9999999999423829,0.016129032257135207,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,9.769015484060998e-17
,,,,3.228425138411675e-38,5.20713732001883e-40,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,9.769015484060998e-17,1.5756476587195158e-18,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0,1.4133834663758704e-28
,,,,1.4132371400831425e-28,2.2794147420695848e-30,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.463262927276611e-32,2.360101495607437e-34,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,1.538474707847774e-64
,,,,1.538474707847774e-64,2.481410819109313e-66,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,4.918860595029317e-08
,,,,7.859211726824424e-50,1.2676147946491005e-51,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,4.918860595029317e-08,7.933646121015028e-10,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,7.495955997091089e-11
,,,,7.495955989975205e-11,1.2090251596734202e-12,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,7.115882343649526e-20,1.1477229586531493e-21,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,3.3709618962432484e-41,5.437035316521368e-43,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,2.206314255806025e-06
,,,,2.206314255806025e-06,3.558571380332298e-08,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,5.71670657861906e-47,9.220494481643644e-49,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,6.24802829370611e-33
,,,,6.24802829370611e-33,1.0077464989848565e-34,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,3.127698392694435e-57,5.044674826926508e-59,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1,0.999997744420732
,,,,3.1917701984271973e-18,5.148016449076125e-20,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,,1.597767175530728e-42,2.577043831501174e-44,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,,0.999997744420732,0.01612899587775374,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0,8.864251635059996e-75
,,,,8.864251635059996e-75,1.429718005654838e-76,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0,1.4466493115100014e-12
,,,,6.853120204662742e-34,1.1053419684939907e-35,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,,1.4466493115100014e-12,2.3333053411451634e-14,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0,4.318955638434135e-21
,,,,2.3622844387733136e-40,3.81013619156986e-42,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,,4.318955638434135e-21,6.966057481345379e-23,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,,1.1190700529639631e-61,1.8049516983289728e-63,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0,1.084404403160788e-22
,,,,5.428416372911431e-47,8.755510278889405e-49,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,,1.084404403160788e-22,1.7490393599367547e-24,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0,1.6329314172124843e-28
,,,,4.528253213680862e-60,7.303634215614294e-62,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,,1.6329314172124843e-28,2.6337603503427164e-30,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0,2.6701683617890007e-54
,,,,2.6701683617890007e-54,4.306723164175807e-56,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0,3.127705447477446e-57
,,,,3.127705447477446e-57,5.0446862056087845e-59,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0,1.802094502130175e-67
,,,,1.802094502130175e-67,2.9066040356938304e-69,"[(L2) (L2) (H1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L1 L2 H],0,1.586772340500636e-54
,,,,7.943218349307299e-79,1.2811642498882741e-80,"[(L1) (L2) H]",1,2,0,1,2,0,1,0,2,1,3,0
,,,,1.586772340500636e-54,2.559310226613929e-56,"[(L1) (L2 H)]",1,1,1,0,1,0,0,0,2,1,2,1
,[L L2 H1],0,3.3197351005642766e-21
