UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,194.08576009104704,69.56458775646679,0.0,32.30222464282171,37.227280068506225,0.0,3.381455766634454,2.112371092960526,50.8503513974084,0.0,8.004452039328477,48.02498715109023,
"[L L]","[(L1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999999989,0.0161290322580645,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H2) (H1)]",1,1.0,0.016129032258064516,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[L (L1 L)]",1,0.9999944344042443,0.016128942490391037,0,0,1,1,0,1,0,1,0,1,0,1
"[L L H]","[(L2 L) (H1)]",1,0.999999999768259,0.016129032254326763,0,1,1,0,0,0,0,2,0,2,1,1
"[L H L]","[L (H1 L)]",1,1.0,0.016129032258064516,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H2) (H1)]",1,0.9999999999999906,0.016129032258064366,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H2 L) (H1)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,2,0,2,1,1
"[H H L]","[(H2) (H1 L)]",1,1.0,0.016129032258064516,0,1,1,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H2) (H1)]",1,1.0,0.016129032258064516,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[(L2 L) (L1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L2 L) (L H1)]",1,0.9999999999966088,0.016129032258009816,0,1,1,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H2) (H1)]",1,0.9999999160731833,0.01612903090440618,0,2,1,0,0,0,0,3,0,5,3,1
"[L H L L]","[L (H1 L) L]",1,0.9998594970542162,0.016126766081519615,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H2 L) (H1)]",1,1.0,0.016129032258064516,0,1,1,1,0,1,0,3,0,4,1,1
"[L H H L]","[(L H2) (H1 L)]",1,0.9999999999999906,0.016129032258064366,0,1,1,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999999999999906,0.016129032258064366,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H2 L) (L1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H2 L) (L H1)]",1,0.9999999999999989,0.016129032258064495,0,1,1,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H2 L) (H1 L)]",1,1.0,0.016129032258064516,0,0,2,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H2 L) (H2) (H1)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,3,0,5,3,1
"[H H L L]","[(H2) (H1 L) L]",1,1.0,0.016129032258064516,0,1,1,1,0,0,1,1,1,1,4,0
"[H H L H]","[(H2) (H2 L) (H1)]",1,1.0,0.016129032258064516,0,2,1,0,0,0,0,3,0,4,4,1
"[H H H L]","[(H2) (H2) (H1 L)]",1,0.9999999999999637,0.01612903225806393,0,2,1,0,0,0,0,2,0,3,5,1
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.9999999999999637,0.01612903225806393,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[L (L2 L) (L1 L)]",1,0.9996661371881314,0.01612364737400212,0,0,2,1,0,1,0,3,0,4,2,1
"[L L L L H]","[(L2 L) (L2 L) (H1)]",1,0.9999993058767154,0.016129021062527667,0,1,2,0,0,0,0,4,0,6,4,1
"[L L L H L]","[L (L2 L) (H1 L)]",1,0.9996661390456564,0.016123647403962202,0,0,2,1,0,1,0,3,0,4,2,1
"[L L L H H]","[(L2 L) (L H2) (H1)]",1,0.9999999999719614,0.01612903225761228,0,2,1,0,0,0,0,4,0,6,4,1
"[L L H L L]","[(L2 L) (H1 L) L]",1,1.0,0.016129032258064516,0,0,2,1,0,0,1,2,1,2,4,0
"[L L H L H]","[(L2 L) (H2 L) (H1)]",1,1.0,0.016129032258064516,0,1,2,0,0,0,0,4,0,6,4,1
"[L L H H L]","[(L2 L) (H2) (H1 L)]",1,0.9997487644950274,0.01612498007250044,0,1,2,0,0,0,0,3,0,5,5,1
