UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0,22.18045816023234,0.0,26.729735195898687,2.9253990735474233,0.0,2.3067287338317395,3.7882437121556376,10.743137477869578,0.0,10.881224351443421,0.00589175326722459,
"[L L]"
,[L L1],0,2.3288923527843997e-10
,,,,6.964258793164411e-25,1.1232675472845824e-26,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,2.328892352784393e-10,3.756277988361924e-12,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,6.644471565896027e-29
,,,,6.644471565896027e-29,1.0716889622412946e-30,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999999997671108
,,,,1.2517177763475662e-33,2.018899639270268e-35,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999999997671108,0.01612903225430824,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,6.338528721757105e-32
,,,,6.338528721757105e-32,1.0223433422188879e-33,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,1.238640061273955e-27
,,,,1.238640061273955e-27,1.9978065504418628e-29,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1,0.9999999997671108
,,,,0.9999999997671108,0.01612903225430824,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.2517177763475662e-33,2.018899639270268e-35,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.1816072243579914e-30
,,,,1.1816072243579914e-30,1.9058181038032118e-32,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0,2.3288923527845227e-10
,,,,2.328892352784393e-10,3.756277988361924e-12,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,1.2982537215703529e-23,2.093957615436053e-25,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,2.3288923527843997e-10
,,,,6.964258793164411e-25,1.1232675472845824e-26,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,2.328892352784393e-10,3.756277988361924e-12,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,0.9999999997671108
,,,,0.9999999997671108,0.01612903225430824,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,2.3334102160218656e-32,3.763564864551396e-34,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,1.238640061273955e-27
,,,,1.238640061273955e-27,1.9978065504418628e-29,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,1.1816072243579914e-30
,,,,1.1816072243579914e-30,1.9058181038032118e-32,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,2.3090311790443528e-26
,,,,2.3090311790443528e-26,3.7242438371683108e-28,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,2.202712480993439e-29
,,,,2.202712480993439e-29,3.55276206611845e-31,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,2.3288923527845227e-10
,,,,1.2982537215703529e-23,2.093957615436053e-25,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,2.328892352784393e-10,3.756277988361924e-12,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1,0.9999999997671108
,,,,0.9999999997671108,0.01612903225430824,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.3334102160218656e-32,3.763564864551396e-34,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,1.1374107732753152e-40
,,,,1.1374107732753152e-40,1.8345335052827665e-42,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,2.1196394663864097e-17
,,,,6.338514433469003e-32,1.0223410376562908e-33,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,2.1196394663864036e-17,3.418773332881296e-19,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,9.101491802996107e-08
,,,,8.608371085142558e-27,1.3884469492165415e-28,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,9.101491802996107e-08,1.4679825488703398e-09,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,1.1372601111506927e-39,1.834290501855956e-41,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,2.328887103003893e-10
,,,,2.328887103003886e-10,3.75626952097401e-12,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,6.964243094357985e-25,1.1232650152190298e-26,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,1.79443972401079e-09
,,,,1.79443972401079e-09,2.894257619372242e-11,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,2.2461321016516187e-42,3.62279371234132e-44,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1,0.9999977455708153
,,,,0.9999977455708153,0.016128995896303473,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,,1.2517149547300002e-33,2.0188950882741938e-35,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,,4.18581427329754e-19,6.751313344028291e-21,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0,1.192310372568073e-37
,,,,1.192310372568073e-37,1.923081246077537e-39,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0,1.7973412413494358e-09
,,,,2.245834577623739e-41,3.6223138348769985e-43,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,,1.7973412413494358e-09,2.898937486047477e-11,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0,2.159589596563707e-06
,,,,2.159589596563289e-06,3.4832090267149823e-08,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,,4.179056951754553e-19,6.740414438313795e-21,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,,1.2496942629656022e-33,2.0156359080090356e-35,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0,3.696337047457675e-17
,,,,2.142709574114839e-45,3.455983184056192e-47,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,,3.696337047457675e-17,5.961833947512379e-19,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0,5.029451697760911e-16
,,,,6.644456587952786e-29,1.0716865464439977e-30,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,,5.029451697760246e-16,8.112018867355236e-18,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0,1.0850390107537952e-43
,,,,1.0850390107537952e-43,1.7500629205706373e-45,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0,2.1202387592339524e-39
,,,,2.1202387592339524e-39,3.4197399342483105e-41,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0,2.222576684126055e-36
,,,,2.222576684126055e-36,3.584801103429121e-38,"[(L2) (L2) (H1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L1 L2 H],0,3.6961902924081747e-17
,,,,2.142624502476193e-45,3.455845971735795e-47,"[(L1) (L2) H]",1,2,0,1,2,0,1,0,2,1,3,0
,,,,3.6961902924081747e-17,5.961597245819637e-19,"[(L1) (L2 H)]",1,1,1,0,1,0,0,0,2,1,2,1
,[L L2 H1],0,9.375362602360815e-15
,,,,1.2385880917284802e-27,1.9977227285943227e-29,"[L (L2) (H1)]",0,2,0,1,1,1,0,2,0,3,1,1
,,,,9.375362602359578e-15,1.512155258445093e-16,"[(L L2) (H1)]",0,2,0,0,0,0,0,2,0,2,1,1
,[L1 L H],0,1.7972698818117485e-09
,,,,1.7972698818117485e-09,2.898822390018949e-11,"[(L1 L) H]",1,0,1,1,0,0,1,0,1,0,1,0
,,,,2.245745411630385e-41,3.622170018758685e-43,"[(L1) L H]",1,1,0,2,1,0,1,0,2,0,2,0
,[L2 L1 H],0,1.7943684796715586e-09
,,,,1.7943684796715586e-09,2.894142709147675e-11,"[(L2) (L1 H)]",1,1,1,0,1,0,0,1,0,1,2,1
,,,,2.2460429238457175e-42,3.622649877170512e-44,"[(L2) (L1) H]",1,2,0,1,2,0,1,1,1,1,3,0
,[L L1 H2],0,3.951203784797058e-16
,,,,3.951203784797046e-16,6.372909330317816e-18,"[(L L1) (H2)]",0,2,0,0,0,0,0,0,1,2,1,1
,,,,1.1815576477357498e-30,1.9057381415092738e-32,"[L (L1) (H2)]",0,2,0,1,1,1,0,1,1,3,1,1
,[L2 L H1],0,4.025674518174814e-05
,,,,4.025674518174772e-05,6.493023416410922e-07,"[(L2 L) (H1)]",0,1,1,0,0,0,0,2,0,2,1,1
,,,,2.329545557144655e-32,3.7573315437817013e-34,"[(L2) L (H1)]",0,2,0,1,1,0,0,2,0,2,2,1
