UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,466.454069091347,187.50810664956919,1.624657192047335,69.10103344923884,70.91943466452678,36.10674338015804,0.044605606241612195,0.0,10.506330336450697,19.191315924836765,0.0,181.95378751607961,
"[L L]","[(L1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,1.0,0.016129032258064516,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H2) (H1)]",1,0.9999726380637616,0.016128590936512283,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[(L1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L2 L) (H1)]",1,0.9999726380637616,0.016128590936512283,0,1,1,0,0,0,0,2,0,2,1,1
"[L H L]","[(L H1) L]",1,1.0,0.016129032258064516,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H2) (H1)]",1,0.9999726380637616,0.01612859093651228,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H1 L) L]",1,1.0,0.016129032258064516,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H2 L) (H1)]",1,0.9999726380637616,0.016128590936512283,0,1,1,0,0,0,0,2,0,2,1,1
"[H H L]","[(H2) (H1 L)]",1,0.9999999992512835,0.016129032245988443,0,1,1,0,0,0,0,1,0,1,2,1
"[H H H]","[(H2) (H2) (H1)]",1,0.9999726373150859,0.01612859092443687,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[(L1 L) L L]",1,1.0,0.016129032258064516,0,0,1,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L2 L) (L H1)]",1,0.9999999992512835,0.016129032245988446,0,1,1,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",1,0.9999999992512835,0.016129032245988443,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H2) (H1)]",1,0.9999726373150855,0.016128590924436862,0,2,1,0,0,0,0,3,0,5,3,1
"[L H L L]","[L (H1 L) L]",1,1.0,0.016129032258064516,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H2 L) (H1)]",1,0.9999726380637616,0.01612859093651228,0,1,1,1,0,1,0,3,0,4,1,1
"[L H H L]","[(L H2) (H1 L)]",1,0.9999999992512835,0.016129032245988446,0,1,1,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999726373150855,0.016128590924436862,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H1 L) L L]",1,1.0,0.016129032258064516,0,0,1,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H2 L) (L H1)]",1,0.9999999992512835,0.016129032245988446,0,1,1,0,0,0,0,2,0,2,2,1
"[H L H L]","[(H2 L) (H1 L)]",1,0.9999999992512835,0.016129032245988443,0,0,2,0,0,0,0,2,0,2,2,1
"[H L H H]","[(H2 L) (H2) (H1)]",1,0.9999726373150855,0.016128590924436862,0,2,1,0,0,0,0,3,0,5,3,1
"[H H L L]","[(H2) (H1 L) L]",1,0.9999999992512835,0.016129032245988443,0,1,1,1,0,0,1,1,1,1,4,0
"[H H L H]","[(H2) (H2 L) (H1)]",1,0.9999726380637411,0.016128590936511953,0,2,1,0,0,0,0,3,0,4,4,1
"[H H H L]","[(H2) (H2) (H1 L)]",1,0.999999999251263,0.016129032245988113,0,2,1,0,0,0,0,2,0,3,5,1
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.999972637315065,0.016128590924436532,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[(L2 L) (L1 L) L]",1,0.9999999992512835,0.016129032245988443,0,0,2,1,0,0,1,2,1,2,4,0
"[L L L L H]","[(L2 L) (L2 L) (H1)]",1,0.999922590326223,0.016127783714939083,0,1,2,0,0,0,0,4,0,6,4,1
