UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.3620129664107559,27.85351715168035,0.24190588125943946,7.243412144077157,2.22649679790544,0.03262745177086495,0.0,0.0,20.98943563105607,10.871120671130786,0.734849188979167,36.88720873782141,
"[L L]","[(L1 L)]",1,0.9999999996963765,0.01612903225316736,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999999996959316,0.01612903225316019,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999971949555,0.016129032212821862,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9999999971946457,0.016129032212816866,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999999999942008,0.01612903225797098,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999999999942008,0.016129032257970983,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999999999916711,0.01612903225793018,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999999999916711,0.01612903225793018,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999999999959622,0.01612903225799939,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999999999959622,0.01612903225799939,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999999999942008,0.016129032257970983,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.9999999999942008,0.01612903225797098,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[L (L1 L) L]",1,0.9999782128671535,0.016128680852696024,0,0,1,2,0,1,1,1,1,1,1,0
"[L L L H]","[L (L1 L) H]",1,0.9999782128671535,0.016128680852696024,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H L]","[L (L1 H) L]",1,0.9999774265080822,0.016128668169485192,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H H]","[L (L1 H) H]",1,0.9999774265080822,0.016128668169485195,2,0,1,2,0,1,1,1,1,1,1,0
"[L H L L]","[L (H1 L) L]",1,0.9999848300956856,0.016128787582188477,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) H]",1,0.9999848300956858,0.016128787582188477,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H L]","[L (H1 H) L]",1,0.9999842825674518,0.016128778751087935,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H H]","[L (H1 H) H]",1,0.9999842825674518,0.016128778751087935,2,0,1,2,0,1,1,1,1,1,1,0
"[H L L L]","[H (L1 L) L]",1,0.9999687090736192,0.016128527565703536,1,0,1,2,0,1,1,1,1,1,1,0
"[H L L H]","[H (L1 L) H]",1,0.9999687090736195,0.01612852756570354,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H L]","[H (L1 H) L]",1,0.9999675797138976,0.016128509350224154,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H H]","[H (L1 H) H]",1,0.9999675797138978,0.016128509350224154,3,0,1,2,0,1,1,1,1,1,1,0
"[H H L L]","[H (H1 L) L]",1,0.9999782126994614,0.016128680849991313,1,0,1,2,0,1,1,1,1,1,1,0
"[H H L H]","[H (H1 L) H]",1,0.9999782126994614,0.016128680849991313,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H L]","[H (H1 H) L]",1,0.9999774263411797,0.016128668166793224,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H H]","[H (H1 H) H]",1,0.9999774263411797,0.016128668166793224,3,0,1,2,0,1,1,1,1,1,1,0
"[L L L L L]","[(L2 L) (L1 L) L]",1,0.9999942882405015,0.016128940132911315,0,0,2,1,0,0,1,2,1,2,4,0
"[L L L L H]","[(L2 L) (L1 L) H]",1,0.9999942882405016,0.01612894013291132,1,0,2,1,0,0,1,2,1,2,4,0
"[L L L H L]","[(L2 L) (L1 H) L]",1,0.9999942882379027,0.016128940132869397,1,0,2,1,0,0,1,2,1,2,4,0
"[L L L H H]","[(L2 L) (L1 H) H]",1,0.9999942882379027,0.016128940132869394,2,0,2,1,0,0,1,2,1,2,4,0
"[L L H L L]","[(L2 L) (H1 L) L]",1,0.9999942882758676,0.016128940133481737,0,0,2,1,0,0,1,2,1,2,4,0
"[L L H L H]","[(L2 L) (H1 L) H]",1,0.9999942882758676,0.016128940133481737,1,0,2,1,0,0,1,2,1,2,4,0
"[L L H H L]","[(L2 L) (H1 H) L]",1,0.9999942882740582,0.016128940133452552,1,0,2,1,0,0,1,2,1,2,4,0
"[L L H H H]","[(L2 L) (H1 H) H]",1,0.9999942882740582,0.016128940133452552,2,0,2,1,0,0,1,2,1,2,4,0
"[L H L L L]","[(L2 H) (L1 L) L]",1,0.9999942881918625,0.016128940132126814,1,0,2,1,0,0,1,2,1,2,4,0
"[L H L L H]","[(L2 H) (L1 L) H]",1,0.9999942881918628,0.016128940132126818,2,0,2,1,0,0,1,2,1,2,4,0
