UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,132.02205193107753,34.83354988595214,3.2555370889200357,9.897423707228567,29.523194735764697,0.061108399392130815,0.3889966848992727,0.7228081350641533,21.37017693915781,12.851774809861329,1.4815880579719871,45.7830393037097,
"[L L]"
,[L L1],0,1.9312713273375442e-14
,,,,1.7529951801288788e-37,2.8274115808530303e-39,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,1.9312713273375442e-14,3.1149537537702323e-16,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,9.451302930261118e-62
,,,,9.451302930261118e-62,1.5244036984292125e-63,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999999999999807
,,,,9.029693527861913e-22,1.4564021819132118e-23,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999999999999807,0.016129032258064203,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,1.0196552174830783e-70
,,,,1.0196552174830783e-70,1.6446051894888358e-72,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,3.24645174811822e-35
,,,,3.24645174811822e-35,5.236212496964871e-37,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,2.386206717574843e-44
,,,,2.386206717574843e-44,3.848720512217489e-46,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.1546715353826597e-65,3.475276669972032e-67,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,3.502439280278521e-44
,,,,3.502439280278521e-44,5.649095613352453e-46,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,1.0
,,,,0.9999999999397858,0.01612903225709332,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,6.021407110707289e-11,9.711946952753692e-13,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,8.900095094636065e-72
,,,,8.078525053801835e-95,1.3029879119035218e-96,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,8.900095094636065e-72,1.4354992088122685e-73,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,1.0
,,,,0.9999999940099069,0.01612903216145011,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,5.990093062854008e-09,9.661440423958077e-11,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,6.269779139546656e-49
,,,,6.269779139546656e-49,1.01125469992688e-50,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,6.764160517632131e-58
,,,,6.764160517632131e-58,1.0909936318761502e-59,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],1,0.9999999989211484
,,,,0.9999999989211484,0.016129032240663685,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,1.0788514810146098e-09
,,,,1.0788514810146098e-09,1.7400830338945318e-11,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,2.1398426633655243e-36
,,,,1.2884863828983992e-46,2.0782038433845148e-48,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,2.1398426632366753e-36,3.451359134252702e-38,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0,1.1079969167276371e-22
,,,,1.1079969100906326e-22,1.7870917904687623e-24,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,6.637004644553567e-31,1.0704846200892849e-32,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,6.358748058953982e-117
,,,,6.358748058953982e-117,1.025604525637739e-118,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,5.717007284913892e-69
,,,,5.1892688890233765e-92,8.369788530682865e-94,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,5.717007284913892e-69,9.220979491796601e-71,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,2.9602299811468034e-55
,,,,2.5955427611063508e-73,4.1863592921070173e-75,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,2.9602299811468034e-55,4.774564485720651e-57,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,5.159602477346455e-96,8.321939479591057e-98,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,3.749307014570932e-30
,,,,3.749307014570932e-30,6.047269378340212e-32,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,3.617657719969278e-53,5.834931806402062e-55,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,2.378883394737462e-41
,,,,2.378883394737462e-41,3.8369087011894545e-43,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,2.1480587992999453e-62,3.464610966612815e-64,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],0,1.9506850004009884e-14
,,,,1.941367306343052e-16,3.13123759087589e-18,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,,1.752995180128916e-37,2.8274115808530903e-39,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,,1.9312713273375578e-14,3.1149537537702545e-16,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0,5.893997611342879e-108
,,,,5.893997611342879e-108,9.50644776023045e-110,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],1,0.9999999999999805
,,,,1.7429735223975884e-41,2.811247616770304e-43,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,,0.9999999999999805,0.0161290322580642,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0,1.331840469341481e-46
,,,,1.3318404647472119e-46,2.1481297818503417e-48,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,,4.59426929133595e-55,7.410111760219274e-57,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,,4.432950863940268e-78,7.149920748290755e-80,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0,1.3439555200610117e-59
,,,,2.31743641943138e-71,3.737800676502225e-73,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,,1.3439555200586942e-59,2.167670193643055e-61,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0,2.572145302154177e-60
,,,,4.8099937523788344e-83,7.7580544393207e-85,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,,2.572145302154177e-60,4.148621455087382e-62,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0,6.860144768202356e-126
,,,,6.860144768202356e-126,1.106474962613283e-127,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
