UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.005926694238805401,13.539517863753387,0.0,12.480773762750633,1.570240473659467,1.3173486475448117,0.0,6.768967186774478,0.0,1.0691205718281687,0.0,10.135690953469991,
"[L L]"
,[L L1],0,1.317836464939125e-06
,,,,1.1000896070999429e-16,1.7743380759676497e-18,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,1.317836464829116e-06,2.1255426852082515e-08,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,2.963410506962681e-17
,,,,2.963410506962681e-17,4.7796943660688405e-19,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999986821635093
,,,,2.6269888154351932e-08,4.237078734572892e-10,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999986558936211,0.016129010578929372,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,2.5793894177941688e-14
,,,,2.5793894177941688e-14,4.16030551257124e-16,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,1.4332188667474903e-16
,,,,1.4332188667474903e-16,2.3116433334636937e-18,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1,0.9999986743298156
,,,,0.9999986480599276,0.016129010452579477,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.6269887948561403e-08,4.2370787013808715e-10,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.2474915539327208e-13
,,,,1.2474915539327208e-13,2.0120831515043885e-15,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0,1.3256700595194432e-06
,,,,1.3256700589873976e-06,2.1381775144958026e-08,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
