UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,2.422518165408107,26.220361457022143,50.037864077036595,20.19186846752305,26.050887928605018,1.3104367153175867,75.92559758840929,10.853441724906865,0.0,16.038171505132908,0.0,0.0,
"[L L]","[(L L1)]",1,0.9999999999546904,0.016129032257333715,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999959812,0.016129032257999696,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H L1)]",1,0.9999999994891702,0.016129032249825325,1,1,0,0,0,0,0,0,0,0,0,1
"[H H]","[(H H1)]",1,0.9999999999546904,0.01612903225733372,1,1,0,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L L1)]",1,0.9999999977117607,0.016129032221157434,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L H1)]",1,0.9999499651694286,0.016128225244668202,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[L (H L1)]",1,0.9999999972462382,0.016129032213649003,1,1,0,1,0,1,0,1,0,1,0,1
"[L H H]","[L (H H1)]",1,0.9994362094731503,0.016119938862470165,1,1,0,1,0,1,0,1,0,1,0,1
"[H L L]","[(H1) (L L2)]",1,0.9997886852580777,0.016125623955775444,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.999788675695611,0.016125623801542113,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H L2)]",1,0.9997886847926557,0.01612562394826864,1,2,0,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H H2)]",1,0.9997885769833738,0.016125622209409256,1,2,0,0,0,0,0,0,2,1,2,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999995354248,0.016129032250571374,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999995767154,0.01612903225123735,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H L2)]",1,0.9999999990699047,0.016129032243062977,1,2,0,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H H2)]",1,0.9999999995354246,0.016129032250571367,1,2,0,0,0,0,0,0,2,2,2,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999995767156,0.01612903225123735,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999996180062,0.01612903225190333,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H L2)]",1,0.9999999991111954,0.01612903224372896,1,2,0,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H H2)]",1,0.9999999995767154,0.01612903225123735,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L L]","[(H L1) (L L2)]",1,0.9999999798889946,0.016129031933693465,1,2,0,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H L1) (L H2)]",1,0.9999999799302852,0.016129031934359436,1,2,0,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H L1) (H L2)]",1,0.9999999794234745,0.01612903192618507,2,2,0,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H L1) (H H2)]",1,0.9999999798889944,0.016129031933693458,2,2,0,0,0,0,0,0,2,2,2,1
"[H H L L]","[(H H1) (L L2)]",1,0.999999997834117,0.01612903222313092,1,2,0,0,0,0,0,0,2,2,2,1
"[H H L H]","[(H H1) (L H2)]",1,0.9999999978754076,0.016129032223796896,1,2,0,0,0,0,0,0,2,2,2,1
"[H H H L]","[(H H1) (H L2)]",1,0.9999999973685968,0.016129032215622528,2,2,0,0,0,0,0,0,2,2,2,1
"[H H H H]","[(H H1) (H H2)]",1,0.9999999978341165,0.016129032223130918,2,2,0,0,0,0,0,0,2,2,2,1
"[L L L L L]","[(L L1) L (L L2)]",1,0.9999999999088085,0.016129032256593685,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L L1) L (L H2)]",1,0.9999999999500991,0.016129032257259663,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L H L]","[(L L1) L (H L2)]",1,0.9999999994432883,0.016129032249085292,1,2,0,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L L1) L (H H2)]",1,0.9999999999088083,0.016129032256593685,1,2,0,1,0,0,0,0,3,3,3,1
"[L L H L L]","[(L L1) H (L L2)]",1,0.9999999999030039,0.016129032256500066,1,2,0,1,0,0,0,0,3,3,3,1
"[L L H L H]","[(L L1) H (L H2)]",1,0.9999999999442944,0.01612903225716604,1,2,0,1,0,0,0,0,3,3,3,1
"[L L H H L]","[(L L1) H (H L2)]",1,0.9999999994374837,0.016129032248991673,2,2,0,1,0,0,0,0,3,3,3,1
"[L L H H H]","[(L L1) H (H H2)]",1,0.9999999999030039,0.016129032256500062,2,2,0,1,0,0,0,0,3,3,3,1
"[L H L L L]","[(L H1) L (L L2)]",1,0.9999999999506141,0.01612903225726797,0,2,0,1,0,0,0,0,3,3,3,1
"[L H L L H]","[(L H1) L (L H2)]",1,0.9999999999919047,0.01612903225793395,0,2,0,1,0,0,0,0,3,3,3,1
"[L H L H L]","[(L H1) L (H L2)]",1,0.9999999994850939,0.01612903224975958,1,2,0,1,0,0,0,0,3,3,3,1
"[L H L H H]","[(L H1) L (H H2)]",1,0.9999999999506141,0.01612903225726797,1,2,0,1,0,0,0,0,3,3,3,1
"[L H H L L]","[(L H1) H (L L2)]",1,0.9999999999500994,0.01612903225725966,1,2,0,1,0,0,0,0,3,3,3,1
"[L H H L H]","[(L H1) H (L H2)]",1,0.9999999999913898,0.016129032257925637,1,2,0,1,0,0,0,0,3,3,3,1
"[L H H H L]","[(L H1) H (H L2)]",1,0.9999999994845787,0.01612903224975127,2,2,0,1,0,0,0,0,3,3,3,1
"[L H H H H]","[(L H1) H (H H2)]",1,0.9999999999500989,0.016129032257259656,2,2,0,1,0,0,0,0,3,3,3,1
"[H L L L L]","[(H L1) L (L L2)]",1,0.9999999773202336,0.016129031892261832,1,2,0,1,0,0,0,0,3,3,3,1
"[H L L L H]","[(H L1) L (L H2)]",1,0.999999977361524,0.01612903189292781,1,2,0,1,0,0,0,0,3,3,3,1
"[H L L H L]","[(H L1) L (H L2)]",1,0.9999999768547134,0.01612903188475344,2,2,0,1,0,0,0,0,3,3,3,1
"[H L L H H]","[(H L1) L (H H2)]",1,0.9999999773202334,0.01612903189226183,2,2,0,1,0,0,0,0,3,3,3,1
"[H L H L L]","[(H L1) H (L L2)]",1,0.999999947086206,0.01612903140461622,2,2,0,1,0,0,0,0,3,3,3,1
"[H L H L H]","[(H L1) H (L H2)]",1,0.9999999471274965,0.0161290314052822,2,2,0,1,0,0,0,0,3,3,3,1
"[H L H H L]","[(H L1) H (H L2)]",1,0.9999999466206856,0.01612903139710783,3,2,0,1,0,0,0,0,3,3,3,1
"[H L H H H]","[(H L1) H (H H2)]",1,0.9999999470862058,0.01612903140461622,3,2,0,1,0,0,0,0,3,3,3,1
"[H H L L L]","[(H H1) L (L L2)]",1,0.9999999979470533,0.01612903222495247,1,2,0,1,0,0,0,0,3,3,3,1
"[H H L L H]","[(H H1) L (L H2)]",1,0.9999999979883436,0.016129032225618446,1,2,0,1,0,0,0,0,3,3,3,1
"[H H L H L]","[(H H1) L (H L2)]",1,0.9999999974815329,0.016129032217444078,2,2,0,1,0,0,0,0,3,3,3,1
"[H H L H H]","[(H H1) L (H H2)]",1,0.9999999979470526,0.01612903222495247,2,2,0,1,0,0,0,0,3,3,3,1
"[H H H L L]","[(H H1) H (L L2)]",1,0.9999999952653555,0.016129032181699282,2,2,0,1,0,0,0,0,3,3,3,1
"[H H H L H]","[(H H1) H (L H2)]",1,0.9999999953066463,0.01612903218236526,2,2,0,1,0,0,0,0,3,3,3,1
"[H H H H L]","[(H H1) H (H L2)]",1,0.9999999947998354,0.01612903217419089,3,2,0,1,0,0,0,0,3,3,3,1
"[H H H H H]","[(H H1) H (H H2)]",1,0.9999999952653553,0.01612903218169928,3,2,0,1,0,0,0,0,3,3,3,1
"[L L L L L L]","[(L L1) L L (L L2)]",1,0.9999999832884972,0.01612903198852415,0,2,0,2,0,0,0,0,4,4,4,1
"[L L L L L L L]","[(L L1) L L L (L L2)]",1,0.9999497164983157,0.016128221233843804,0,2,0,3,0,0,0,0,5,5,5,1
