UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,78.65667954123454,33.14589043490713,0.0,10.018745731132832,36.85226219578654,0.0,0.0,11.297831070908657,0.3909315638182587,0.0,0.0,9.104669736055431,
"[L L]","[(L1 L)]",1,0.9999999999999959,0.01612903225806445,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999994475051,0.016129032249153307,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999999999989,0.0161290322580645,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999753630232301,0.016128634887471453,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L1 L) L]",1,0.999999997962551,0.016129032225202435,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) (H2)]",1,0.9999999989559065,0.0161290322412243,0,1,1,0,0,0,0,0,1,2,1,1
"[L H L]","[L (H1 L)]",1,0.9999980237771121,0.016129000383501808,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H1) (H2)]",1,0.9999999992201869,0.016129032245486886,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1 L) L]",1,0.9999999999999931,0.016129032258064408,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) (H2)]",1,0.9999999997726926,0.01612903225439827,0,1,1,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H2 L)]",1,0.9999729004935679,0.0161285951692511,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.999971097076141,0.01612856608187324,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L1 L) (L2 L)]",1,0.9999821374183758,0.016128744151909295,0,0,2,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L1 L) (L H2)]",1,0.9999554440303993,0.016128313613393532,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L1 L) (H2 L)]",1,0.9999999996639569,0.01612903225264447,0,0,2,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L1 L) (H2) (H2)]",1,0.9999957332502504,0.01612896343952017,0,2,1,0,0,0,0,0,2,5,3,1
"[L H L L]","[L (H1 L) L]",1,0.9999877031033907,0.016128833921022434,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) (H2)]",1,0.9999950699403144,0.016128952740972816,0,1,1,1,0,1,0,1,1,4,1,1
"[L H H L]","[(L H1) (H2 L)]",1,0.999999999111451,0.016129032243733084,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,0.999995733514526,0.01612896344378268,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L2 L)]",1,0.9999821377458057,0.016128744157190414,0,0,2,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1 L) (L H2)]",1,0.9999554448471126,0.016128313626566332,0,1,1,0,0,0,0,0,2,2,2,1
"[H L H L]","[(H1 L) (H2 L)]",1,0.999999999663961,0.016129032252644535,0,0,2,0,0,0,0,0,2,2,2,1
"[H L H H]","[(H1 L) (H2) (H2)]",1,0.9999957340670296,0.016128963452694028,0,2,1,0,0,0,0,0,2,5,3,1
"[H H L L]","[(H1) (H2 L) L]",1,0.9999729004935595,0.016128595169250963,0,1,1,1,0,0,1,0,3,1,4,0
"[H H L H]","[(H1) (H2 L) (H2)]",1,0.9999729004935595,0.01612859516925096,0,2,1,0,0,0,0,0,3,4,4,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9999753625264676,0.016128634879459154,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.999966831511962,0.016128497282450995,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L1 L) (L2 L) L]",1,0.9998888624198375,0.016127239716448992,0,0,2,1,0,0,1,0,3,2,4,0
"[L L L L H]","[(L1 L) (L2 L) (H2)]",1,0.9999554420452269,0.016128313581374624,0,1,2,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L1 L) L (H2 L)]",1,0.999981668980181,0.016128736596454536,0,0,2,1,0,0,0,0,3,3,3,1
"[L L L H H]","[(L1 L) (L H2) (H2)]",1,0.9999554438403454,0.01612831361032815,0,2,1,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L1 L) (H2 L) L]",1,0.9999999996639485,0.016129032252644334,0,0,2,1,0,0,1,0,3,2,4,0
"[L L H L H]","[(L1 L) (H2 L) (H2)]",1,0.9999999996639546,0.01612903225264443,0,1,2,0,0,0,0,0,3,6,4,1
"[L L H H L]","[(L1 L) (H2) (H2 L)]",1,0.9999999989558986,0.016129032241224174,0,1,2,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L1 L) (H2) (H2) (H2)]",1,0.9999914675809877,0.016128894638403026,0,3,1,0,0,0,0,0,3,9,6,1
