UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,30.16720727416844,0.0,5.954417750311605,1.816513099345193,20.793169451407,0.0,0.13614437806747176,7.002876907003511,0.0,1.1327608100749065,39.340543777589815,
"[L L]","[(L1 L)]",1,0.9988107376444426,0.01610985060716843,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9988107376444424,0.01610985060716843,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9927301193111271,0.0160117761179214,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9927301193111271,0.0160117761179214,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999999999999208,0.01612903225806324,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999999999999208,0.01612903225806324,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999999999999208,0.01612903225806324,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999999999999208,0.01612903225806324,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999999999999208,0.01612903225806324,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999999999999208,0.01612903225806324,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999999999999208,0.01612903225806324,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.9999999999999208,0.01612903225806324,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L1 L) L L]",1,0.9999960954726312,0.01612896928181663,0,0,1,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L1 L) L H]",1,0.9999960954726312,0.01612896928181663,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H L]","[(L1 L) H L]",1,0.9999960885690146,0.016128969170467973,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H H]","[(L1 L) H H]",1,0.9999960885690143,0.016128969170467976,2,0,1,2,0,0,1,0,2,0,2,0
"[L H L L]","[(L1 H) L L]",1,0.9999960954726312,0.01612896928181663,1,0,1,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L1 H) L H]",1,0.9999960954726315,0.01612896928181663,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H L]","[(L1 H) H L]",1,0.9999960885690143,0.016128969170467976,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H H]","[(L1 H) H H]",1,0.9999960885690146,0.016128969170467976,3,0,1,2,0,0,1,0,2,0,2,0
"[H L L L]","[(H1 L) L L]",1,0.999996092927361,0.016128969240763888,0,0,1,2,0,0,1,0,2,0,2,0
