UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,72.44800916192284,14.672798641992028,28.423707055640506,1.9574345786008558,14.593346471738684,0.33680644337281657,4.0366660593247845,16.245393142858408,1.1492487118462424,10.936503662995204,2.4886721227297937,0.47318285572919155,
"[L L]","[(L L1)]",1,0.9999989332182366,0.016129015051907045,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999999998419,0.01612903225806197,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,0.9899697593006682,0.015967254182268846,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H1) (H2)]",1,0.9999997221389613,0.016129027776434858,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L L1) L]",1,0.9999989300591532,0.016129015000954084,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[L (L H1)]",1,0.9999776107904358,0.016128671141781223,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[(L H1) L]",1,0.9999999999998403,0.01612903225806194,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999999999998174,0.016129032258061574,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) L L]",1,0.999712932615137,0.01612440213895382,0,1,0,2,0,0,1,0,2,0,2,0
"[H L H]","[(H1) (L H2)]",1,0.9999966091709945,0.016128977567274102,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2) L]",1,0.996799463280233,0.016077410698068277,0,2,0,1,0,0,1,0,2,1,3,0
"[H H H]","[(H1) (H2) (H2)]",1,0.999999722138881,0.016129027776433564,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) L L]",1,0.9999989315171353,0.016129015024469923,0,1,0,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L L1) (L H2)]",1,0.9999960423872426,0.01612896842560069,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[L (L H1) L]",1,0.9999981352428005,0.01612900218133549,0,1,0,2,0,1,1,1,1,1,1,0
"[L L H H]","[L (L H1) (H2)]",1,0.9999981412063755,0.016129002277522186,0,2,0,1,0,1,0,1,1,4,1,1
"[L H L L]","[(L H1) L L]",1,0.9999999999996042,0.016129032258058132,0,1,0,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L H1) (L H2)]",1,0.9999974867671895,0.016128991722051445,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2) L]",1,0.9967997421627415,0.016077415196173242,0,2,0,1,0,0,1,0,2,2,3,0
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999999998266379,0.016129032255268353,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1) L L L]",1,0.9997129459365164,0.016124402353814783,0,1,0,3,0,0,1,0,3,0,3,0
"[H L L H]","[(H1) L (L H2)]",1,0.9997104334567855,0.016124361829948156,0,2,0,1,0,0,0,0,3,2,3,1
"[H L H L]","[(H1) (L H2) L]",1,0.9999966010998976,0.016128977437095123,0,2,0,1,0,0,1,0,3,1,4,0
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999966091709367,0.016128977567273165,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) L L]",1,0.9999087440963687,0.016127560388651107,0,2,0,2,0,0,1,0,3,1,5,0
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999972086781715,0.0161289872367447,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2) L]",1,0.996799465190997,0.016077410728887048,0,3,0,1,0,0,1,0,3,3,6,0
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999997219656673,0.016129027773639795,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) L L L]",1,0.9999989315173725,0.01612901502447375,0,1,0,3,0,0,1,0,3,0,3,0
"[L L L L H]","[(L L1) L (L H2)]",1,0.9999964182862169,0.016128974488487366,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.9999918819484513,0.016128901321749205,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999918867605772,0.01612890139936415,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[L (L H1) L L]",1,0.9999998456682139,0.016129029768842156,0,1,0,3,0,1,1,1,2,1,2,0
"[L L H L H]","[L (L H1) (L H2)]",1,0.9999973324499722,0.01612898923306407,0,2,0,1,0,1,0,1,2,4,2,1
"[L L H H L]","[L (L H1) (H2) L]",1,0.9967995883147089,0.016077412714753363,0,2,0,2,0,1,1,1,2,4,3,0
"[L L H H H]","[L (L H1) (H2) (H2)]",1,0.9999901147206955,0.016128872818075735,0,3,0,1,0,1,0,1,2,8,3,1
