UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,23.246632003397064,0.13604464220506535,17.898361241757833,2.2033728570715936,3.707610976991524,0.0,8.300071529611106,0.8559588334472513,6.917665518086306,0.0,33.80289687493778,
"[L L]","[(L1 L)]",1,0.9999651833764497,0.016128470699620156,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999651833764495,0.016128470699620152,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9996848070328945,0.016123948500530557,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9996848070328945,0.016123948500530557,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999999999081245,0.016129032256582656,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999999999081245,0.016129032256582656,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999999999081245,0.016129032256582656,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999999999081245,0.016129032256582656,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999999999081245,0.016129032256582656,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999999999081245,0.016129032256582656,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999999999081245,0.016129032256582656,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.9999999999081245,0.016129032256582656,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L1 L) L L]",1,0.9999934802472962,0.016128927100762844,0,0,1,2,0,0,1,0,2,0,2,0
"[L L L H]","[(L1 L) L H]",1,0.9999934802472962,0.016128927100762844,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H L]","[(L1 L) H L]",1,0.9999934760992643,0.0161289270338591,1,0,1,2,0,0,1,0,2,0,2,0
"[L L H H]","[(L1 L) H H]",1,0.9999934760992643,0.0161289270338591,2,0,1,2,0,0,1,0,2,0,2,0
"[L H L L]","[(L1 H) L L]",1,0.9999934802472963,0.016128927100762844,1,0,1,2,0,0,1,0,2,0,2,0
"[L H L H]","[(L1 H) L H]",1,0.999993480247296,0.016128927100762844,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H L]","[(L1 H) H L]",1,0.9999934760992643,0.0161289270338591,2,0,1,2,0,0,1,0,2,0,2,0
"[L H H H]","[(L1 H) H H]",1,0.9999934760992643,0.0161289270338591,3,0,1,2,0,0,1,0,2,0,2,0
"[H L L L]","[(H1 L) L L]",1,0.9999916978502682,0.016128898352423676,0,0,1,2,0,0,1,0,2,0,2,0
"[H L L H]","[(H1 L) L H]",1,0.999991697850268,0.016128898352423676,1,0,1,2,0,0,1,0,2,0,2,0
"[H L H L]","[(H1 L) H L]",1,0.9999916937022507,0.016128898285520173,1,0,1,2,0,0,1,0,2,0,2,0
"[H L H H]","[(H1 L) H H]",1,0.9999916937022507,0.016128898285520173,2,0,1,2,0,0,1,0,2,0,2,0
"[H H L L]","[(H1 H) L L]",1,0.999991697850268,0.016128898352423676,1,0,1,2,0,0,1,0,2,0,2,0
"[H H L H]","[(H1 H) L H]",1,0.999991697850268,0.016128898352423676,2,0,1,2,0,0,1,0,2,0,2,0
"[H H H L]","[(H1 H) H L]",1,0.9999916937022507,0.016128898285520176,2,0,1,2,0,0,1,0,2,0,2,0
"[H H H H]","[(H1 H) H H]",1,0.9999916937022507,0.016128898285520176,3,0,1,2,0,0,1,0,2,0,2,0
"[L L L L L]","[(L1 L) (L2 L) L]",1,0.9999996574056181,0.01612902673234868,0,0,2,1,0,0,1,0,3,2,4,0
"[L L L L H]","[(L1 L) (L2 L) H]",1,0.9999996574056186,0.016129026732348683,1,0,2,1,0,0,1,0,3,2,4,0
"[L L L H L]","[(L1 L) (L2 H) L]",1,0.9999996574056181,0.01612902673234868,1,0,2,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L1 L) (L2 H) H]",1,0.9999996574056186,0.016129026732348683,2,0,2,1,0,0,1,0,3,2,4,0
"[L L H L L]","[(L1 L) (H2 L) L]",1,0.9999996574056184,0.016129026732348683,0,0,2,1,0,0,1,0,3,2,4,0
