UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0,23.231856704467187,0.0,11.010066695506092,3.8630693229572897,0.0,22.262037767784232,7.738974313996225,2.388794141896991,6.6859802848279974,0.0,0.0,
"[L L]"
,[L L1],0,8.138283767295582e-11
,,,,1.5365041707403783e-23,2.478232533452223e-25,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,8.138283767294045e-11,1.3126264140796847e-12,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,1.588430046127959e-30
,,,,1.588430046127959e-30,2.561983945367676e-32,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999999999186171
,,,,5.565339399735384e-28,8.976353870540942e-30,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999999999186171,0.01612903225675189,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,3.345968278776543e-28
,,,,3.345968278776543e-28,5.396723030284746e-30,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,7.562715857045864e-29
,,,,7.562715857045864e-29,1.2197928801686876e-30,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1,0.9999999999186171
,,,,0.9999999999186171,0.01612903225675189,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,5.565339399735384e-28,8.976353870540942e-30,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.593057712598654e-26
,,,,1.593057712598654e-26,2.5694479235462157e-28,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0,8.1382837673672e-11
,,,,8.138283767294045e-11,1.3126264140796847e-12,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,7.315490212994422e-22,1.1799177762894228e-23,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,8.138283767295582e-11
,,,,1.5365041707403783e-23,2.478232533452223e-25,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,8.138283767294045e-11,1.3126264140796847e-12,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,0.9999999999186171
,,,,0.9999999999186171,0.01612903225675189,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,2.649728304423569e-26,4.273755329715434e-28,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,7.562715857045864e-29
,,,,7.562715857045864e-29,1.2197928801686876e-30,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,1.593057712598654e-26
,,,,1.593057712598654e-26,2.5694479235462157e-28,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,3.600704436045747e-27
,,,,3.600704436045747e-27,5.807587800073785e-29,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,7.5847487609715675e-25
,,,,7.5847487609715675e-25,1.2233465743502527e-26,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,8.1382837673672e-11
,,,,7.315490212994422e-22,1.1799177762894228e-23,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,8.138283767294045e-11,1.3126264140796847e-12,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1,0.9999999999186171
,,,,0.9999999999186171,0.01612903225675189,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.649728304423569e-26,4.273755329715434e-28,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,4.317726916211893e-38
,,,,4.317726916211893e-38,6.964075671309505e-40,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,2.2121771720119964e-18
,,,,4.176580159163673e-31,6.73641961155431e-33,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,2.2121771720115785e-18,3.568027696792869e-20,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,2.7182355006505384e-08
,,,,1.625788832273883e-16,2.62224005205465e-18,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,2.7182354843926502e-08,4.384250781278468e-10,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,7.047886325534629e-26,1.1367558589571982e-27,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,8.137971683131225e-11
,,,,8.137971683129688e-11,1.3125760779241432e-12,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,1.536445249396048e-23,2.4781374990258836e-25,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,1.0337551720754551e-07
,,,,1.0337551720754551e-07,1.667347051734605e-09,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,5.753198389299933e-35,9.279352240806344e-37,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1,0.9999616522554942
,,,,0.9999616522554912,0.016128413746056308,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,,5.565125981974825e-28,8.976009648346491e-30,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,,2.947637585664922e-15,4.754254170427294e-17,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0,2.049752595740112e-40
,,,,2.049752595740112e-40,3.306052573774374e-42,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0,3.621940042531997e-05
