UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,25.440448491434505,0.0,14.274859205332513,3.1129341334831357,25.10953308188522,0.0,3.872242023400914,10.938495450873805,0.4129703201205372,8.62351989518513,2.2328075162518064,
"[L L]","[(L1 L)]",1,0.9999999999910598,0.01612903225792032,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999999999910598,0.01612903225792032,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999999910598,0.01612903225792032,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9999999999910598,0.01612903225792032,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999934860863409,0.016128927194940978,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999773694102525,0.016128667248552463,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999934860863409,0.01612892719494098,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999773694102523,0.01612866724855246,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999932839121577,0.01612892393406707,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.999977167242586,0.01612866398778364,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999932839121577,0.016128923934067067,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.999977167242586,0.01612866398778364,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[(L2 L) (L1 L)]",1,0.9999992716491974,0.016129020510470927,0,0,2,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L2 L) (L1 H)]",1,0.9999992716491977,0.016129020510470927,1,0,2,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",1,0.9999992716491977,0.016129020510470927,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H1 H)]",1,0.9999992716491974,0.016129020510470927,1,0,2,0,0,0,0,2,0,2,2,1
"[L H L L]","[(L2 H) (L1 L)]",1,0.9999992716491974,0.016129020510470927,1,0,2,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L2 H) (L1 H)]",1,0.9999992716491977,0.016129020510470927,2,0,2,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L2 H) (H1 L)]",1,0.9999992716491974,0.016129020510470927,1,0,2,0,0,0,0,2,0,2,2,1
"[L H H H]","[(L2 H) (H1 H)]",1,0.9999992716491974,0.016129020510470927,2,0,2,0,0,0,0,2,0,2,2,1
"[H L L L]","[(H2 L) (L1 L)]",1,0.9999992716491974,0.016129020510470927,0,0,2,0,0,0,0,2,0,2,2,1
"[H L L H]","[(H2 L) (L1 H)]",1,0.9999992716491974,0.016129020510470927,1,0,2,0,0,0,0,2,0,2,2,1
