UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,12.14375902814271,0.0,12.444811656005456,10.186601806676215,14.15633204353126,1.2172143393462889,0.0,11.41434884794152,0.0,0.0,0.0,9.26205317175327,
"[L L]","[(L L1)]",1,0.9999957797803705,0.016128964190005972,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999992886612629,0.01612902078485908,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,0.9999748669947758,0.01612862688701251,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H1) (H2)]",1,0.999981531763379,0.016128734383280306,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L L1) L]",1,0.9999924761676988,0.016128910905930625,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) (H2)]",1,0.9999932393826166,0.016128923215848655,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9999974959429668,0.016128991870047852,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,0.9999971774563248,0.01612898673316653,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999661267167335,0.016128485914786023,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.9999413248707204,0.01612808588501162,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2) L]",1,0.9999585101260889,0.016128363066549817,0,2,0,1,0,0,1,0,2,1,3,0
"[H H H]","[(H1) (H2) (H2)]",1,0.9999762100714206,0.016128648549539038,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999766150168513,0.016128655080916952,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999569691554753,0.01612833821218508,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H2) L]",1,0.9999702174012205,0.01612855189356807,0,2,0,1,0,0,1,0,2,2,3,0
"[L L H H]","[(L L1) (H2) (H2)]",1,0.9999879177586345,0.016128837383203778,0,3,0,0,0,0,0,0,2,5,3,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999801239043241,0.0161287116758762,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999609070620502,0.01612840172680726,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2) L]",1,0.9999741553691657,0.016128615409180085,0,2,0,1,0,0,1,0,2,2,3,0
"[L H H H]","[(L H1) (H2) (H2)]",1,0.9999918558091013,0.0161289009001468,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1) (L L2) L]",1,0.9998631557654124,0.01612682509299052,0,2,0,1,0,0,1,0,3,1,4,0
"[H L L H]","[(H1) (L L2) (H2)]",1,0.9999352746462912,0.016127988300746635,0,3,0,0,0,0,0,0,3,4,4,1
"[H L H L]","[(H1) (L H2) L]",1,0.9999395312601103,0.016128056955808216,0,2,0,1,0,0,1,0,3,1,4,0
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999392137592824,0.016128051834827132,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) (L L2)]",1,0.9999608049745543,0.01612840008023475,0,3,0,0,0,0,0,0,3,3,5,1
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999360029778473,0.0161280000480298,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2) L]",1,0.9999531885799419,0.016128277235160346,0,3,0,1,0,0,1,0,3,3,6,0
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999708885528633,0.016128562718594565,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) (L L2) L]",1,0.9998917944416604,0.01612728700712355,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999509190946898,0.016128240630559502,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.9999551756982477,0.016128309285455607,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999548580384494,0.016128304161910467,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.999972512489003,0.016128588911112945,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.999947710176161,0.016128188873809044,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H2) L]",1,0.9999648959976216,0.016128466064477768,0,3,0,1,0,0,1,0,3,5,6,0
"[L L H H H]","[(L L1) (H2) (H2) (H2)]",1,0.9999825961777743,0.01612875155125442,0,4,0,0,0,0,0,0,3,9,6,1
"[L H L L L]","[(L H1) (L L2) L]",1,0.9998968135653725,0.01612736796073181,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999548569989349,0.0161283041451441,0,3,0,0,0,0,0,0,3,6,4,1
"[L H L H L]","[(L H1) (L H2) L]",1,0.99995911361286,0.016128372800207416,0,2,0,1,0,0,1,0,3,2,4,0
"[L H L H H]","[(L H1) (L H2) (H2)]",1,0.9999587959389943,0.01612836767643539,0,3,0,0,0,0,0,0,3,6,4,1
"[L H H L L]","[(L H1) (H2) (L L2)]",1,0.9999764504799747,0.016128652427096372,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H L H]","[(L H1) (H2) (L H2)]",1,0.9999516480654863,0.016128252388153005,0,3,0,0,0,0,0,0,3,5,5,1
"[L H H H L]","[(L H1) (H2) (H2) L]",1,0.9999688339574271,0.0161285295799585,0,3,0,1,0,0,1,0,3,5,6,0
"[L H H H H]","[(L H1) (H2) (H2) (H2)]",1,0.9999865342072852,0.01612881506785943,0,4,0,0,0,0,0,0,3,9,6,1
