UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,70.7348007184304,1.192229966489821,34.57249528828481,4.181750860860335,40.60936653328839,2.719227363050141,3.9688294807793483,0.0,23.222038924727627,14.811545742446064,0.15787508787047963,0.3012804636807736,
"[L L]","[(L L1)]",1,0.9999999999999968,0.016129032258064464,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999996281476,0.016129032252066897,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,0.8957669882814346,0.014447854649700559,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H2) (H1)]",1,0.9999999999178142,0.01612903225673894,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[L (L L1)]",1,0.9999263924925745,0.01612784504020281,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L H1)]",1,0.9999049120543193,0.01612749858152128,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[(L H1) L]",1,0.9999999995848783,0.016129032251369003,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H2) (H1)]",1,0.9999999995459617,0.016129032250741318,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H2) (L L1)]",1,0.9999999999999968,0.016129032258064464,0,2,0,0,0,0,0,1,0,1,2,1
"[H L H]","[(H2) (L H1)]",1,0.9999999943595196,0.016129032167089028,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H1) L]",1,0.8957669882219705,0.014447854648741463,0,2,0,1,0,0,1,1,1,1,3,0
"[H H H]","[(H2) (H2) (H1)]",1,0.9999999999178141,0.016129032256738937,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[(L L2) (L L1)]",1,0.9999305437523709,0.016127911996005984,0,2,0,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L L2) (L H1)]",1,0.9999305384503018,0.01612791191048874,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[L (L H1) L]",1,0.999909349028149,0.016127570145615305,0,1,0,2,0,1,1,1,1,1,1,0
"[L L H H]","[L (L H2) (H1)]",1,0.9999187970025131,0.0161277225322986,0,2,0,1,0,1,0,3,0,4,1,1
"[L H L L]","[(L H2) (L L1)]",1,0.9999999996271728,0.016129032252051173,0,2,0,0,0,0,0,2,0,2,2,1
"[L H L H]","[(L H2) (L H1)]",1,0.9999999939876674,0.016129032161091406,0,2,0,0,0,0,0,2,0,2,2,1
"[L H H L]","[(L H2) (H1) L]",1,0.8957669878888767,0.014447854643368981,0,2,0,1,0,0,1,2,1,2,3,0
"[L H H H]","[(L H2) (H2) (H1)]",1,0.9999999995313625,0.016129032250505847,0,3,0,0,0,0,0,3,0,5,3,1
"[H L L L]","[(H2) L (L L1)]",1,0.999995147041744,0.016128953984544257,0,2,0,1,0,0,0,2,0,2,3,1
"[H L L H]","[(H2) L (L H1)]",1,0.99999999435696,0.016129032167047745,0,2,0,1,0,0,0,2,0,2,3,1
"[H L H L]","[(H2) (L H1) L]",1,0.9999999937031836,0.01612903215650296,0,2,0,1,0,0,1,1,1,1,4,0
"[H L H H]","[(H2) (L H2) (H1)]",1,0.9999999942773337,0.01612903216576345,0,3,0,0,0,0,0,3,0,4,4,1
"[H H L L]","[(H2) (H2) (L L1)]",1,0.9999999999990223,0.016129032258048744,0,3,0,0,0,0,0,2,0,3,5,1
"[H H L H]","[(H2) (H2) (L H1)]",1,0.9999999943595196,0.016129032167089028,0,3,0,0,0,0,0,2,0,3,5,1
"[H H H L]","[(H2) (H2) (H1) L]",1,0.8957669882219719,0.014447854648741482,0,3,0,1,0,0,1,2,1,3,6,0
"[H H H H]","[(H2) (H2) (H2) (H1)]",1,0.9999999999032149,0.01612903225650347,0,4,0,0,0,0,0,3,0,6,6,1
"[L L L L L]","[(L L2) L (L L1)]",1,0.9999137856413332,0.016127641703892474,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L L H]","[(L L2) L (L H1)]",1,0.9999186325644152,0.016127719880071216,0,2,0,1,0,0,0,3,0,3,3,1
"[L L L H L]","[(L L2) (L H1) L]",1,0.9999186604167128,0.01612772032930182,0,2,0,1,0,0,1,2,1,2,4,0
"[L L L H H]","[(L L2) (L H2) (H1)]",1,0.9999186609905936,0.01612772033855796,0,3,0,0,0,0,0,4,0,6,4,1
"[L L H L L]","[L (L H2) (L L1)]",1,0.9999280240920497,0.016127871356323386,0,2,0,1,0,1,0,3,0,4,2,1
"[L L H L H]","[L (L H2) (L H1)]",1,0.9999306489610361,0.01612791369291994,0,2,0,1,0,1,0,3,0,4,2,1
"[L L H H L]","[L (L H2) (H1) L]",1,0.8957048709028725,0.014446852756497944,0,2,0,2,0,1,1,3,1,4,3,0
"[L L H H H]","[L (L H2) (H2) (H1)]",1,0.9998911312733609,0.016127276310860663,0,3,0,1,0,1,0,4,0,8,3,1
"[L H L L L]","[(L H2) L (L L1)]",1,0.9999951466701372,0.0161289539785506,0,2,0,1,0,0,0,3,0,3,3,1
