UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0,18.89947622406641,0.25937125066274896,2.4193090495086236,2.767355274320462,3.8657953111375316,22.91775217340049,9.238595277910669,0.8758709885890587,3.200027633135953,3.9123257164990943,0.0,
"[L L]"
,[L L1],0,8.029809916236734e-09
,,,,3.726033065664494e-18,6.009730751071764e-20,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,8.0298099125107e-09,1.295130631050113e-10,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,1.5557722344578894e-26
,,,,1.5557722344578894e-26,2.5093100555772406e-28,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,0.9999999919701901
,,,,4.165094461159698e-23,6.717894292193061e-25,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,0.9999999919701901,0.016129032128551452,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,6.665473850805155e-23
,,,,6.665473850805155e-23,1.0750764275492185e-24,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,2.4762423198097596e-25
,,,,2.4762423198097596e-25,3.993939225499612e-27,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],1,0.9999999919701901
,,,,0.9999999919701901,0.016129032128551452,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,4.1650944611596985e-23,6.717894292193062e-25,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.0609090498841784e-21
,,,,1.0609090498841784e-21,1.711143628845449e-23,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],0,8.029809971816046e-09
,,,,8.029809912510702e-09,1.2951306310501132e-10,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,5.930534404622488e-17,9.565378071971755e-19,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,8.029809916236734e-09
,,,,3.726033065664494e-18,6.009730751071764e-20,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,8.0298099125107e-09,1.295130631050113e-10,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,0.9999999919701901
,,,,0.9999999919701901,0.016129032128551452,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,6.629365753093446e-22,1.0692525408215235e-23,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,2.476242319809759e-25
,,,,2.476242319809759e-25,3.993939225499611e-27,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,1.0609090498841782e-21
,,,,1.0609090498841782e-21,1.7111436288454487e-23,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],0,3.9413070182174824e-24
,,,,3.9413070182174824e-24,6.356946803576585e-26,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,1.6885941454712693e-20
,,,,1.6885941454712693e-20,2.7235389443084986e-22,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,8.029809971816045e-09
,,,,5.930534404622487e-17,9.565378071971753e-19,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,8.0298099125107e-09,1.295130631050113e-10,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],1,0.9999999919701901
,,,,0.9999999919701901,0.016129032128551452,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,6.629365753093446e-22,1.0692525408215235e-23,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,2.2681370439093425e-34
,,,,2.2681370439093425e-34,3.658285554692488e-36,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,5.85504193555561e-15
,,,,2.716886212788023e-24,4.3820745367548756e-26,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,5.855041932838723e-15,9.443616020707619e-17,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,7.291632005271734e-07
,,,,1.1961811257024927e-15,1.929324396294343e-17,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,7.291631993307196e-07,1.1760696763398703e-08,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,2.725855985664056e-19,4.3965419123613805e-21,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,8.029713279464556e-09
,,,,8.02971310158131e-09,1.2951150163840823e-10,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,1.7788324374741357e-16,2.8690845765711865e-18,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
,[L2 L1 L],0,8.348195332438613e-11
,,,,8.348195332438613e-11,1.3464831181352601e-12,"[(L2) (L1 L)]",0,1,1,0,1,0,0,1,0,1,2,1
,,,,3.47710224190239e-33,5.608229422423209e-35,"[(L2) (L1) L]",0,2,0,1,2,0,1,1,1,1,3,0
,[L L1 L],1,0.9999879355293805
,,,,0.9999879355292908,0.01612883766982727,"[L (L1 L)]",0,0,1,1,0,1,0,1,0,1,0,1
,,,,4.16504424494407e-23,6.717813298296887e-25,"[L (L1) L]",0,1,0,2,1,1,1,1,1,1,1,0
,,,,8.975903588266497e-14,1.4477263852042736e-15,"[(L L1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[L2 L2 L1],0,5.294004171111218e-38
,,,,5.294004171111218e-38,8.538716405018094e-40,"[(L2) (L2) (L1)]",0,3,0,0,3,0,0,2,0,3,3,1
,[L1 L L],0,1.1178226650434532e-05
,,,,4.17879509719539e-18,6.739992092250629e-20,"[(L1) L L]",0,1,0,2,1,0,1,0,2,0,2,0
,,,,1.1178226650430354e-05,1.8029397823274765e-07,"[(L1 L) L]",0,0,1,1,0,0,1,0,1,0,1,0
,[L2 L L1],0,1.6545746843648818e-14
,,,,1.6545076499412263e-14,2.6685607257116554e-16,"[(L2 L) (L1)]",0,1,1,0,1,0,0,2,0,2,1,1
,,,,6.703442217026458e-19,1.0812003575849126e-20,"[(L2) (L L1)]",0,2,0,0,1,0,0,1,0,1,2,1
,,,,1.4850219811753925e-26,2.395196743831278e-28,"[(L2) L (L1)]",0,2,0,1,2,0,0,2,0,2,2,1
,[L1 L2 L],0,1.4896755080511945e-07
,,,,1.4897125399626432e-29,2.4027621612300697e-31,"[(L1) (L2) L]",0,2,0,1,2,0,1,0,2,1,3,0
,,,,1.4896755080511945e-07,2.4027024323406364e-09,"[(L1) (L2 L)]",0,1,1,0,1,0,0,0,2,1,2,1
,[L L2 L1],0,1.328544544869012e-22
,,,,6.341418822799168e-28,1.0228094875482528e-29,"[L (L2) (L1)]",0,2,0,1,2,1,0,2,0,3,1,1
,,,,1.3285382034501892e-22,2.142803553951918e-24,"[(L L2) (L1)]",0,2,0,0,1,0,0,2,0,2,1,1
,[L1 L2 L2],0,9.717494515826781e-31
,,,,9.717494515826781e-31,1.5673378251333518e-32,"[(L1) (L2) (L2)]",0,3,0,0,3,0,0,0,2,3,3,1
"[L L H]"
,[L2 L1 H2],0,3.610037333129598e-33
,,,,3.610037333129598e-33,5.822640859886448e-35,"[(L2) (L1) (H2)]",0,3,0,0,2,0,0,1,1,3,3,1
,[L2 L2 H1],0,8.426101390467481e-37
,,,,8.426101390467481e-37,1.3590486113657227e-38,"[(L2) (L2) (H1)]",0,3,0,0,2,0,0,2,0,3,3,1
,[L1 L2 H],0,1.4896593056954638e-07
,,,,1.4896963372041375e-29,2.4027360277486087e-31,"[(L1) (L2) H]",1,2,0,1,2,0,1,0,2,1,3,0
