UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,77.4436398671407,2.636460287031771,16.562924829689933,0.0,25.048962672654852,0.0,18.068314909219474,10.284210795432232,0.0,0.894544249874715,15.262838430884848,0.0,
"[L L]","[(L L1)]",1,0.99999910502087,0.01612901782291726,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999860323834743,0.016128806973927004,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999962617998,0.016129032197770964,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999658328179302,0.016128481174482748,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[L (L L1)]",1,0.9999991047813511,0.016129017819054046,0,1,0,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L H1)]",1,0.9997845604968206,0.01612555742736807,0,1,0,1,0,1,0,1,0,1,0,1
"[L H L]","[L (H1 L)]",1,0.9997324425508237,0.016124716815335862,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[(L H1) (H2)]",1,0.9999860307387872,0.016128806947399793,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999626032666435,0.016128429084945863,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1 L) (H2)]",1,0.5247476266597889,0.008463671397738529,0,1,1,0,0,0,0,0,1,2,1,1
"[H H L]","[(H1) (H2 L)]",1,0.9999658290799179,0.016128481114192225,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999658316505341,0.01612848115565377,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[L L (L L1)]",1,0.9999957115156357,0.016128963088961865,0,1,0,2,0,1,0,2,0,2,0,1
"[L L L H]","[L L (L H1)]",1,0.9998988826181887,0.01612740133255143,0,1,0,2,0,1,0,2,0,2,0,1
"[L L H L]","[L L (H1 L)]",1,0.9997290528611069,0.016124662142921076,0,0,1,2,0,1,0,2,0,2,0,1
