UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,43.35119941165718,0.0,27.261768797626566,23.09826201944192,46.778456311374335,2.786045198980193,6.8525927208696595,23.577200981057544,0.0,0.0,6.48646852250563,0.0,
"[L L]","[(L L1)]",1,0.9999999999985534,0.016129032258041184,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,1.0,0.016129032258064516,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9998963680262848,0.016127360774617495,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1) (H2)]",1,0.9999999999423829,0.016129032257135207,0,2,0,0,0,0,0,0,1,1,1,1
"[L L L]","[(L L1) L]",1,0.999997744420732,0.01612899587775374,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L1) (H2)]",1,0.9999999999985534,0.016129032258041184,0,2,0,0,0,0,0,0,1,2,1,1
"[L H L]","[(L H1) L]",1,0.9999999508112856,0.016129031464698153,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H1) (H2)]",1,1.0,0.016129032258064516,0,2,0,0,0,0,0,0,1,2,1,1
"[H L L]","[(H1) (L L2)]",1,0.9999999999409362,0.01612903225711187,0,2,0,0,0,0,0,0,2,1,2,1
"[H L H]","[(H1) (L H2)]",1,0.9999999989000716,0.016129032240323738,0,2,0,0,0,0,0,0,2,1,2,1
"[H H L]","[(H1) (H2 L)]",1,0.9998963679686736,0.016127360773688284,0,1,1,0,0,0,0,0,2,1,2,1
"[H H H]","[(H1) (H2) (H2)]",1,0.9999999999423188,0.016129032257134173,0,3,0,0,0,0,0,0,2,3,3,1
"[L L L L]","[(L L1) (L L2)]",1,0.9999999999971069,0.016129032258017848,0,2,0,0,0,0,0,0,2,2,2,1
"[L L L H]","[(L L1) (L H2)]",1,0.9999999999055385,0.016129032256540943,0,2,0,0,0,0,0,0,2,2,2,1
"[L L H L]","[(L L1) (H2 L)]",1,0.9998963680248382,0.016127360774594167,0,1,1,0,0,0,0,0,2,2,2,1
"[L L H H]","[(L L1) (H2) (H2)]",1,0.9999999999985532,0.01612903225804118,0,3,0,0,0,0,0,0,2,5,3,1
"[L H L L]","[(L H1) (L L2)]",1,0.9999999999985534,0.01612903225804118,0,2,0,0,0,0,0,0,2,2,2,1
"[L H L H]","[(L H1) (L H2)]",1,0.9999999999069851,0.016129032256564278,0,2,0,0,0,0,0,0,2,2,2,1
"[L H H L]","[(L H1) (H2 L)]",1,0.9998963680262848,0.016127360774617495,0,1,1,0,0,0,0,0,2,2,2,1
"[L H H H]","[(L H1) (H2) (H2)]",1,1.0,0.016129032258064512,0,3,0,0,0,0,0,0,2,5,3,1
"[H L L L]","[(H1 L) (L L2)]",1,0.9107607345288625,0.014689689266594556,0,1,1,0,0,0,0,0,2,2,2,1
"[H L L H]","[(H1) (L L2) (H2)]",1,0.9999993159748648,0.016129021225401042,0,3,0,0,0,0,0,0,3,4,4,1
"[H L H L]","[(H1) (L H2) L]",1,0.9999898830450843,0.016128869081372323,0,2,0,1,0,0,1,0,3,1,4,0
"[H L H H]","[(H1) (L H2) (H2)]",1,0.9999999989000717,0.016129032240323735,0,3,0,0,0,0,0,0,3,4,4,1
"[H H L L]","[(H1) (H2) (L L2)]",1,0.9999999998988707,0.0161290322564334,0,3,0,0,0,0,0,0,3,3,5,1
"[H H L H]","[(H1) (H2) (L H2)]",1,0.9999999988580062,0.016129032239645263,0,3,0,0,0,0,0,0,3,3,5,1
"[H H H L]","[(H1) (H2) (H2 L)]",1,0.9998963679266125,0.01612736077300988,0,2,1,0,0,0,0,0,3,3,5,1
"[H H H H]","[(H1) (H2) (H2) (H2)]",1,0.9999999999002531,0.0161290322564557,0,4,0,0,0,0,0,0,3,6,6,1
"[L L L L L]","[(L L1) L (L L2)]",1,0.9999983873217777,0.016129006247125443,0,2,0,1,0,0,0,0,3,3,3,1
"[L L L L H]","[(L L1) (L L2) (H2)]",1,0.9999999389605925,0.01612903127355794,0,3,0,0,0,0,0,0,3,6,4,1
"[L L L H L]","[(L L1) (L H2) L]",1,0.9999990523689407,0.01612901697369259,0,2,0,1,0,0,1,0,3,2,4,0
"[L L L H H]","[(L L1) (L H2) (H2)]",1,0.9999999999055385,0.016129032256540943,0,3,0,0,0,0,0,0,3,6,4,1
"[L L H L L]","[(L L1) (H2) (L L2)]",1,0.9999999999970135,0.016129032258016342,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H L H]","[(L L1) (H2) (L H2)]",1,0.9999999989561488,0.01612903224122821,0,3,0,0,0,0,0,0,3,5,5,1
"[L L H H L]","[(L L1) (H2) (H2 L)]",1,0.9998963680247448,0.016127360774592658,0,2,1,0,0,0,0,0,3,5,5,1
"[L L H H H]","[(L L1) (H2) (H2) (H2)]",1,0.999999999998396,0.01612903225803864,0,4,0,0,0,0,0,0,3,9,6,1
"[L H L L L]","[(L H1) L (L L2)]",1,0.9999983896546617,0.016129006284752608,0,2,0,1,0,0,0,0,3,3,3,1
"[L H L L H]","[(L H1) (L L2) (H2)]",1,0.9999999389620392,0.016129031273581274,0,3,0,0,0,0,0,0,3,6,4,1
