UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.0,34.034626486002665,0.26056465662391276,10.527281738555748,2.7575503068953813,2.156198213724168,0.0,0.29765535637628127,19.346937545483854,5.371695203986565,0.0,48.039622951057,
"[L L]","[(L1 L)]",1,0.999999989440166,0.01612903208774461,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.999999989440166,0.016129032087744615,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999998335645541,0.016129029573621844,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.9999998335645541,0.016129029573621844,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[(L1 L) L]",1,0.9999999999999977,0.016129032258064478,0,0,1,1,0,0,1,0,1,0,1,0
"[L L H]","[(L1 L) H]",1,0.9999999999999977,0.016129032258064478,1,0,1,1,0,0,1,0,1,0,1,0
"[L H L]","[(L1 H) L]",1,0.9999999999999977,0.016129032258064478,1,0,1,1,0,0,1,0,1,0,1,0
"[L H H]","[(L1 H) H]",1,0.9999999999999977,0.016129032258064478,2,0,1,1,0,0,1,0,1,0,1,0
"[H L L]","[(H1 L) L]",1,0.9999999999999977,0.016129032258064478,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H1 L) H]",1,0.9999999999999977,0.016129032258064478,1,0,1,1,0,0,1,0,1,0,1,0
"[H H L]","[(H1 H) L]",1,0.9999999999999977,0.016129032258064478,1,0,1,1,0,0,1,0,1,0,1,0
"[H H H]","[(H1 H) H]",1,0.9999999999999977,0.016129032258064478,2,0,1,1,0,0,1,0,1,0,1,0
"[L L L L]","[L (L1 L) L]",1,0.9999790209583248,0.016128693886424593,0,0,1,2,0,1,1,1,1,1,1,0
"[L L L H]","[L (L1 L) H]",1,0.9999790209583246,0.01612869388642459,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H L]","[L (L1 H) L]",1,0.9999790209566003,0.01612869388639678,1,0,1,2,0,1,1,1,1,1,1,0
"[L L H H]","[L (L1 H) H]",1,0.9999790209566003,0.01612869388639678,2,0,1,2,0,1,1,1,1,1,1,0
"[L H L L]","[L (H1 L) L]",1,0.9999790209583248,0.016128693886424593,0,0,1,2,0,1,1,1,1,1,1,0
"[L H L H]","[L (H1 L) H]",1,0.9999790209583246,0.01612869388642459,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H L]","[L (H1 H) L]",1,0.9999790209566003,0.01612869388639678,1,0,1,2,0,1,1,1,1,1,1,0
"[L H H H]","[L (H1 H) H]",1,0.9999790209566003,0.01612869388639678,2,0,1,2,0,1,1,1,1,1,1,0
"[H L L L]","[H (L1 L) L]",1,0.9999790204584869,0.01612869387836269,1,0,1,2,0,1,1,1,1,1,1,0
"[H L L H]","[H (L1 L) H]",1,0.9999790204584871,0.016128693878362695,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H L]","[H (L1 H) L]",1,0.9999790204567623,0.01612869387833488,2,0,1,2,0,1,1,1,1,1,1,0
"[H L H H]","[H (L1 H) H]",1,0.9999790204567623,0.01612869387833488,3,0,1,2,0,1,1,1,1,1,1,0
"[H H L L]","[H (H1 L) L]",1,0.9999790204584869,0.01612869387836269,1,0,1,2,0,1,1,1,1,1,1,0
"[H H L H]","[H (H1 L) H]",1,0.9999790204584869,0.01612869387836269,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H L]","[H (H1 H) L]",1,0.9999790204567626,0.01612869387833488,2,0,1,2,0,1,1,1,1,1,1,0
"[H H H H]","[H (H1 H) H]",1,0.9999790204567623,0.01612869387833488,3,0,1,2,0,1,1,1,1,1,1,0
"[L L L L L]","[(L2 L) (L1 L) L]",1,0.9999999998921353,0.016129032256324765,0,0,2,1,0,0,1,2,1,2,4,0
"[L L L L H]","[(L2 L) (L1 L) H]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L L L H L]","[(L2 L) (L1 H) L]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L L L H H]","[(L2 L) (L1 H) H]",1,0.9999999998921353,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L L H L L]","[(L2 L) (H1 L) L]",1,0.9999999998921355,0.016129032256324765,0,0,2,1,0,0,1,2,1,2,4,0
"[L L H L H]","[(L2 L) (H1 L) H]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L L H H L]","[(L2 L) (H1 H) L]",1,0.9999999998921355,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L L H H H]","[(L2 L) (H1 H) H]",1,0.9999999998921353,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L H L L L]","[(L2 H) (L1 L) L]",1,0.9999999998921355,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L H L L H]","[(L2 H) (L1 L) H]",1,0.9999999998921355,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L H L H L]","[(L2 H) (L1 H) L]",1,0.9999999998921353,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L H L H H]","[(L2 H) (L1 H) H]",1,0.9999999998921353,0.016129032256324765,3,0,2,1,0,0,1,2,1,2,4,0
"[L H H L L]","[(L2 H) (H1 L) L]",1,0.9999999998921355,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[L H H L H]","[(L2 H) (H1 L) H]",1,0.9999999998921353,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L H H H L]","[(L2 H) (H1 H) L]",1,0.9999999998921355,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[L H H H H]","[(L2 H) (H1 H) H]",1,0.9999999998921353,0.016129032256324765,3,0,2,1,0,0,1,2,1,2,4,0
"[H L L L L]","[(H2 L) (L1 L) L]",1,0.9999999998921355,0.016129032256324765,0,0,2,1,0,0,1,2,1,2,4,0
"[H L L L H]","[(H2 L) (L1 L) H]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[H L L H L]","[(H2 L) (L1 H) L]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[H L L H H]","[(H2 L) (L1 H) H]",1,0.9999999998921353,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
"[H L H L L]","[(H2 L) (H1 L) L]",1,0.9999999998921353,0.016129032256324765,0,0,2,1,0,0,1,2,1,2,4,0
"[H L H L H]","[(H2 L) (H1 L) H]",1,0.9999999998921355,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[H L H H L]","[(H2 L) (H1 H) L]",1,0.9999999998921353,0.016129032256324765,1,0,2,1,0,0,1,2,1,2,4,0
"[H L H H H]","[(H2 L) (H1 H) H]",1,0.9999999998921355,0.016129032256324765,2,0,2,1,0,0,1,2,1,2,4,0
