UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,0.11215750534525848,17.269605817295478,0.0,5.262642466846749,2.633345803549587,3.4801678169462384,9.858816744510046,0.0,13.40480796734123,9.345353940816702,0.5373706678100394,0.0,
"[L L]","[(L1 L)]",1,0.9999999683841052,0.016129031748130733,0,0,1,0,0,0,0,0,0,0,0,1
"[L H]","[(L1 H)]",1,0.9999999646316446,0.01612903168760717,1,0,1,0,0,0,0,0,0,0,0,1
"[H L]","[(H1 L)]",1,0.9999999717384427,0.016129031802232945,0,0,1,0,0,0,0,0,0,0,0,1
"[H H]","[(H1 H)]",1,0.999999968384105,0.016129031748130723,1,0,1,0,0,0,0,0,0,0,0,1
"[L L L]","[L (L1 L)]",1,0.9999779937383925,0.016128677318361172,0,0,1,1,0,1,0,1,0,1,0,1
"[L L H]","[L (L1 H)]",1,0.9999779794005111,0.01612867708710502,1,0,1,1,0,1,0,1,0,1,0,1
"[L H L]","[L (H1 L)]",1,0.9999798130837696,0.016128706662641448,0,0,1,1,0,1,0,1,0,1,0,1
"[L H H]","[L (H1 H)]",1,0.999979800267041,0.016128706455920024,1,0,1,1,0,1,0,1,0,1,0,1
"[H L L]","[H (L1 L)]",1,0.999905177593496,0.016127502864411225,1,0,1,1,0,1,0,1,0,1,0,1
"[H L H]","[H (L1 H)]",1,0.9999051620012303,0.016127502612923075,2,0,1,1,0,1,0,1,0,1,0,1
"[H H L]","[H (H1 L)]",1,0.9999072121814675,0.016127535680346253,1,0,1,1,0,1,0,1,0,1,0,1
"[H H H]","[H (H1 H)]",1,0.9999071982434312,0.016127535455539216,2,0,1,1,0,1,0,1,0,1,0,1
"[L L L L]","[(L2 L) (L1 L)]",1,0.9999975142656969,0.016128992165575756,0,0,2,0,0,0,0,2,0,2,2,1
"[L L L H]","[(L2 L) (L1 H)]",1,0.9999975105132312,0.016128992105052118,1,0,2,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L2 L) (H1 L)]",1,0.999997517620206,0.016128992219680744,0,0,2,0,0,0,0,2,0,2,2,1
"[L L H H]","[(L2 L) (H1 H)]",1,0.9999975142658636,0.01612899216557845,1,0,2,0,0,0,0,2,0,2,2,1
"[L H L L]","[(L2 H) (L1 L)]",1,0.9999975105131029,0.01612899210505005,1,0,2,0,0,0,0,2,0,2,2,1
