UR,HR,p_TD,p_normed,p_absolute,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,55.79454062542395,0.20411277404063066,20.294707298540008,12.347083360288241,68.99600345444388,8.826231823777585,0.11661170462127153,0.48635393640586483,18.51973897441136,0.23888688838637595,0.0,71.41811056696957,
"[L L]","[(L L1)]",1,0.9999999981169726,0.01612903222769311,0,1,0,0,0,0,0,0,0,0,0,1
"[L H]","[(L H1)]",1,0.9999999996912706,0.01612903225308501,0,1,0,0,0,0,0,0,0,0,0,1
"[H L]","[(H1) L]",1,1.0,0.016129032258064516,0,1,0,1,0,0,1,0,1,0,1,0
"[H H]","[(H2) (H1)]",1,0.9999994446294611,0.016129023300475182,0,2,0,0,0,0,0,1,0,1,1,1
"[L L L]","[(L L1) L]",1,0.9999999981173671,0.01612903222769947,0,1,0,1,0,0,1,0,1,0,1,0
"[L L H]","[(L L2) (H1)]",1,0.9999988560003422,0.01612901380645713,0,2,0,0,0,0,0,2,0,2,1,1
"[L H L]","[(L H1) L]",1,0.9999999996912706,0.01612903225308501,0,1,0,1,0,0,1,0,1,0,1,0
"[L H H]","[(L H2) (H1)]",1,0.999998858995814,0.016129013854771192,0,2,0,0,0,0,0,2,0,2,1,1
"[H L L]","[(H1 L) L]",1,0.999979109605287,0.016128695316214307,0,0,1,1,0,0,1,0,1,0,1,0
"[H L H]","[(H2) (L H1)]",1,0.9999978964682398,0.016128998330132906,0,2,0,0,0,0,0,1,0,1,2,1
"[H H L]","[(H2) (H1) L]",1,0.9999999852700802,0.016129032020485164,0,2,0,1,0,0,1,1,1,1,3,0
"[H H H]","[(H2) (H2) (H1)]",1,0.9999992987458463,0.016129020947513648,0,3,0,0,0,0,0,2,0,3,3,1
"[L L L L]","[L (L L1) L]",1,0.9998726237890372,0.016126977803048986,0,1,0,2,0,1,1,1,1,1,1,0
"[L L L H]","[(L L2) (L H1)]",1,0.9999978952540655,0.016128998310549442,0,2,0,0,0,0,0,2,0,2,2,1
"[L L H L]","[(L L2) (H1) L]",1,0.9999999725460325,0.01612903181525859,0,2,0,1,0,0,1,2,1,2,3,0
"[L L H H]","[(L L2) (H2) (H1)]",1,0.9999991106221952,0.016129017913261212,0,3,0,0,0,0,0,3,0,5,3,1
