UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,0.0,1.2578057769178508,34.54453480095562,40.6458102703958,58.85627211279961,19.42560668753624,6.107148174105308,0.0,25.372838917360344,0.0,9.659484033617504,0.0014471099629010092,
"[L L]"
,[L L1],1,0.9999999999999966
,,,,2.2405822496253638e-52,3.613842338105425e-54,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,0.9999999999999966,0.01612903225806446,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,1.3701650013534626e-56
,,,,1.3701650013534626e-56,2.209943550570101e-58,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0,3.497496304247613e-15
,,,,8.332548629573693e-62,1.3439594563828536e-63,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,3.497496304247613e-15,5.641123071367117e-17,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,1.3106566577849186e-67
,,,,1.3106566577849186e-67,2.1139623512659978e-69,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,4.985710692647757e-31
,,,,4.985710692647757e-31,8.041468859109285e-33,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,3.497496304247613e-15
,,,,3.497496304247613e-15,5.641123071367117e-17,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,8.332548629573693e-62,1.3439594563828536e-63,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,4.769173717510847e-42
,,,,4.769173717510847e-42,7.692215673404592e-44,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,0.9999999999999966
