UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,1.7000072938554458,6.378365858984585,36.883686765903924,42.14466157355036,56.1102143723302,19.25301359366967,0.0,0.39581327292551105,21.916438642090164,8.89167999309298,0.0,2.186536923075701,
"[L L]"
,[L L1],1,0.9999999999999436
,,,,8.579558043553184e-56,1.383799684444062e-57,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,0.9999999999999436,0.016129032258063607,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,2.881979366180759e-56
,,,,2.881979366180759e-56,4.6483538164205786e-58,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],0,5.6455656426357654e-14
,,,,5.752572642268839e-52,9.278342971401353e-54,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,5.6455656426357654e-14,9.1057510365093e-16,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,1.2983806131715377e-65
,,,,1.2983806131715377e-65,2.0941622793089318e-67,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,6.730500291929852e-32
,,,,6.730500291929852e-32,1.0855645632144922e-33,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,1.0313443043640892e-14
,,,,1.0313443043640892e-14,1.6634585554259504e-16,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.0508925775725784e-52,1.6949880283428683e-54,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,3.0322046016477697e-41
,,,,3.0322046016477697e-41,4.890652583302854e-43,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,0.9999999999999897
,,,,0.9999999999999897,0.01612903225806435,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,2.0036478607162257e-31,3.2316900979293965e-33,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],1,0.9999999999996909
,,,,8.579558043551107e-56,1.383799684443727e-57,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,0.9999999999996909,0.01612903225805953,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],0,3.0903754731021364e-13
,,,,3.090375473102063e-13,4.984476569519457e-15,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,7.353978888538295e-27,1.186125627183596e-28,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,3.6842673242170415e-31
