UR,SR,p(SR)_TD,p(SR)_LE,p(HR)_normed,p(HR)_absolute,HR,WSP,FootNonFin,Iambic,Parse,FtBin,WordFootLeft,WordFootRight,MainLeft,MainRight,AllFeetLeft,AllFeetRight,NonFinal
,,,,,,,194.08576009104704,69.56458775646679,0.0,32.30222464282171,37.227280068506225,0.0,3.381455766634454,2.112371092960526,50.8503513974084,0.0,8.004452039328477,48.02498715109023,
"[L L]"
,[L L1],0,6.144455474694058e-31
,,,,4.7294655514146655e-62,7.628170244217203e-64,"[L (L1)]",0,1,0,1,1,1,0,1,0,1,0,1
,,,,6.144455474694058e-31,9.910412055958158e-33,"[(L L1)]",0,1,0,0,0,0,0,0,0,0,0,1
,[L2 L1],0,7.048256851755166e-98
,,,,7.048256851755166e-98,1.1368156212508332e-99,"[(L2) (L1)]",0,2,0,0,2,0,0,1,0,1,1,1
,[L1 L],1,1.0
,,,,2.6322439899760157e-67,4.245554822541961e-69,"[(L1) L]",0,1,0,1,1,0,1,0,1,0,1,0
,,,,1.0,0.016129032258064516,"[(L1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,[L1 L2],0,4.8022616287757937e-119
,,,,4.8022616287757937e-119,7.745583272219022e-121,"[(L1) (L2)]",0,2,0,0,2,0,0,0,1,1,1,1
"[L H]"
,[L2 H1],0,1.6873323411469562e-51
,,,,1.6873323411469562e-51,2.7215037760434777e-53,"[(L2) (H1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[L1 H],0,8.339537674253066e-55
,,,,8.339537674253066e-55,1.3450867216537202e-56,"[(L1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,2.1951697922232133e-121,3.540596439069699e-123,"[(L1) H]",1,1,0,1,1,0,1,0,1,0,1,0
,[L1 H2],0,1.1496475692234588e-72
,,,,1.1496475692234588e-72,1.8542702729410625e-74,"[(L1) (H2)]",0,2,0,0,1,0,0,0,1,1,1,1
,[L H1],1,1.0
,,,,0.9999999999999989,0.0161290322580645,"[(L H1)]",0,1,0,0,0,0,0,0,0,0,0,1
,,,,1.1322203984741494e-15,1.8261619330228216e-17,"[L (H1)]",0,1,0,1,0,1,0,1,0,1,0,1
"[H L]"
,[H L1],0,3.1485368309111494e-115
,,,,2.423468855862382e-146,3.908820735261907e-148,"[H (L1)]",1,1,0,1,1,1,0,1,0,1,0,1
,,,,3.1485368309111494e-115,5.078285211147015e-117,"[(H L1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 L],1,1.0
,,,,1.0,0.016129032258064516,"[(H1 L)]",0,0,1,0,0,0,0,0,0,0,0,1
,,,,3.871938519758477e-51,6.245062128642705e-53,"[(H1) L]",0,1,0,1,0,0,1,0,1,0,1,0
,[H2 L1],0,1.0367738441188769e-81
,,,,1.0367738441188769e-81,1.6722158776110918e-83,"[(H2) (L1)]",0,2,0,0,1,0,0,1,0,1,1,1
,[H1 L2],0,7.063958300683804e-103
,,,,7.063958300683804e-103,1.1393481130135168e-104,"[(H1) (L2)]",0,2,0,0,1,0,0,0,1,1,1,1
"[H H]"
,[H2 H1],1,1.0
,,,,1.0,0.016129032258064516,"[(H2) (H1)]",0,2,0,0,0,0,0,1,0,1,1,1
,[H1 H2],0,6.81340327088098e-22
,,,,6.81340327088098e-22,1.0989360114324161e-23,"[(H1) (H2)]",0,2,0,0,0,0,0,0,1,1,1,1
,[H H1],0,2.0645358835247675e-50
,,,,2.3375096407086587e-65,3.770176839852675e-67,"[H (H1)]",1,1,0,1,0,1,0,1,0,1,0,1
,,,,2.0645358835247651e-50,3.3298965863302665e-52,"[(H H1)]",1,1,0,0,0,0,0,0,0,0,0,1
,[H1 H],0,3.359998118673863e-20
,,,,3.359998118673863e-20,5.419351804312683e-22,"[(H1 H)]",1,0,1,0,0,0,0,0,0,0,0,1
,,,,1.3009706142009906e-70,2.0983397003241782e-72,"[(H1) H]",1,1,0,1,0,0,1,0,1,0,1,0
"[L L L]"
,[L2 L1 L2],0,2.3901420037104435e-158
,,,,2.3901420037104435e-158,3.85506774792007e-160,"[(L2) (L1) (L2)]",0,3,0,0,3,0,0,1,1,3,3,1
,[L L1 L2],0,6.238996395990866e-88
,,,,4.80223490132906e-119,7.745540163433967e-121,"[L (L1) (L2)]",0,2,0,1,2,1,0,1,1,3,1,1
,,,,6.238996395990866e-88,1.0062897412888494e-89,"[(L L1) (L2)]",0,2,0,0,1,0,0,0,1,2,1,1
,[L1 L L2],0,1.015386379100001e-57
,,,,1.717110993333428e-113,2.769533860215206e-115,"[(L1) (L L2)]",0,2,0,0,1,0,0,0,2,1,2,1
,,,,1.015386379100001e-57,1.637719966290324e-59,"[(L1 L) (L2)]",0,1,1,0,1,0,0,0,1,2,1,1
,,,,1.092743276676016e-143,1.762489155929058e-145,"[(L1) L (L2)]",0,2,0,1,2,0,0,0,2,2,2,1
,[L L L1],0,6.1444212771388345e-31
,,,,6.1444212771388345e-31,9.910356898611024e-33,"[L (L L1)]",0,1,0,1,0,1,0,1,0,1,0,1
,,,,4.7294392291212e-62,7.62812778890516e-64,"[L L (L1)]",0,1,0,2,1,1,0,2,0,2,0,1
